ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,Arnd_m3,Armass_pct,Armole_pct,Aramw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,MinMaxFactor
48000.0,192.000,50.80,96.00,2767.500,2575.500,1.172,166.3,1.295e+02,2.604e-03,42.614,41.393,263.9,1.465e+05,0.001,299.623,169.3,8.920e+01,1.763e-03,0.0,2.367e-03,2.865e-03,2.655e-03,2.0,9.55,261.3,30.78,47.7,34.3,62.5,50.6,41.4,0.0,-0.8,12.5,40.6,12.5,33.9,33.9,137.04,17.72,151.72,15.71,54.89,74.95,9.94,1377648.0,5.6397e+22,2.990e+02,1.400e+00,27.808,1.0000,1.1279e+21,2.62,2.00,36.40,5.3577e+22,95.66,95.00,28.00,1.6919e+21,1.73,3.00,16.00,-999.900
48500.0,194.000,51.10,96.50,2769.500,2575.500,1.170,166.6,1.236e+02,2.483e-03,42.624,41.411,264.1,1.465e+05,0.001,301.666,169.6,8.516e+01,1.680e-03,0.0,2.257e-03,2.731e-03,2.491e-03,0.3,9.55,263.6,30.48,47.8,34.3,62.6,48.3,41.0,0.0,17.3,-12.7,58.3,-12.7,34.2,34.2,137.04,17.72,151.85,15.69,54.75,74.95,9.94,1377648.0,5.3762e+22,2.990e+02,1.400e+00,27.808,1.0000,1.0752e+21,2.62,2.00,36.40,5.1074e+22,95.66,95.00,28.00,1.6129e+21,1.73,3.00,16.00,-999.900
49000.0,196.000,51.40,97.00,2771.500,2575.500,1.169,166.8,1.181e+02,2.367e-03,42.634,41.430,264.3,1.465e+05,0.001,303.709,169.9,8.133e+01,1.601e-03,0.0,2.152e-03,2.603e-03,2.132e-03,-9.9,9.55,278.4,30.18,47.8,34.4,62.6,33.2,40.6,0.0,9.8,-8.6,50.4,-8.6,34.4,34.4,137.04,17.72,151.98,15.67,54.62,74.95,9.94,1377648.0,5.1253e+22,2.990e+02,1.400e+00,27.808,1.0000,1.0251e+21,2.62,2.00,36.40,4.8690e+22,95.66,95.00,28.00,1.5376e+21,1.73,3.00,16.00,-999.900
49500.0,198.000,51.70,97.50,2773.500,2575.500,1.167,167.1,1.127e+02,2.256e-03,42.644,41.449,264.5,1.465e+05,0.001,305.751,170.2,7.767e+01,1.527e-03,0.0,2.051e-03,2.482e-03,2.065e-03,-8.5,9.55,276.5,29.87,47.8,34.4,62.6,35.3,40.1,0.0,-22.6,-23.9,17.5,-23.9,34.7,34.7,137.04,17.72,152.11,15.64,54.49,74.95,9.94,1377648.0,4.8862e+22,2.990e+02,1.400e+00,27.808,1.0000,9.7724e+20,2.62,2.00,36.40,4.6419e+22,95.66,95.00,28.00,1.4659e+21,1.73,3.00,16.00,-999.900
50000.0,200.000,52.00,98.00,2775.500,2575.500,1.165,167.3,1.076e+02,2.151e-03,42.653,41.467,264.7,1.465e+05,0.001,307.792,170.5,7.419e+01,1.456e-03,0.0,1.956e-03,2.366e-03,2.089e-03,-2.9,9.55,268.6,29.57,47.8,34.3,62.6,43.5,39.7,0.0,9.1,2.1,48.8,2.1,35.0,35.0,137.04,17.72,152.24,15.62,54.36,74.95,9.94,1377648.0,4.6584e+22,2.990e+02,1.400e+00,27.808,1.0000,9.3169e+20,2.62,2.00,36.40,4.4255e+22,95.66,95.00,28.00,1.3975e+21,1.73,3.00,16.00,-999.900
50500.0,202.000,52.30,98.50,2777.500,2575.500,1.164,167.6,1.028e+02,2.051e-03,42.663,41.486,264.9,1.465e+05,0.001,309.833,170.8,7.089e+01,1.388e-03,0.0,1.864e-03,2.256e-03,2.046e-03,-0.2,9.55,265.2,29.26,47.7,34.3,62.5,47.4,39.2,0.0,-11.0,-35.1,28.2,-35.1,35.3,35.3,137.04,17.72,152.37,15.59,54.24,74.95,9.94,1377648.0,4.4414e+22,2.990e+02,1.400e+00,27.808,1.0000,8.8829e+20,2.62,2.00,36.40,4.2194e+22,95.66,95.00,28.00,1.3324e+21,1.73,3.00,16.00,-999.900
51000.0,204.000,52.60,99.00,2779.500,2575.500,1.162,167.9,9.816e+01,1.956e-03,43.537,41.795,265.1,1.465e+05,0.001,318.173,171.1,6.773e+01,1.324e-03,0.0,1.778e-03,2.151e-03,1.983e-03,1.4,9.55,263.3,28.97,47.7,34.2,62.4,49.8,38.8,0.0,-12.4,-33.0,26.4,-33.0,35.6,35.6,137.04,17.72,152.50,15.57,54.12,74.95,9.94,1377648.0,4.2352e+22,2.990e+02,1.400e+00,27.808,1.0000,8.4704e+20,2.62,2.00,36.40,4.0234e+22,95.66,95.00,28.00,1.2706e+21,1.73,3.00,16.00,-999.900
51500.0,206.000,52.90,99.50,2781.500,2575.500,1.160,168.2,9.381e+01,1.865e-03,43.543,41.811,265.4,1.465e+05,0.001,320.192,171.4,6.472e+01,1.263e-03,0.0,1.696e-03,2.052e-03,1.894e-03,1.6,9.55,263.3,28.70,47.6,34.2,62.4,49.9,38.4,0.0,-7.4,-28.9,31.0,-28.9,35.8,35.8,137.04,17.72,152.63,15.54,54.01,74.95,9.94,1377648.0,4.0394e+22,2.990e+02,1.400e+00,27.808,1.0000,8.0788e+20,2.62,2.00,36.40,3.8375e+22,95.66,95.00,28.00,1.2118e+21,1.73,3.00,16.00,-999.900
52000.0,208.000,53.20,100.00,2783.500,2575.500,1.159,168.6,8.966e+01,1.779e-03,43.549,41.827,265.7,1.465e+05,0.001,322.210,171.6,6.186e+01,1.206e-03,0.0,1.617e-03,1.957e-03,1.859e-03,4.5,9.55,259.9,28.43,47.6,34.2,62.3,54.2,38.0,0.0,-26.6,-57.3,11.4,-57.3,36.1,36.1,137.04,17.72,152.76,15.52,53.90,74.95,9.94,1377648.0,3.8528e+22,2.990e+02,1.400e+00,27.808,1.0000,7.7056e+20,2.62,2.00,36.40,3.6602e+22,95.66,95.00,28.00,1.1558e+21,1.73,3.00,16.00,-999.900
52500.0,210.000,53.50,100.50,2785.500,2575.500,1.157,168.9,8.569e+01,1.697e-03,43.555,41.843,265.9,1.465e+05,0.001,324.228,171.9,5.913e+01,1.150e-03,0.0,1.543e-03,1.867e-03,1.737e-03,2.4,9.55,262.8,28.16,47.5,34.1,62.3,51.0,37.6,0.0,-37.3,-43.1,0.4,-43.1,36.4,36.4,137.04,17.72,152.89,15.49,53.80,74.95,9.94,1377648.0,3.6749e+22,2.990e+02,1.400e+00,27.808,1.0000,7.3498e+20,2.62,2.00,36.40,3.4911e+22,95.66,95.00,28.00,1.1025e+21,1.73,3.00,16.00,-999.900
53000.0,212.000,53.80,101.00,2787.500,2575.500,1.155,169.2,8.189e+01,1.619e-03,43.561,41.858,266.2,1.465e+05,0.001,326.245,172.2,5.653e+01,1.098e-03,0.0,1.471e-03,1.780e-03,1.666e-03,2.9,9.55,262.4,27.89,47.4,34.0,62.1,51.7,37.3,0.0,-13.2,-0.8,24.1,-0.8,36.7,36.7,137.04,17.72,153.02,15.47,53.71,74.95,9.94,1377648.0,3.5053e+22,2.990e+02,1.400e+00,27.808,1.0000,7.0106e+20,2.62,2.00,36.40,3.3300e+22,95.66,95.00,28.00,1.0516e+21,1.73,3.00,16.00,-999.900
53500.0,214.000,54.10,101.50,2789.500,2575.500,1.154,169.5,7.829e+01,1.545e-03,44.280,43.171,266.4,1.465e+05,0.001,333.620,172.4,5.405e+01,1.048e-03,0.0,1.405e-03,1.699e-03,1.412e-03,-8.6,9.55,278.7,27.62,47.4,34.0,62.1,34.6,36.9,0.0,-21.0,-31.6,15.9,-31.6,37.0,37.0,137.04,17.72,153.15,15.44,53.62,74.95,9.94,1377648.0,3.3459e+22,2.990e+02,1.400e+00,27.808,1.0000,6.6917e+20,2.62,2.00,36.40,3.1786e+22,95.66,95.00,28.00,1.0038e+21,1.73,3.00,16.00,-999.900
54000.0,216.000,54.40,102.00,2791.500,2575.500,1.152,169.7,7.488e+01,1.476e-03,44.285,43.173,266.5,1.465e+05,0.001,335.630,172.7,5.169e+01,1.001e-03,0.0,1.342e-03,1.623e-03,1.419e-03,-3.9,9.55,271.9,27.34,47.4,34.0,62.2,41.7,36.4,0.0,-15.2,-19.1,21.2,-19.1,37.2,37.2,137.04,17.72,153.28,15.42,53.53,74.95,9.94,1377648.0,3.1960e+22,2.990e+02,1.400e+00,27.808,1.0000,6.3920e+20,2.62,2.00,36.40,3.0362e+22,95.66,95.00,28.00,9.5880e+20,1.73,3.00,16.00,-999.900
54500.0,218.000,54.70,102.50,2793.500,2575.500,1.150,169.9,7.161e+01,1.410e-03,44.289,43.174,266.7,1.465e+05,0.000,337.641,173.0,4.944e+01,9.560e-04,0.0,1.282e-03,1.551e-03,1.250e-03,-11.3,9.55,283.2,27.07,47.4,34.0,62.2,30.7,36.0,0.0,-9.9,-35.0,26.1,-35.0,37.5,37.5,137.04,17.72,153.41,15.39,53.45,74.95,9.94,1377648.0,3.0528e+22,2.990e+02,1.400e+00,27.808,1.0000,6.1056e+20,2.62,2.00,36.40,2.9002e+22,95.66,95.00,28.00,9.1584e+20,1.73,3.00,16.00,-999.900
55000.0,220.000,55.00,103.00,2795.500,2575.500,1.149,170.1,6.848e+01,1.347e-03,44.293,43.176,266.9,1.465e+05,0.000,339.650,173.2,4.728e+01,9.131e-04,0.0,1.224e-03,1.481e-03,1.236e-03,-8.2,9.55,278.6,26.79,47.5,34.1,62.2,35.4,35.6,0.0,-12.0,-50.3,23.6,-50.3,37.8,37.8,137.04,17.72,153.54,15.37,53.37,74.95,9.94,1377648.0,2.9160e+22,2.990e+02,1.400e+00,27.808,1.0000,5.8320e+20,2.62,2.00,36.40,2.7702e+22,95.66,95.00,28.00,8.7480e+20,1.73,3.00,16.00,-999.900
55500.0,222.000,55.30,103.50,2797.500,2575.500,1.147,170.3,6.550e+01,1.286e-03,44.298,43.178,267.0,1.465e+05,0.000,341.659,173.5,4.524e+01,8.723e-04,0.0,1.169e-03,1.415e-03,1.191e-03,-7.4,9.55,277.5,26.52,47.4,34.0,62.2,36.5,35.1,0.0,3.7,-17.6,38.8,-17.6,38.1,38.1,137.04,17.72,153.67,15.34,53.30,74.95,9.94,1377648.0,2.7853e+22,2.990e+02,1.400e+00,27.808,1.0000,5.5706e+20,2.62,2.00,36.40,2.6461e+22,95.66,95.00,28.00,8.3560e+20,1.73,3.00,16.00,-999.900
56000.0,224.000,55.60,104.00,2799.500,2575.500,1.145,170.5,6.264e+01,1.228e-03,44.302,43.179,267.2,1.465e+05,0.000,343.666,173.7,4.328e+01,8.334e-04,0.0,1.117e-03,1.351e-03,1.063e-03,-13.5,9.55,287.3,26.24,47.4,34.0,62.1,27.5,34.6,0.0,-20.9,-17.3,13.7,-17.3,38.4,38.4,137.04,17.72,153.80,15.32,53.23,74.95,9.94,1377648.0,2.6605e+22,2.990e+02,1.400e+00,27.808,1.0000,5.3209e+20,2.62,2.00,36.40,2.5274e+22,95.66,95.00,28.00,7.9814e+20,1.73,3.00,16.00,-999.900
56500.0,226.000,55.90,104.50,2801.500,2575.500,1.144,170.8,5.990e+01,1.173e-03,45.103,42.054,267.4,1.465e+05,0.000,351.893,173.9,4.141e+01,7.964e-04,0.0,1.067e-03,1.291e-03,9.944e-04,-15.3,9.55,290.4,25.97,47.3,33.9,62.1,24.9,34.1,0.0,-15.2,-29.5,19.0,-29.5,38.6,38.6,137.04,17.72,153.93,15.30,53.17,74.95,9.94,1377648.0,2.5410e+22,2.990e+02,1.400e+00,27.808,1.0000,5.0821e+20,2.62,2.00,36.40,2.4140e+22,95.66,95.00,28.00,7.6231e+20,1.73,3.00,16.00,-999.900
57000.0,228.000,56.20,105.00,2803.500,2575.500,1.142,171.3,5.733e+01,1.119e-03,45.109,42.042,267.8,1.465e+05,0.000,353.917,174.2,3.963e+01,7.612e-04,0.0,1.018e-03,1.231e-03,9.601e-04,-14.2,9.55,289.2,25.77,47.1,33.7,61.8,26.1,34.0,0.0,-19.3,-41.9,14.7,-41.9,38.9,38.9,137.04,17.72,154.07,15.27,53.12,74.95,9.94,1377648.0,2.4240e+22,2.990e+02,1.400e+00,27.808,1.0000,4.8480e+20,2.62,2.00,36.40,2.3028e+22,95.66,95.00,28.00,7.2720e+20,1.73,3.00,16.00,-999.900
57500.0,230.000,56.50,105.50,2805.500,2575.500,1.141,171.9,5.487e+01,1.068e-03,45.114,42.030,268.3,1.465e+05,0.000,355.941,174.4,3.793e+01,7.275e-04,0.0,9.707e-04,1.174e-03,8.693e-04,-18.6,9.55,297.3,25.58,46.8,33.4,61.4,19.5,33.9,0.0,-29.8,-6.5,4.1,-6.5,39.2,39.2,137.04,17.72,154.20,15.25,53.06,74.95,9.94,1377648.0,2.3123e+22,2.990e+02,1.400e+00,27.808,1.0000,4.6245e+20,2.62,2.00,36.40,2.1967e+22,95.66,95.00,28.00,6.9368e+20,1.73,3.00,16.00,-999.900
58000.0,232.000,56.80,106.00,2807.500,2575.500,1.139,172.5,5.252e+01,1.018e-03,45.120,42.018,268.7,1.465e+05,0.000,357.964,174.6,3.631e+01,6.956e-04,0.0,9.259e-04,1.120e-03,8.328e-04,-18.2,9.55,297.2,25.40,46.4,33.1,61.1,19.7,33.8,0.0,-33.4,-28.6,0.3,-28.6,39.5,39.5,137.04,17.72,154.33,15.22,53.02,74.95,9.94,1377648.0,2.2056e+22,2.990e+02,1.400e+00,27.808,1.0000,4.4112e+20,2.62,2.00,36.40,2.0953e+22,95.66,95.00,28.00,6.6169e+20,1.73,3.00,16.00,-999.900
58500.0,234.000,57.10,106.50,2809.500,2575.500,1.137,173.0,5.026e+01,9.715e-04,45.125,42.006,269.2,1.465e+05,0.000,359.986,174.8,3.476e+01,6.651e-04,0.0,8.831e-04,1.069e-03,8.528e-04,-12.2,9.55,287.3,25.22,46.1,32.8,60.7,28.2,33.7,0.0,-49.2,-10.6,-15.5,-10.6,39.8,39.8,137.04,17.72,154.46,15.20,52.98,74.95,9.94,1377648.0,2.1038e+22,2.990e+02,1.400e+00,27.808,1.0000,4.2076e+20,2.62,2.00,36.40,1.9986e+22,95.66,95.00,28.00,6.3114e+20,1.73,3.00,16.00,-999.900
59000.0,236.000,57.40,107.00,2811.500,2575.500,1.136,173.5,4.814e+01,9.281e-04,45.998,43.758,269.5,1.465e+05,0.000,368.941,175.0,3.328e+01,6.361e-04,0.0,8.437e-04,1.021e-03,8.231e-04,-11.3,9.55,286.2,24.91,45.9,32.7,60.5,29.4,33.0,0.0,-50.9,14.3,-17.9,14.3,40.0,40.0,137.04,17.72,154.59,15.17,52.94,74.95,9.94,1377648.0,2.0099e+22,2.990e+02,1.400e+00,27.808,1.0000,4.0199e+20,2.62,2.00,36.40,1.9094e+22,95.66,95.00,28.00,6.0298e+20,1.73,3.00,16.00,-999.900
59500.0,238.000,57.70,107.50,2813.500,2575.500,1.134,173.9,4.611e+01,8.869e-04,46.007,43.752,269.8,1.465e+05,0.000,370.991,175.2,3.187e+01,6.084e-04,0.0,8.062e-04,9.756e-04,8.012e-04,-9.7,9.55,283.9,24.57,45.8,32.5,60.4,31.7,32.2,0.0,-47.8,16.2,-15.6,16.2,40.3,40.3,137.04,17.72,154.72,15.15,52.91,74.95,9.94,1377648.0,1.9206e+22,2.990e+02,1.400e+00,27.808,1.0000,3.8412e+20,2.62,2.00,36.40,1.8246e+22,95.66,95.00,28.00,5.7618e+20,1.73,3.00,16.00,-999.900
60000.0,240.000,58.00,108.00,2815.500,2575.500,1.133,174.3,4.416e+01,8.474e-04,46.015,43.746,270.1,1.465e+05,0.000,373.040,175.4,3.052e+01,5.819e-04,0.0,7.704e-04,9.322e-04,8.314e-04,-1.9,9.55,272.7,24.23,45.6,32.4,60.2,42.9,31.4,0.0,-53.6,5.2,-22.2,5.2,40.6,40.6,137.04,17.72,154.85,15.12,52.88,74.95,9.94,1377648.0,1.8352e+22,2.990e+02,1.400e+00,27.808,1.0000,3.6704e+20,2.62,2.00,36.40,1.7435e+22,95.66,95.00,28.00,5.5057e+20,1.73,3.00,16.00,-999.900
60500.0,242.000,58.30,108.50,2817.500,2575.500,1.131,174.7,4.230e+01,8.097e-04,46.023,43.739,270.5,1.465e+05,0.000,375.088,175.6,2.923e+01,5.568e-04,0.0,7.361e-04,8.907e-04,7.904e-04,-2.4,9.55,273.8,23.89,45.4,32.2,60.0,42.0,30.5,0.0,-70.0,26.0,-39.5,26.0,40.9,40.9,137.04,17.72,154.98,15.10,52.86,74.95,9.94,1377648.0,1.7536e+22,2.990e+02,1.400e+00,27.808,1.0000,3.5071e+20,2.62,2.00,36.40,1.6659e+22,95.66,95.00,28.00,5.2607e+20,1.73,3.00,16.00,-999.900
61000.0,244.000,58.60,109.00,2819.500,2575.500,1.129,175.1,4.052e+01,7.737e-04,46.031,43.732,270.8,1.465e+05,0.000,377.136,175.8,2.800e+01,5.328e-04,0.0,7.033e-04,8.511e-04,7.596e-04,-1.8,9.55,273.3,23.55,45.2,32.0,59.7,42.6,29.7,0.0,-43.5,36.0,-13.9,36.0,41.2,41.2,137.04,17.72,155.11,15.07,52.85,74.95,9.94,1377648.0,1.6755e+22,2.990e+02,1.400e+00,27.808,1.0000,3.3510e+20,2.62,2.00,36.40,1.5917e+22,95.66,95.00,28.00,5.0265e+20,1.73,3.00,16.00,-999.900
61500.0,246.000,58.90,109.50,2821.500,2575.500,1.128,175.6,3.883e+01,7.398e-04,47.037,44.812,271.1,1.465e+05,0.000,387.373,176.0,2.682e+01,5.099e-04,0.0,6.725e-04,8.138e-04,7.284e-04,-1.5,9.55,273.2,23.29,45.1,31.9,59.6,42.9,29.1,0.0,-48.7,40.5,-19.5,40.5,41.4,41.4,137.04,17.72,155.24,15.05,52.84,74.95,9.94,1377648.0,1.6021e+22,2.990e+02,1.400e+00,27.808,1.0000,3.2041e+20,2.62,2.00,36.40,1.5220e+22,95.66,95.00,28.00,4.8062e+20,1.73,3.00,16.00,-999.900
62000.0,248.000,59.20,110.00,2823.500,2575.500,1.126,176.0,3.723e+01,7.076e-04,47.045,44.825,271.4,1.465e+05,0.000,389.427,176.1,2.570e+01,4.880e-04,0.0,6.433e-04,7.783e-04,6.375e-04,-9.9,9.55,285.9,23.05,45.0,31.8,59.5,30.6,28.7,0.0,-16.9,82.0,11.9,82.0,41.7,41.7,137.04,17.72,155.37,15.02,52.83,74.95,9.94,1377648.0,1.5324e+22,2.990e+02,1.400e+00,27.808,1.0000,3.0647e+20,2.62,2.00,36.40,1.4557e+22,95.66,95.00,28.00,4.5971e+20,1.73,3.00,16.00,-999.900
62500.0,250.000,59.50,110.50,2825.500,2575.500,1.125,176.4,3.569e+01,6.768e-04,47.053,44.839,271.7,1.465e+05,0.000,391.480,176.3,2.462e+01,4.671e-04,0.0,6.153e-04,7.445e-04,6.612e-04,-2.3,9.55,274.9,22.82,44.9,31.7,59.4,41.6,28.3,0.0,-9.3,103.1,19.0,103.1,42.0,42.0,137.04,17.72,155.50,15.00,52.83,74.96,9.94,1377648.0,1.4657e+22,2.990e+02,1.400e+00,27.808,1.0000,2.9314e+20,2.62,2.00,36.40,1.3924e+22,95.66,95.00,28.00,4.3970e+20,1.73,3.00,16.00,-999.900
63000.0,252.000,59.80,111.00,2827.500,2575.500,1.123,176.8,3.421e+01,6.474e-04,47.061,44.852,272.0,1.465e+05,0.000,393.532,176.5,2.360e+01,4.473e-04,0.0,5.885e-04,7.121e-04,6.480e-04,0.1,9.55,271.9,22.58,44.7,31.6,59.2,44.9,27.9,0.0,10.8,97.1,38.7,97.1,42.3,42.3,137.04,17.72,155.63,14.98,52.84,74.96,9.94,1377648.0,1.4019e+22,2.990e+02,1.400e+00,27.808,1.0000,2.8038e+20,2.62,2.00,36.40,1.3318e+22,95.66,95.00,28.00,4.2058e+20,1.73,3.00,16.00,-999.900
63500.0,254.000,60.10,111.50,2829.500,2575.500,1.121,177.1,3.279e+01,6.191e-04,47.067,44.868,272.3,1.465e+05,0.000,395.581,176.6,2.261e+01,4.283e-04,0.0,5.629e-04,6.811e-04,6.501e-04,5.0,9.55,265.8,22.36,44.6,31.4,59.0,51.8,27.5,0.0,6.3,94.8,33.8,94.8,42.6,42.6,137.04,17.72,155.76,14.95,52.85,74.96,9.94,1377648.0,1.3408e+22,2.990e+02,1.400e+00,27.808,1.0000,2.6817e+20,2.62,2.00,36.40,1.2738e+22,95.66,95.00,28.00,4.0225e+20,1.73,3.00,16.00,-999.900
64000.0,256.000,60.40,112.00,2831.500,2575.500,1.120,177.5,3.143e+01,5.921e-04,47.072,44.890,272.6,1.465e+05,0.000,397.625,176.7,2.167e+01,4.101e-04,0.0,5.382e-04,6.513e-04,6.622e-04,11.8,9.55,257.8,22.14,44.4,31.2,58.8,61.5,27.2,0.0,-2.4,94.9,24.8,94.9,42.8,42.8,137.04,17.72,155.89,14.93,52.86,74.96,9.94,1377648.0,1.2822e+22,2.990e+02,1.400e+00,27.808,1.0000,2.5644e+20,2.62,2.00,36.40,1.2181e+22,95.66,95.00,28.00,3.8466e+20,1.73,3.00,16.00,-999.900
64500.0,258.000,60.70,112.50,2833.500,2575.500,1.118,177.9,3.012e+01,5.662e-04,47.077,44.911,272.9,1.465e+05,0.000,399.669,176.9,2.077e+01,3.928e-04,0.0,5.147e-04,6.228e-04,6.259e-04,10.5,9.55,259.6,21.93,44.1,31.0,58.5,59.3,26.8,0.0,-6.0,49.0,20.8,49.0,43.1,43.1,137.04,17.72,156.02,14.90,52.88,74.96,9.94,1377648.0,1.2262e+22,2.990e+02,1.400e+00,27.808,1.0000,2.4523e+20,2.62,2.00,36.40,1.1649e+22,95.66,95.00,28.00,3.6785e+20,1.73,3.00,16.00,-999.900
65000.0,260.000,61.00,113.00,2835.500,2575.500,1.117,177.9,2.887e+01,5.427e-04,47.616,47.641,272.9,1.465e+05,0.000,406.256,177.0,1.991e+01,3.763e-04,0.0,4.934e-04,5.970e-04,6.308e-04,16.2,9.55,253.2,21.75,44.2,31.1,58.7,67.7,26.6,0.0,34.5,35.3,61.1,35.3,43.4,43.4,137.04,17.72,156.15,14.88,52.90,74.96,9.94,1377648.0,1.1753e+22,2.990e+02,1.400e+00,27.808,1.0000,2.3500e+20,2.62,2.00,36.40,1.1165e+22,95.66,95.00,28.00,3.5268e+20,1.73,3.00,16.00,-999.900
65500.0,262.000,61.30,113.50,2837.500,2575.500,1.115,177.9,2.768e+01,5.203e-04,47.649,47.711,272.9,1.465e+05,0.000,408.544,177.1,1.909e+01,3.605e-04,0.0,4.730e-04,5.724e-04,6.205e-04,19.3,9.55,249.9,21.57,44.3,31.2,58.8,72.1,26.4,0.0,24.0,23.5,50.4,23.5,43.7,43.7,137.04,17.72,156.28,14.85,52.93,74.96,9.94,1377648.0,1.1269e+22,2.990e+02,1.400e+00,27.808,1.0000,2.2533e+20,2.62,2.00,36.40,1.0705e+22,95.66,95.00,28.00,3.3816e+20,1.73,3.00,16.00,-999.900
66000.0,264.000,61.60,114.00,2839.500,2575.500,1.113,177.9,2.654e+01,4.990e-04,47.760,47.931,272.9,1.465e+05,0.000,411.507,177.3,1.831e+01,3.454e-04,0.0,4.536e-04,5.489e-04,5.755e-04,15.3,9.55,254.1,21.39,44.5,31.3,58.9,66.6,26.2,0.0,18.2,24.8,44.4,24.8,44.0,44.0,137.04,17.72,156.41,14.83,52.97,74.96,9.94,1377648.0,1.0806e+22,2.990e+02,1.400e+00,27.808,1.0000,2.1602e+20,2.62,2.00,36.40,1.0265e+22,95.66,95.00,28.00,3.2436e+20,1.73,3.00,16.00,-999.900
66500.0,266.000,61.90,114.50,2841.500,2575.500,1.112,177.9,2.545e+01,4.785e-04,47.790,48.005,272.9,1.465e+05,0.000,413.771,177.4,1.755e+01,3.310e-04,0.0,4.350e-04,5.263e-04,5.733e-04,19.8,9.55,249.3,21.22,44.6,31.4,59.0,73.2,26.0,0.0,25.7,55.9,51.7,55.9,44.2,44.2,137.05,17.72,156.55,14.80,53.01,74.96,9.94,1377648.0,1.0363e+22,2.990e+02,1.400e+00,27.808,1.0000,2.0716e+20,2.62,2.00,36.40,9.8443e+21,95.66,95.00,28.00,3.1106e+20,1.73,3.00,16.00,-999.900
67000.0,268.000,62.20,115.00,2843.500,2575.500,1.110,177.8,2.440e+01,4.589e-04,47.818,48.070,272.9,1.465e+05,0.000,416.023,177.5,1.683e+01,3.172e-04,0.0,4.172e-04,5.048e-04,5.347e-04,16.5,9.55,252.8,21.04,44.7,31.5,59.1,68.5,25.8,0.0,67.0,36.8,92.8,36.8,44.5,44.5,137.05,17.72,156.68,14.78,53.05,74.96,9.94,1377648.0,9.9385e+21,2.990e+02,1.400e+00,27.808,1.0000,1.9869e+20,2.62,2.00,36.40,9.4415e+21,95.66,95.00,28.00,2.9834e+20,1.73,3.00,16.00,-999.900
67500.0,270.000,62.50,115.50,2845.500,2575.500,1.109,177.8,2.340e+01,4.402e-04,47.915,48.285,272.8,1.465e+05,0.000,418.881,177.6,1.614e+01,3.040e-04,0.0,4.002e-04,4.842e-04,5.071e-04,15.2,9.55,254.2,20.87,44.8,31.6,59.3,66.8,25.6,0.0,35.9,18.6,61.5,18.6,44.8,44.8,137.05,17.72,156.81,14.75,53.10,74.96,9.94,1377648.0,9.5326e+21,2.990e+02,1.400e+00,27.808,1.0000,1.9053e+20,2.62,2.00,36.40,9.0559e+21,95.66,95.00,28.00,2.8624e+20,1.73,3.00,16.00,-999.900
68000.0,272.000,62.80,116.00,2847.500,2575.500,1.107,177.7,2.243e+01,4.222e-04,47.939,48.349,272.8,1.465e+05,0.000,421.108,177.7,1.548e+01,2.915e-04,0.0,3.838e-04,4.645e-04,4.744e-04,12.4,9.55,257.3,20.70,44.9,31.7,59.3,62.8,25.4,0.0,28.6,-30.2,54.0,-30.2,45.0,45.0,137.05,17.72,156.94,14.73,53.15,74.96,9.94,1377648.0,9.1440e+21,2.990e+02,1.400e+00,27.808,1.0000,1.8276e+20,2.62,2.00,36.40,8.6867e+21,95.66,95.00,28.00,2.7457e+20,1.73,3.00,16.00,-999.900
68500.0,274.000,63.10,116.50,2849.500,2575.500,1.106,177.6,2.151e+01,4.050e-04,48.024,48.546,272.7,1.465e+05,0.000,423.870,177.8,1.485e+01,2.794e-04,0.0,3.682e-04,4.455e-04,4.517e-04,11.5,9.55,258.2,20.53,45.0,31.8,59.4,61.7,25.2,0.0,-8.3,-61.2,16.9,-61.2,45.0,45.0,137.05,17.72,157.07,14.70,53.21,74.96,9.94,1377648.0,8.7719e+21,2.990e+02,1.400e+00,27.807,1.0000,1.7529e+20,2.62,2.00,36.40,8.3331e+21,95.66,95.00,28.00,2.6349e+20,1.73,3.00,16.00,-999.900
