ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,Arnd_m3,Armass_pct,Armole_pct,Aramw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,MinMaxFactor
69000.0,276.000,63.40,117.00,2851.500,2575.500,1.104,177.5,2.063e+01,3.886e-04,48.045,48.613,272.6,1.465e+05,0.000,426.071,177.8,1.425e+01,2.679e-04,0.0,3.533e-04,4.274e-04,4.378e-04,12.7,9.55,256.9,20.36,45.0,31.8,59.5,63.4,25.0,0.0,-9.9,-70.2,15.1,-70.2,45.0,45.0,137.05,17.72,157.20,14.68,53.28,74.96,9.94,1377648.0,8.4155e+21,2.990e+02,1.400e+00,27.807,1.0000,1.6817e+20,2.62,2.00,36.40,7.9946e+21,95.66,95.00,28.00,2.5278e+20,1.73,3.00,16.00,-999.900
69500.0,278.000,63.70,117.50,2853.500,2575.500,1.103,177.4,1.978e+01,3.728e-04,48.064,48.669,272.6,1.465e+05,0.000,428.258,177.9,1.367e+01,2.569e-04,0.0,3.389e-04,4.101e-04,4.208e-04,12.9,9.55,256.5,20.19,45.1,31.9,59.6,63.8,24.8,0.0,29.1,-37.4,53.9,-37.4,45.0,45.0,137.05,17.72,157.33,14.66,53.34,74.96,9.94,1377648.0,8.0742e+21,2.990e+02,1.400e+00,27.807,1.0000,1.6134e+20,2.62,2.00,36.40,7.6703e+21,95.66,95.00,28.00,2.4253e+20,1.73,3.00,16.00,-999.900
70000.0,280.000,64.00,118.00,2855.500,2575.500,1.101,177.3,1.897e+01,3.577e-04,48.135,48.861,272.5,1.465e+05,0.000,430.908,178.0,1.311e+01,2.464e-04,0.0,3.252e-04,3.935e-04,3.923e-04,9.7,9.55,260.2,20.02,45.2,32.0,59.7,59.2,24.6,0.0,50.1,-32.2,74.7,-32.2,45.0,45.0,137.05,17.72,157.46,14.63,53.42,74.96,9.94,1377648.0,7.7472e+21,2.990e+02,1.400e+00,27.807,1.0000,1.5477e+20,2.62,2.00,36.40,7.3596e+21,95.66,95.00,28.00,2.3279e+20,1.73,3.00,16.00,-999.900
70500.0,282.000,64.30,118.50,2857.500,2575.500,1.099,177.2,1.819e+01,3.433e-04,48.150,48.916,272.4,1.465e+05,0.000,433.069,178.0,1.258e+01,2.364e-04,0.0,3.121e-04,3.776e-04,3.901e-04,13.6,9.55,255.5,19.86,45.2,32.0,59.7,65.0,24.4,0.0,86.1,-28.8,110.5,-28.8,45.0,45.0,137.05,17.72,157.59,14.61,53.49,74.96,9.94,1377648.0,7.4339e+21,2.990e+02,1.400e+00,27.807,1.0000,1.4851e+20,2.62,2.00,36.40,7.0620e+21,95.66,95.00,28.00,2.2337e+20,1.73,3.00,16.00,-999.900
71000.0,284.000,64.60,119.00,2859.500,2575.500,1.098,177.0,1.744e+01,3.294e-04,48.208,49.088,272.3,1.465e+05,0.000,435.617,178.1,1.207e+01,2.267e-04,0.0,2.994e-04,3.623e-04,3.563e-04,8.2,9.55,261.8,19.70,45.3,32.1,59.8,57.1,24.2,0.0,71.0,-38.3,95.2,-38.3,45.0,45.0,137.05,17.72,157.72,14.58,53.58,74.96,9.94,1377648.0,7.1336e+21,2.990e+02,1.400e+00,27.807,1.0000,1.4248e+20,2.61,2.00,36.40,6.7767e+21,95.66,95.00,28.00,2.1443e+20,1.73,3.01,16.00,-999.900
71500.0,286.000,64.90,119.50,2861.500,2575.500,1.096,176.9,1.672e+01,3.161e-04,48.220,49.146,272.1,1.465e+05,0.000,437.751,178.1,1.158e+01,2.175e-04,0.0,2.874e-04,3.477e-04,3.435e-04,8.7,9.55,261.1,19.53,45.3,32.1,59.8,57.9,24.0,0.0,79.1,-43.0,103.1,-43.0,45.0,45.0,137.05,17.72,157.85,14.56,53.66,74.96,9.94,1377648.0,6.8458e+21,2.990e+02,1.400e+00,27.807,1.0000,1.3673e+20,2.61,2.00,36.40,6.5033e+21,95.66,95.00,28.00,2.0578e+20,1.73,3.01,16.00,-999.900
72000.0,288.000,65.20,120.00,2863.500,2575.500,1.095,176.7,1.603e+01,3.034e-04,48.266,49.075,272.0,1.465e+05,0.000,440.194,178.1,1.112e+01,2.087e-04,0.0,2.758e-04,3.337e-04,3.402e-04,12.1,9.55,256.9,19.37,45.3,32.1,59.9,63.0,23.8,0.0,73.9,-76.2,97.7,-76.2,45.0,45.0,137.05,17.72,157.98,14.53,53.75,74.96,9.94,1377648.0,6.5700e+21,2.990e+02,1.400e+00,27.807,1.0000,1.3119e+20,2.61,2.00,36.40,6.2412e+21,95.66,95.00,28.00,1.9756e+20,1.73,3.01,16.00,-999.900
72500.0,290.000,65.50,120.50,2865.500,2575.500,1.093,176.6,1.537e+01,2.912e-04,48.274,49.359,271.9,1.465e+05,0.000,442.300,178.2,1.067e+01,2.003e-04,0.0,2.647e-04,3.203e-04,2.999e-04,3.0,9.55,267.9,19.21,45.4,32.2,59.9,49.8,23.6,0.0,89.2,-60.2,112.8,-60.2,45.0,45.0,137.05,17.72,158.11,14.51,53.85,74.96,9.94,1377648.0,6.3055e+21,2.990e+02,1.400e+00,27.807,1.0000,1.2591e+20,2.61,2.00,36.40,5.9900e+21,95.66,95.00,28.00,1.8960e+20,1.73,3.01,16.00,-999.900
73000.0,292.000,65.80,121.00,2867.500,2575.500,1.092,176.4,1.474e+01,2.794e-04,48.280,49.405,271.7,1.465e+05,0.000,444.391,178.2,1.024e+01,1.922e-04,0.0,2.540e-04,3.074e-04,2.853e-04,2.1,9.55,269.0,19.05,45.4,32.2,59.9,48.4,23.4,0.0,99.1,-57.7,122.5,-57.7,45.0,45.0,137.05,17.72,158.24,14.48,53.95,74.96,9.94,1377648.0,6.0519e+21,2.990e+02,1.400e+00,27.807,1.0000,1.2084e+20,2.61,2.00,36.40,5.7491e+21,95.66,95.00,28.00,1.8198e+20,1.73,3.01,16.00,-999.900
73500.0,294.000,66.10,121.50,2869.500,2575.500,1.090,176.2,1.413e+01,2.682e-04,48.312,49.552,271.6,1.465e+05,0.000,446.715,178.2,9.829e+00,1.845e-04,0.0,2.438e-04,2.950e-04,2.675e-04,-0.3,9.55,271.9,18.89,45.4,32.2,59.9,45.0,23.2,0.0,69.2,-58.8,92.4,-58.8,45.0,45.0,137.05,17.72,158.37,14.46,54.05,74.96,9.94,1377648.0,5.8087e+21,2.990e+02,1.400e+00,27.807,1.0000,1.1596e+20,2.61,2.00,36.40,5.5181e+21,95.66,95.00,28.00,1.7473e+20,1.73,3.01,16.00,-999.900
74000.0,296.000,66.40,122.00,2871.500,2575.500,1.089,176.0,1.355e+01,2.574e-04,48.314,49.599,271.4,1.465e+05,0.000,448.778,178.2,9.435e+00,1.771e-04,0.0,2.340e-04,2.832e-04,2.516e-04,-2.3,9.55,274.5,18.73,45.4,32.2,59.9,42.1,23.0,0.0,83.5,-46.1,106.5,-46.1,45.0,45.0,137.05,17.72,158.50,14.43,54.16,74.96,9.94,1377648.0,5.5755e+21,2.990e+02,1.400e+00,27.807,1.0000,1.1130e+20,2.61,2.00,36.40,5.2965e+21,95.66,95.00,28.00,1.6772e+20,1.73,3.01,16.00,-999.900
74500.0,298.000,66.70,122.50,2873.500,2575.500,1.087,175.8,1.299e+01,2.471e-04,48.333,49.672,271.3,1.465e+05,0.000,450.994,178.2,9.058e+00,1.700e-04,0.0,2.246e-04,2.718e-04,2.340e-04,-5.3,9.55,278.8,18.58,45.4,32.1,59.9,37.6,22.8,0.0,78.2,-33.6,101.0,-33.6,45.0,45.0,137.05,17.72,158.63,14.41,54.28,74.96,9.94,1377648.0,5.3518e+21,2.990e+02,1.400e+00,27.807,1.0000,1.0681e+20,2.61,2.00,36.40,5.0839e+21,95.66,94.99,28.00,1.6105e+20,1.73,3.01,16.00,-999.900
75000.0,300.000,67.00,123.00,2875.500,2575.500,1.086,175.5,1.245e+01,2.372e-04,48.333,49.774,271.1,1.465e+05,0.000,453.027,178.2,8.695e+00,1.632e-04,0.0,2.156e-04,2.609e-04,2.309e-04,-2.6,9.55,274.8,18.42,45.3,32.1,59.9,41.5,22.6,0.0,42.1,-51.4,64.7,-51.4,45.0,45.0,137.05,17.72,158.76,14.38,54.39,74.96,9.94,1377648.0,5.1373e+21,2.990e+02,1.400e+00,27.807,1.0000,1.0253e+20,2.61,2.00,36.40,4.8802e+21,95.66,94.99,28.00,1.5459e+20,1.73,3.01,16.00,-999.900
75500.0,302.000,67.30,123.50,2877.500,2575.500,1.084,175.3,1.193e+01,2.277e-04,48.330,49.810,270.9,1.465e+05,0.000,455.047,178.2,8.348e+00,1.567e-04,0.0,2.070e-04,2.505e-04,2.165e-04,-4.9,9.55,277.8,18.27,45.3,32.1,59.8,38.2,22.4,0.0,37.7,-48.4,60.1,-48.4,45.0,45.0,137.05,17.72,158.90,14.36,54.52,74.96,9.94,1377648.0,4.9313e+21,2.990e+02,1.400e+00,27.807,1.0000,9.8416e+19,2.61,2.00,36.40,4.6845e+21,95.66,94.99,28.00,1.4840e+20,1.73,3.01,16.00,-999.900
76000.0,304.000,67.60,124.00,2879.500,2575.500,1.083,175.0,1.144e+01,2.186e-04,48.335,49.929,270.7,1.465e+05,0.000,457.138,178.1,8.015e+00,1.505e-04,0.0,1.987e-04,2.404e-04,2.017e-04,-7.7,9.55,281.8,18.12,45.3,32.0,59.8,34.0,22.2,0.0,27.5,-45.2,49.8,-45.2,45.0,45.0,137.05,17.72,159.03,14.34,54.64,74.96,9.94,1377648.0,4.7338e+21,2.990e+02,1.400e+00,27.806,1.0000,9.4448e+19,2.61,2.00,36.40,4.4969e+21,95.66,94.99,28.00,1.4251e+20,1.73,3.01,16.00,-999.900
76500.0,306.000,67.90,124.50,2881.500,2575.500,1.081,174.8,1.096e+01,2.098e-04,48.329,49.965,270.5,1.465e+05,0.000,459.129,178.1,7.696e+00,1.445e-04,0.0,1.907e-04,2.308e-04,1.921e-04,-8.5,9.55,282.7,17.96,45.2,32.0,59.7,32.9,22.0,0.0,6.8,-35.4,28.8,-35.4,45.0,45.0,137.05,17.72,159.16,14.31,54.77,74.96,9.94,1377648.0,4.5442e+21,2.990e+02,1.400e+00,27.806,1.0000,9.0664e+19,2.61,2.00,36.40,4.3167e+21,95.66,94.99,28.00,1.3680e+20,1.73,3.01,16.00,-999.900
77000.0,308.000,68.20,125.00,2883.500,2575.500,1.080,174.5,1.051e+01,2.014e-04,48.321,50.040,270.3,1.465e+05,0.000,461.112,178.1,7.390e+00,1.388e-04,0.0,1.831e-04,2.216e-04,1.821e-04,-9.6,9.55,284.3,17.81,45.1,31.9,59.6,31.2,21.8,0.0,9.9,-1.8,31.7,-1.8,45.0,45.0,137.05,17.72,159.29,14.29,54.91,74.96,9.94,1377648.0,4.3621e+21,2.990e+02,1.400e+00,27.806,1.0000,8.7007e+19,2.61,1.99,36.40,4.1438e+21,95.66,94.99,28.00,1.3138e+20,1.73,3.01,16.00,-999.900
77500.0,310.000,68.50,125.50,2885.500,2575.500,1.078,174.2,1.007e+01,1.933e-04,48.312,50.100,270.1,1.465e+05,0.000,463.073,178.0,7.096e+00,1.333e-04,0.0,1.758e-04,2.127e-04,1.832e-04,-5.2,9.55,277.4,17.66,45.0,31.8,59.5,37.4,21.6,0.0,37.3,-41.5,58.9,-41.5,45.0,45.0,137.05,17.72,159.42,14.26,55.05,74.96,9.94,1377648.0,4.1874e+21,2.990e+02,1.400e+00,27.806,1.0000,8.3521e+19,2.61,1.99,36.40,3.9778e+21,95.66,94.99,28.00,1.2612e+20,1.73,3.01,16.00,-999.900
78000.0,312.000,68.80,126.00,2887.500,2575.500,1.077,173.9,9.651e+00,1.856e-04,48.300,50.125,269.8,1.465e+05,0.000,465.019,177.9,6.814e+00,1.281e-04,0.0,1.687e-04,2.042e-04,1.828e-04,-1.5,9.55,271.9,17.51,44.9,31.7,59.4,42.7,21.4,0.0,34.7,-38.1,56.2,-38.1,45.0,45.0,137.05,17.72,159.55,14.24,55.19,74.96,9.94,1377648.0,4.0196e+21,2.990e+02,1.400e+00,27.806,1.0000,8.0175e+19,2.61,1.99,36.40,3.8184e+21,95.66,94.99,28.00,1.2106e+20,1.73,3.01,16.00,-999.900
78500.0,314.000,69.10,126.50,2889.500,2575.500,1.075,173.6,9.248e+00,1.782e-04,48.279,50.214,269.6,1.465e+05,0.000,466.878,177.9,6.544e+00,1.230e-04,0.0,1.620e-04,1.960e-04,1.768e-04,-0.8,9.55,270.7,17.37,44.8,31.6,59.3,43.7,21.2,0.0,19.0,-58.5,40.2,-58.5,45.0,45.0,137.05,17.72,159.68,14.21,55.34,74.96,9.94,1377648.0,3.8586e+21,2.990e+02,1.400e+00,27.806,1.0000,7.6940e+19,2.61,1.99,36.40,3.6654e+21,95.66,94.99,28.00,1.1626e+20,1.73,3.01,16.00,-999.900
79000.0,316.000,69.40,127.00,2891.500,2575.500,1.074,173.3,8.861e+00,1.710e-04,48.264,50.238,269.4,1.465e+05,0.000,468.796,177.8,6.285e+00,1.182e-04,0.0,1.555e-04,1.881e-04,1.747e-04,2.1,9.55,266.5,17.22,44.7,31.5,59.1,47.8,21.0,0.0,3.8,-69.4,24.9,-69.4,45.0,45.0,137.05,17.72,159.81,14.19,55.49,74.97,9.94,1377648.0,3.7039e+21,2.990e+02,1.400e+00,27.806,1.0000,7.3856e+19,2.61,1.99,36.40,3.5185e+21,95.66,94.99,28.00,1.1160e+20,1.73,3.01,16.00,-999.900
79500.0,318.000,69.70,127.50,2893.500,2575.500,1.072,172.9,8.490e+00,1.642e-04,48.232,50.296,269.1,1.465e+05,0.000,470.545,177.7,6.036e+00,1.136e-04,0.0,1.492e-04,1.806e-04,1.629e-04,-0.8,9.55,270.2,17.07,44.5,31.4,59.0,43.4,20.8,0.0,11.3,-33.5,32.1,-33.5,45.0,45.0,137.05,17.72,159.94,14.16,55.64,74.97,9.94,1377648.0,3.5554e+21,2.990e+02,1.400e+00,27.806,1.0000,7.0872e+19,2.61,1.99,36.40,3.3774e+21,95.66,94.99,28.00,1.0718e+20,1.73,3.01,16.00,-999.900
80000.0,320.000,70.00,128.00,2895.500,2575.500,1.071,172.6,8.133e+00,1.576e-04,48.213,50.331,268.8,1.465e+05,0.000,472.434,177.6,5.797e+00,1.091e-04,0.0,1.433e-04,1.733e-04,1.595e-04,1.2,9.55,267.2,16.93,44.4,31.2,58.8,46.1,20.6,0.0,24.6,-43.2,45.2,-43.2,45.0,45.0,137.05,17.72,160.07,14.14,55.80,74.97,9.94,1377648.0,3.4128e+21,2.990e+02,1.400e+00,27.806,1.0000,6.8029e+19,2.61,1.99,36.40,3.2419e+21,95.66,94.99,28.00,1.0288e+20,1.73,3.01,16.00,-999.900
80500.0,322.000,70.30,128.50,2897.500,2575.500,1.069,172.3,7.792e+00,1.513e-04,48.197,50.350,268.6,1.465e+05,0.000,474.339,177.5,5.568e+00,1.049e-04,0.0,1.375e-04,1.664e-04,1.492e-04,-1.3,9.55,270.4,16.79,44.2,31.1,58.6,42.3,20.5,0.0,17.6,-44.1,38.0,-44.1,45.0,45.0,137.05,17.72,160.20,14.11,55.96,74.97,9.94,1377648.0,3.2759e+21,2.990e+02,1.400e+00,27.806,1.0000,6.5301e+19,2.61,1.99,36.40,3.1118e+21,95.66,94.99,28.00,9.8750e+19,1.73,3.01,16.00,-999.900
81000.0,324.000,70.60,129.00,2899.500,2575.500,1.068,171.9,7.464e+00,1.452e-04,48.155,50.412,268.3,1.465e+05,0.000,475.996,177.4,5.348e+00,1.008e-04,0.0,1.320e-04,1.597e-04,1.373e-04,-5.5,9.55,275.9,16.64,44.0,30.9,58.4,36.1,20.3,0.0,9.0,-50.6,29.3,-50.6,45.0,45.0,137.05,17.72,160.33,14.09,56.13,74.97,9.94,1377648.0,3.1444e+21,2.990e+02,1.400e+00,27.805,1.0000,6.2660e+19,2.61,1.99,36.40,2.9869e+21,95.66,94.99,28.00,9.4831e+19,1.74,3.02,16.00,-999.900
81500.0,326.000,70.90,129.50,2901.500,2575.500,1.066,171.6,7.149e+00,1.394e-04,48.135,50.429,268.0,1.465e+05,0.000,477.871,177.3,5.137e+00,9.690e-05,0.0,1.267e-04,1.533e-04,1.381e-04,-0.9,9.55,269.2,16.50,43.8,30.7,58.2,42.5,20.1,0.0,-3.7,-59.8,16.4,-59.8,45.0,45.0,137.05,17.72,160.46,14.06,56.30,74.97,9.94,1377648.0,3.0182e+21,2.990e+02,1.400e+00,27.805,1.0000,6.0144e+19,2.61,1.99,36.40,2.8670e+21,95.66,94.99,28.00,9.1023e+19,1.74,3.02,16.00,-999.900
82000.0,328.000,71.20,130.00,2903.500,2575.500,1.065,171.2,6.847e+00,1.338e-04,48.082,50.467,267.7,1.465e+05,0.000,479.420,177.2,4.935e+00,9.315e-05,0.0,1.216e-04,1.471e-04,1.336e-04,-0.1,9.55,267.9,16.37,43.6,30.5,57.9,43.4,19.9,0.0,-14.9,-76.6,5.0,-76.6,45.0,45.0,137.05,17.72,160.59,14.04,56.47,74.97,9.94,1377648.0,2.8969e+21,2.990e+02,1.400e+00,27.805,1.0000,5.7707e+19,2.61,1.99,36.40,2.7518e+21,95.66,94.99,28.00,8.7407e+19,1.74,3.02,16.00,-999.900
82500.0,330.000,71.50,130.50,2905.500,2575.500,1.063,170.8,6.558e+00,1.284e-04,48.059,50.488,267.5,1.465e+05,0.000,481.266,177.0,4.740e+00,8.955e-05,0.0,1.167e-04,1.412e-04,1.238e-04,-3.6,9.55,272.4,16.23,43.4,30.3,57.7,38.2,19.7,0.0,-34.2,-58.7,-14.5,-58.7,45.0,45.0,137.05,17.72,160.72,14.01,56.65,74.97,9.94,1377648.0,2.7803e+21,2.990e+02,1.400e+00,27.805,1.0000,5.5386e+19,2.61,1.99,36.40,2.6411e+21,95.66,94.99,28.00,8.3891e+19,1.74,3.02,16.00,-999.900
83000.0,332.000,71.80,131.00,2907.500,2575.500,1.062,170.4,6.279e+00,1.232e-04,47.995,50.338,267.2,1.465e+05,0.000,482.708,176.9,4.553e+00,8.609e-05,0.0,1.120e-04,1.355e-04,1.189e-04,-3.5,9.55,271.9,16.09,43.1,30.1,57.4,38.2,19.5,0.0,-38.5,-26.8,-18.9,-26.8,45.0,45.0,137.05,17.72,160.85,13.99,56.83,74.97,9.94,1377648.0,2.6684e+21,2.990e+02,1.400e+00,27.805,1.0000,5.3137e+19,2.61,1.99,36.40,2.5347e+21,95.66,94.99,28.00,8.0554e+19,1.74,3.02,16.00,-999.900
83500.0,334.000,72.10,131.50,2909.500,2575.500,1.061,170.1,6.012e+00,1.182e-04,47.968,50.525,266.8,1.465e+05,0.000,484.525,176.7,4.374e+00,8.277e-05,0.0,1.075e-04,1.301e-04,1.050e-04,-11.2,9.55,283.2,15.95,42.8,29.9,57.1,26.9,19.3,0.0,-58.4,-15.7,-39.0,-15.7,45.0,45.0,137.05,17.72,160.98,13.97,57.01,74.97,9.94,1377648.0,2.5608e+21,2.990e+02,1.400e+00,27.805,1.0000,5.0996e+19,2.61,1.99,36.40,2.4325e+21,95.66,94.99,28.00,7.7306e+19,1.74,3.02,16.00,-999.900
84000.0,336.000,72.40,132.00,2911.500,2575.500,1.059,169.6,5.756e+00,1.135e-04,47.940,50.529,266.5,1.465e+05,0.000,486.330,176.6,4.202e+00,7.959e-05,0.0,1.031e-04,1.248e-04,1.026e-04,-9.6,9.55,280.3,15.82,42.6,29.6,56.8,28.9,19.1,0.0,-48.5,-34.6,-29.3,-34.6,45.0,45.0,137.05,17.72,161.11,13.94,57.20,74.97,9.94,1377648.0,2.4575e+21,2.990e+02,1.400e+00,27.805,1.0000,4.8937e+19,2.61,1.99,36.40,2.3343e+21,95.66,94.99,28.00,7.4186e+19,1.74,3.02,16.00,-999.900
84500.0,338.000,72.70,132.50,2913.500,2575.500,1.058,169.2,5.510e+00,1.089e-04,47.864,50.539,266.2,1.465e+05,0.000,487.652,176.4,4.037e+00,7.654e-05,0.0,9.898e-05,1.198e-04,9.926e-05,-8.8,9.55,278.8,15.68,42.3,29.3,56.5,29.7,18.9,0.0,-22.4,-59.3,-3.4,-59.3,45.0,45.0,137.05,17.72,161.25,13.92,57.39,74.97,9.94,1377648.0,2.3581e+21,2.990e+02,1.400e+00,27.805,1.0000,4.6943e+19,2.61,1.99,36.40,2.2400e+21,95.66,94.99,28.00,7.1224e+19,1.74,3.02,16.00,-999.900
85000.0,340.000,73.00,133.00,2915.500,2575.500,1.056,168.8,5.274e+00,1.045e-04,47.833,50.544,265.9,1.465e+05,0.000,489.428,176.2,3.878e+00,7.360e-05,0.0,9.497e-05,1.149e-04,9.256e-05,-11.4,9.55,282.5,15.55,41.9,29.0,56.1,25.8,18.8,0.0,-28.2,-69.8,-9.4,-69.8,45.0,45.0,137.05,17.72,161.38,13.89,57.58,74.97,9.94,1377648.0,2.2627e+21,2.990e+02,1.400e+00,27.805,1.0000,4.5043e+19,2.61,1.99,36.40,2.1493e+21,95.66,94.99,28.00,6.8341e+19,1.74,3.02,16.00,-999.900
85500.0,342.000,73.30,133.50,2917.500,2575.500,1.055,168.4,5.047e+00,1.002e-04,47.747,50.509,265.5,1.465e+05,0.000,490.648,176.0,3.725e+00,7.079e-05,0.0,9.112e-05,1.103e-04,8.648e-05,-13.7,9.55,285.9,15.41,41.6,28.7,55.8,22.2,18.6,0.0,-18.9,-60.2,-0.3,-60.2,45.0,45.0,137.05,17.72,161.51,13.87,57.78,74.97,9.94,1377648.0,2.1710e+21,2.990e+02,1.400e+00,27.805,1.0000,4.3201e+19,2.61,1.99,36.40,2.0622e+21,95.66,94.99,28.00,6.5606e+19,1.74,3.02,16.00,-999.900
86000.0,344.000,73.60,134.00,2919.500,2575.500,1.053,167.9,4.830e+00,9.616e-05,47.713,50.537,265.2,1.465e+05,0.000,492.397,175.8,3.579e+00,6.808e-05,0.0,8.742e-05,1.058e-04,8.356e-05,-13.1,9.55,284.5,15.28,41.2,28.4,55.4,22.7,18.4,0.0,-6.0,-69.7,12.4,-69.7,45.0,45.0,137.05,17.72,161.64,13.84,57.98,74.97,9.94,1377648.0,2.0828e+21,2.990e+02,1.400e+00,27.805,1.0000,4.1446e+19,2.61,1.99,36.40,1.9784e+21,95.66,94.99,28.00,6.2941e+19,1.74,3.02,16.00,-999.900
86500.0,346.000,73.90,134.50,2921.500,2575.500,1.052,167.5,4.621e+00,9.225e-05,47.677,50.529,264.8,1.465e+05,0.000,494.134,175.6,3.438e+00,6.549e-05,0.0,8.387e-05,1.015e-04,7.714e-05,-16.4,9.55,289.6,15.15,40.9,28.1,55.0,17.8,18.2,0.0,21.5,-68.0,39.7,-68.0,45.0,45.0,137.05,17.72,161.77,13.82,58.18,74.97,9.94,1377648.0,1.9981e+21,2.990e+02,1.400e+00,27.805,1.0000,3.9760e+19,2.61,1.99,36.40,1.8979e+21,95.66,94.99,28.00,6.0380e+19,1.74,3.02,16.00,-999.900
87000.0,348.000,74.20,135.00,2923.500,2575.500,1.050,167.0,4.420e+00,8.849e-05,47.580,50.509,264.5,1.465e+05,0.000,495.241,175.4,3.303e+00,6.299e-05,0.0,8.045e-05,9.734e-05,7.340e-05,-17.1,9.55,290.4,15.02,40.5,27.7,54.5,16.5,18.0,0.0,3.7,-72.9,21.7,-72.9,45.0,45.0,137.05,17.72,161.90,13.79,58.39,74.97,9.94,1377648.0,1.9166e+21,2.990e+02,1.400e+00,27.804,1.0000,3.8125e+19,2.60,1.99,36.40,1.8205e+21,95.66,94.99,28.00,5.7951e+19,1.74,3.02,16.00,-999.900
87500.0,350.000,74.50,135.50,2925.500,2575.500,1.049,166.6,4.228e+00,8.488e-05,47.542,50.499,264.1,1.465e+05,0.000,496.952,175.2,3.174e+00,6.060e-05,0.0,7.716e-05,9.336e-05,7.078e-05,-16.6,9.55,289.2,14.89,40.1,27.3,54.1,16.8,17.8,0.0,9.4,-40.3,27.2,-40.3,45.0,45.0,137.05,17.72,162.03,13.77,58.60,74.97,9.94,1377648.0,1.8383e+21,2.990e+02,1.400e+00,27.804,1.0000,3.6568e+19,2.60,1.99,36.40,1.7462e+21,95.66,94.99,28.00,5.5584e+19,1.74,3.02,16.00,-999.900
88000.0,352.000,74.80,136.00,2927.500,2575.500,1.048,166.1,4.044e+00,8.140e-05,47.436,50.452,263.7,1.465e+05,0.000,497.963,174.9,3.049e+00,5.830e-05,0.0,7.400e-05,8.954e-05,6.800e-05,-16.5,9.55,288.6,14.81,39.6,26.9,53.6,16.6,17.6,0.0,9.5,-53.0,27.1,-53.0,45.0,45.0,137.05,17.72,162.16,13.74,58.81,74.97,9.94,1377648.0,1.7631e+21,2.990e+02,1.400e+00,27.804,1.0000,3.5057e+19,2.60,1.99,36.40,1.6747e+21,95.66,94.99,28.00,5.3339e+19,1.74,3.03,16.00,-999.900
88500.0,354.000,75.10,136.50,2929.500,2575.500,1.046,165.6,3.867e+00,7.806e-05,47.394,50.449,263.4,1.465e+05,0.000,499.649,174.7,2.929e+00,5.609e-05,0.0,7.096e-05,8.587e-05,6.249e-05,-20.0,9.55,294.4,14.74,39.2,26.5,53.1,11.4,17.4,0.0,13.5,-28.9,31.0,-28.9,45.0,45.0,137.05,17.72,162.29,13.72,59.02,74.97,9.94,1377648.0,1.6907e+21,2.990e+02,1.400e+00,27.804,1.0000,3.3619e+19,2.60,1.99,36.40,1.6060e+21,95.66,94.99,28.00,5.1150e+19,1.74,3.03,16.00,-999.900
89000.0,356.000,75.40,137.00,2931.500,2575.500,1.045,165.2,3.697e+00,7.485e-05,47.280,50.192,263.0,1.465e+05,0.000,500.569,174.4,2.814e+00,5.396e-05,0.0,6.805e-05,8.234e-05,6.414e-05,-14.3,9.55,284.1,14.66,38.7,26.1,52.6,18.9,17.3,0.0,36.3,-24.7,53.5,-24.7,45.0,45.0,137.05,17.72,162.42,13.69,59.24,74.97,9.94,1377648.0,1.6212e+21,2.990e+02,1.400e+00,27.804,1.0000,3.2223e+19,2.60,1.99,36.40,1.5399e+21,95.66,94.99,28.00,4.9076e+19,1.74,3.03,16.00,-999.900
89500.0,358.000,75.70,137.50,2933.500,2575.500,1.043,164.7,3.534e+00,7.176e-05,47.236,50.378,262.6,1.465e+05,0.000,502.232,174.1,2.703e+00,5.192e-05,0.0,6.524e-05,7.894e-05,6.044e-05,-15.8,9.55,286.1,14.59,38.2,25.6,52.0,16.4,17.1,0.0,24.3,-45.7,41.3,-45.7,45.0,45.0,137.05,17.72,162.55,13.67,59.46,74.97,9.94,1377648.0,1.5544e+21,2.990e+02,1.400e+00,27.804,1.0000,3.0895e+19,2.60,1.99,36.40,1.4764e+21,95.66,94.99,28.00,4.7052e+19,1.74,3.03,16.00,-999.900
