ElapsedTime_s,Height_km,Latitude_deg,LongitudeE_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeE_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,Arnd_m3,Armass_pct,Armole_pct,Aramw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,MinMaxFactor
600.0,200.000,50.00,75.00,2775.500,2575.500,1.165,156.5,7.417e+01,1.586e-03,40.328,39.588,255.9,1.465e+05,0.001,306.021,170.5,7.419e+01,1.456e-03,0.0,1.442e-03,1.744e-03,1.444e-03,-8.9,9.55,268.2,388.45,8.9,-1.0,19.8,-0.8,40.1,0.0,44.1,-71.1,84.1,-71.1,35.0,35.0,137.02,17.73,220.66,2.29,105.79,74.92,9.94,1377648.0,3.4340e+22,2.990e+02,1.400e+00,27.808,0.9999,6.8680e+20,2.62,2.00,36.40,3.2623e+22,95.66,95.00,28.00,1.0302e+21,1.73,3.00,16.00,-999.900
610.0,200.000,75.00,25.00,2775.500,2575.500,1.165,159.6,7.928e+01,1.662e-03,41.339,40.050,258.5,1.465e+05,0.001,310.944,170.5,7.419e+01,1.456e-03,0.0,1.511e-03,1.828e-03,1.510e-03,-9.1,9.55,271.1,916.78,14.2,3.8,25.6,3.8,23.2,0.0,4.1,20.2,27.4,20.2,35.0,35.0,137.02,17.73,220.66,22.96,86.73,74.92,9.94,1377648.0,3.5990e+22,2.990e+02,1.400e+00,27.808,0.9999,7.1980e+20,2.62,2.00,36.40,3.4191e+22,95.66,95.00,28.00,1.0797e+21,1.73,3.00,16.00,-999.900
620.0,200.000,75.00,50.00,2775.500,2575.500,1.165,159.0,7.765e+01,1.634e-03,41.129,39.858,258.0,1.465e+05,0.001,310.219,170.5,7.419e+01,1.456e-03,0.0,1.485e-03,1.797e-03,1.786e-03,9.3,9.55,246.7,156.44,12.2,2.0,23.5,22.7,23.1,0.0,-9.6,36.1,13.5,36.1,35.0,35.0,137.02,17.73,220.66,0.62,87.07,74.92,9.94,1377648.0,3.5381e+22,2.990e+02,1.400e+00,27.808,0.9999,7.0763e+20,2.62,2.00,36.40,3.3612e+22,95.66,95.00,28.00,1.0614e+21,1.73,3.00,16.00,-999.900
630.0,200.000,75.00,75.00,2775.500,2575.500,1.165,159.2,7.827e+01,1.645e-03,41.209,39.931,258.2,1.465e+05,0.001,310.497,170.5,7.419e+01,1.456e-03,0.0,1.495e-03,1.809e-03,1.691e-03,2.8,9.55,254.6,156.44,13.0,2.7,24.3,16.2,23.2,0.0,19.3,6.4,42.5,6.4,35.0,35.0,137.02,17.73,220.65,2.29,84.79,74.92,9.94,1377648.0,3.5614e+22,2.990e+02,1.400e+00,27.808,0.9999,7.1227e+20,2.62,2.00,36.40,3.3833e+22,95.66,95.00,28.00,1.0684e+21,1.73,3.00,16.00,-999.900
640.0,150.000,25.00,25.00,2725.500,2575.500,1.209,151.5,2.771e+02,6.117e-03,37.802,36.713,251.9,1.465e+05,0.002,237.033,161.9,2.449e+02,5.058e-03,0.0,5.561e-03,6.728e-03,6.569e-03,7.4,9.55,243.1,2727.26,20.9,9.9,33.0,29.9,61.7,0.0,-4.6,1.0,57.2,1.0,28.0,28.0,137.02,17.73,220.65,22.96,134.62,74.92,9.94,1377648.0,1.3247e+23,2.990e+02,1.400e+00,27.808,0.9999,2.6493e+21,2.62,2.00,36.40,1.2584e+23,95.66,95.00,28.00,3.9740e+21,1.73,3.00,16.00,-999.900
650.0,150.000,25.00,50.00,2725.500,2575.500,1.209,150.7,2.704e+02,6.000e-03,37.542,36.478,251.2,1.465e+05,0.002,236.325,161.9,2.449e+02,5.058e-03,0.0,5.455e-03,6.600e-03,6.864e-03,14.4,9.55,234.9,614.70,18.6,7.8,30.5,35.7,62.0,0.0,-9.5,31.2,52.5,31.2,28.0,28.0,137.02,17.73,220.65,0.62,136.30,74.92,9.94,1377648.0,1.2995e+23,2.990e+02,1.400e+00,27.808,0.9999,2.5989e+21,2.62,2.00,36.40,1.2345e+23,95.66,95.00,28.00,3.8984e+21,1.73,3.00,16.00,-999.900
660.0,150.000,25.00,75.00,2725.500,2575.500,1.209,151.0,2.730e+02,6.045e-03,37.642,36.568,251.5,1.465e+05,0.002,236.593,161.9,2.449e+02,5.058e-03,0.0,5.496e-03,6.650e-03,5.856e-03,-3.1,9.55,255.5,614.70,19.5,8.6,31.5,15.8,61.9,0.0,-9.6,-15.9,52.2,-15.9,28.0,28.0,137.02,17.73,220.65,2.29,125.73,74.92,9.94,1377648.0,1.3092e+23,2.990e+02,1.400e+00,27.808,0.9999,2.6184e+21,2.62,2.00,36.40,1.2438e+23,95.66,95.00,28.00,3.9277e+21,1.73,3.00,16.00,-999.900
670.0,150.000,50.00,25.00,2725.500,2575.500,1.209,151.5,2.736e+02,6.043e-03,37.759,36.648,251.8,1.465e+05,0.002,237.239,161.9,2.449e+02,5.058e-03,0.0,5.494e-03,6.647e-03,5.120e-03,-15.3,9.55,273.6,1549.53,19.5,8.6,31.4,1.2,42.5,0.0,-10.8,-29.8,31.7,-29.8,28.0,28.0,137.02,17.73,220.64,22.96,110.86,74.92,9.94,1377648.0,1.3087e+23,2.990e+02,1.400e+00,27.808,0.9999,2.6174e+21,2.62,2.00,36.40,1.2432e+23,95.66,95.00,28.00,3.9261e+21,1.73,3.00,16.00,-999.900
680.0,150.000,50.00,50.00,2725.500,2575.500,1.209,150.7,2.672e+02,5.931e-03,37.507,36.420,251.2,1.465e+05,0.002,236.552,161.9,2.449e+02,5.058e-03,0.0,5.392e-03,6.524e-03,6.061e-03,2.2,9.55,248.4,435.96,17.2,6.6,29.0,19.8,42.5,0.0,-80.4,7.4,-37.9,7.4,28.0,28.0,137.02,17.73,220.64,0.62,111.75,74.92,9.94,1377648.0,1.2844e+23,2.990e+02,1.400e+00,27.808,0.9999,2.5688e+21,2.62,2.00,36.40,1.2202e+23,95.66,95.00,28.00,3.8533e+21,1.73,3.00,16.00,-999.900
690.0,150.000,50.00,75.00,2725.500,2575.500,1.209,151.0,2.696e+02,5.973e-03,37.603,36.507,251.4,1.465e+05,0.002,236.820,161.9,2.449e+02,5.058e-03,0.0,5.430e-03,6.570e-03,5.693e-03,-4.7,9.55,257.5,435.96,18.1,7.3,29.9,12.5,42.5,0.0,-32.3,-9.6,10.2,-9.6,28.0,28.0,137.02,17.73,220.64,2.29,105.78,74.92,9.94,1377648.0,1.2935e+23,2.990e+02,1.400e+00,27.808,0.9999,2.5871e+21,2.62,2.00,36.40,1.2289e+23,95.66,95.00,28.00,3.8806e+21,1.73,3.00,16.00,-999.900
700.0,150.000,75.00,25.00,2725.500,2575.500,1.209,154.7,2.802e+02,6.058e-03,38.616,37.506,254.5,1.465e+05,0.002,241.712,161.9,2.449e+02,5.058e-03,0.0,5.507e-03,6.664e-03,6.328e-03,4.5,9.55,249.0,1028.90,19.8,8.9,31.7,25.1,28.6,0.0,-14.1,-3.2,14.4,-3.2,28.0,28.0,137.02,17.73,220.64,22.96,86.74,74.92,9.94,1377648.0,1.3119e+23,2.990e+02,1.400e+00,27.808,0.9999,2.6238e+21,2.62,2.00,36.40,1.2463e+23,95.66,95.00,28.00,3.9357e+21,1.73,3.00,16.00,-999.900
710.0,150.000,75.00,50.00,2725.500,2575.500,1.209,154.1,2.757e+02,5.982e-03,38.442,37.350,254.0,1.465e+05,0.002,241.244,161.9,2.449e+02,5.058e-03,0.0,5.438e-03,6.580e-03,5.814e-03,-2.8,9.55,257.7,175.60,18.3,7.5,30.1,14.9,28.5,0.0,-36.1,-9.7,-7.6,-9.7,28.0,28.0,137.02,17.73,220.63,0.62,87.07,74.92,9.94,1377648.0,1.2955e+23,2.990e+02,1.400e+00,27.808,0.9999,2.5910e+21,2.62,2.00,36.40,1.2307e+23,95.66,95.00,28.00,3.8866e+21,1.73,3.00,16.00,-999.900
720.0,150.000,75.00,75.00,2725.500,2575.500,1.209,154.3,2.774e+02,6.011e-03,38.509,37.410,254.2,1.465e+05,0.002,241.424,161.9,2.449e+02,5.058e-03,0.0,5.465e-03,6.612e-03,5.357e-03,-10.9,9.55,269.3,175.60,18.8,8.0,30.7,5.9,28.5,0.0,-42.2,-16.5,-13.7,-16.5,28.0,28.0,137.02,17.73,220.63,2.29,84.79,74.92,9.94,1377648.0,1.3018e+23,2.990e+02,1.400e+00,27.808,0.9999,2.6036e+21,2.62,2.00,36.40,1.2367e+23,95.66,95.00,28.00,3.9054e+21,1.73,3.00,16.00,-999.900
730.0,100.000,25.00,25.00,2675.500,2575.500,1.254,143.1,1.115e+03,2.607e-02,33.775,31.019,244.8,1.465e+05,0.008,164.762,142.1,9.425e+02,2.219e-02,0.0,2.311e-02,2.940e-02,2.662e-02,2.1,12.05,242.2,3126.37,17.4,4.1,32.4,20.0,44.9,0.0,10.8,3.1,55.7,3.1,21.0,21.0,137.02,17.73,220.63,22.96,134.63,74.92,9.94,1377648.0,5.6447e+23,2.990e+02,1.401e+00,27.808,0.9999,1.1289e+22,2.62,2.00,36.40,5.3624e+23,95.66,95.00,28.00,1.6934e+22,1.73,3.00,16.00,-999.900
740.0,100.000,25.00,50.00,2675.500,2575.500,1.254,142.5,1.095e+03,2.570e-02,33.577,30.844,244.3,1.465e+05,0.007,164.399,142.1,9.425e+02,2.219e-02,0.0,2.279e-02,2.898e-02,2.965e-02,15.4,12.05,227.4,703.89,15.8,2.7,30.6,33.6,45.2,0.0,-29.5,-21.6,15.7,-21.6,21.0,21.0,137.02,17.73,220.63,0.62,136.29,74.92,9.94,1377648.0,5.5653e+23,2.990e+02,1.401e+00,27.808,0.9999,1.1131e+22,2.62,2.00,36.40,5.2871e+23,95.66,95.00,28.00,1.6696e+22,1.73,3.00,16.00,-999.900
750.0,100.000,25.00,75.00,2675.500,2575.500,1.254,142.7,1.103e+03,2.584e-02,33.653,30.912,244.5,1.465e+05,0.008,164.536,142.1,9.425e+02,2.219e-02,0.0,2.291e-02,2.914e-02,2.746e-02,6.3,12.05,237.2,703.89,16.4,3.2,31.3,23.7,45.1,0.0,-16.3,-64.3,28.7,-64.3,21.0,21.0,137.02,17.73,220.62,2.29,125.71,74.92,9.94,1377648.0,5.5964e+23,2.990e+02,1.401e+00,27.808,0.9999,1.1193e+22,2.62,2.00,36.40,5.3166e+23,95.66,95.00,28.00,1.6789e+22,1.73,3.00,16.00,-999.900
760.0,100.000,50.00,25.00,2675.500,2575.500,1.254,142.3,1.104e+03,2.595e-02,33.563,30.908,244.1,1.465e+05,0.008,164.055,142.1,9.425e+02,2.219e-02,0.0,2.301e-02,2.927e-02,2.480e-02,-4.5,12.05,249.7,1774.61,16.9,3.7,31.9,11.7,39.3,0.0,-3.4,35.2,35.9,35.2,21.0,21.0,137.02,17.73,220.62,22.96,110.86,74.92,9.94,1377648.0,5.6206e+23,2.990e+02,1.401e+00,27.808,0.9999,1.1241e+22,2.62,2.00,36.40,5.3395e+23,95.66,95.00,28.00,1.6862e+22,1.73,3.00,16.00,-999.900
770.0,100.000,50.00,50.00,2675.500,2575.500,1.254,141.7,1.085e+03,2.560e-02,33.370,30.738,243.6,1.465e+05,0.007,163.703,142.1,9.425e+02,2.219e-02,0.0,2.270e-02,2.887e-02,2.754e-02,7.6,12.05,234.9,499.27,15.3,2.3,30.1,24.1,39.4,0.0,-10.3,-9.6,29.2,-9.6,21.0,21.0,137.02,17.73,220.62,0.63,111.75,74.92,9.94,1377648.0,5.5435e+23,2.990e+02,1.401e+00,27.808,0.9999,1.1087e+22,2.62,2.00,36.40,5.2664e+23,95.66,95.00,28.00,1.6631e+22,1.73,3.00,16.00,-999.900
780.0,100.000,50.00,75.00,2675.500,2575.500,1.254,142.0,1.092e+03,2.573e-02,33.444,30.804,243.8,1.465e+05,0.007,163.843,142.1,9.425e+02,2.219e-02,0.0,2.282e-02,2.902e-02,2.608e-02,1.4,12.05,242.2,499.27,15.9,2.8,30.7,17.5,39.4,0.0,6.3,-16.6,45.7,-16.6,21.0,21.0,137.02,17.73,220.61,2.29,105.77,74.92,9.94,1377648.0,5.5723e+23,2.990e+02,1.401e+00,27.808,0.9999,1.1145e+22,2.62,2.00,36.40,5.2937e+23,95.66,95.00,28.00,1.6717e+22,1.73,3.00,16.00,-999.900
790.0,100.000,75.00,25.00,2675.500,2575.500,1.254,143.9,1.104e+03,2.566e-02,33.833,30.278,245.5,1.465e+05,0.008,165.383,142.1,9.425e+02,2.219e-02,0.0,2.275e-02,2.894e-02,2.407e-02,-6.2,12.05,253.4,1178.39,15.6,2.5,30.4,8.5,31.0,0.0,15.6,31.8,46.6,31.8,21.0,21.0,137.02,17.73,220.61,22.96,86.74,74.92,9.94,1377648.0,5.5568e+23,2.990e+02,1.401e+00,27.808,0.9999,1.1114e+22,2.62,2.00,36.40,5.2790e+23,95.66,95.00,28.00,1.6670e+22,1.73,3.00,16.00,-999.900
800.0,100.000,75.00,50.00,2675.500,2575.500,1.254,143.6,1.091e+03,2.541e-02,33.701,30.161,245.2,1.465e+05,0.007,165.146,142.1,9.425e+02,2.219e-02,0.0,2.253e-02,2.865e-02,2.224e-02,-12.5,12.05,262.1,201.13,14.5,1.5,29.1,0.2,31.1,0.0,1.1,62.8,32.2,62.8,21.0,21.0,137.02,17.73,220.61,0.63,87.07,74.92,9.94,1377648.0,5.5018e+23,2.990e+02,1.401e+00,27.808,0.9999,1.1004e+22,2.62,2.00,36.40,5.2267e+23,95.66,95.00,28.00,1.6505e+22,1.73,3.00,16.00,-999.900
810.0,100.000,75.00,75.00,2675.500,2575.500,1.254,143.7,1.096e+03,2.550e-02,33.752,30.206,245.3,1.465e+05,0.007,165.237,142.1,9.425e+02,2.219e-02,0.0,2.261e-02,2.876e-02,2.286e-02,-10.4,12.05,259.1,201.13,14.9,1.9,29.6,3.0,31.1,0.0,-18.0,51.1,13.1,51.1,21.0,21.0,137.02,17.73,220.61,2.29,84.79,74.92,9.94,1377648.0,5.5230e+23,2.990e+02,1.401e+00,27.808,0.9999,1.1046e+22,2.62,2.00,36.40,5.2469e+23,95.66,95.00,28.00,1.6569e+22,1.73,3.00,16.00,-999.900
820.0,50.000,25.00,25.00,2625.500,2575.500,1.302,72.8,7.627e+03,3.507e-01,16.890,15.315,174.6,1.465e+05,0.052,49.915,71.3,7.600e+03,3.576e-01,0.0,3.104e-01,3.963e-01,3.695e-01,5.4,12.25,170.1,3685.10,-1.9,-13.2,10.8,3.3,23.6,0.0,11.1,-4.3,34.7,-4.3,14.0,14.0,137.02,17.73,220.60,22.96,134.63,74.92,9.94,1377648.0,7.5952e+24,2.986e+02,1.401e+00,27.808,0.9987,1.5190e+23,2.62,2.00,36.40,7.2154e+24,95.66,95.00,28.00,2.2785e+23,1.73,3.00,16.00,-999.900
830.0,50.000,25.00,50.00,2625.500,2575.500,1.302,72.4,7.500e+03,3.470e-01,16.750,15.197,174.0,1.465e+05,0.051,49.785,71.3,7.600e+03,3.576e-01,0.0,3.071e-01,3.921e-01,3.764e-01,8.5,12.25,167.1,828.72,-3.0,-14.1,9.7,5.3,23.7,0.0,-21.2,3.3,2.6,3.3,14.0,14.0,137.02,17.73,220.60,0.63,136.29,74.92,9.94,1377648.0,7.5153e+24,2.986e+02,1.401e+00,27.808,0.9987,1.5031e+23,2.62,2.00,36.40,7.1395e+24,95.66,95.00,28.00,2.2546e+23,1.73,3.00,16.00,-999.900
840.0,50.000,25.00,75.00,2625.500,2575.500,1.302,72.5,7.550e+03,3.485e-01,16.804,15.243,174.2,1.465e+05,0.052,49.832,71.3,7.600e+03,3.576e-01,0.0,3.084e-01,3.938e-01,3.336e-01,-4.3,12.25,178.1,828.72,-2.5,-13.8,10.1,-6.7,23.7,0.0,-15.1,10.8,8.5,10.8,14.0,14.0,137.02,17.73,220.60,2.29,125.70,74.92,9.94,1377648.0,7.5478e+24,2.986e+02,1.401e+00,27.808,0.9987,1.5096e+23,2.62,2.00,36.40,7.1704e+24,95.66,95.00,28.00,2.2643e+23,1.73,3.00,16.00,-999.900
850.0,50.000,50.00,25.00,2625.500,2575.500,1.302,71.5,7.622e+03,3.571e-01,16.623,14.680,172.9,1.465e+05,0.052,49.137,71.3,7.600e+03,3.576e-01,0.0,3.160e-01,4.035e-01,3.978e-01,11.4,12.25,163.9,2089.63,-0.1,-11.6,12.8,11.3,26.2,0.0,5.6,-0.3,31.8,-0.3,14.0,14.0,137.02,17.73,220.60,22.96,110.86,74.92,9.94,1377648.0,7.7337e+24,2.986e+02,1.401e+00,27.808,0.9987,1.5467e+23,2.62,2.00,36.40,7.3470e+24,95.66,95.00,28.00,2.3201e+23,1.73,3.00,16.00,-999.900
860.0,50.000,50.00,50.00,2625.500,2575.500,1.302,71.1,7.497e+03,3.532e-01,16.488,14.565,172.4,1.465e+05,0.051,49.011,71.3,7.600e+03,3.576e-01,0.0,3.126e-01,3.992e-01,3.119e-01,-11.7,12.25,183.5,587.83,-1.2,-12.6,11.6,-12.8,26.3,0.0,17.7,-13.9,44.0,-13.9,14.0,14.0,137.02,17.73,220.59,0.63,111.75,74.92,9.94,1377648.0,7.6499e+24,2.986e+02,1.401e+00,27.808,0.9987,1.5300e+23,2.62,2.00,36.40,7.2674e+24,95.66,95.00,28.00,2.2950e+23,1.73,3.00,16.00,-999.900
870.0,50.000,50.00,75.00,2625.500,2575.500,1.302,71.2,7.543e+03,3.546e-01,16.540,14.610,172.6,1.465e+05,0.051,49.065,71.3,7.600e+03,3.576e-01,0.0,3.138e-01,4.007e-01,3.761e-01,6.1,12.25,167.6,587.83,-0.8,-12.2,12.1,5.2,26.3,0.0,-1.9,10.6,24.3,10.6,14.0,14.0,137.02,17.73,220.59,2.29,105.77,74.92,9.94,1377648.0,7.6798e+24,2.986e+02,1.401e+00,27.808,0.9987,1.5360e+23,2.62,2.00,36.40,7.2958e+24,95.66,95.00,28.00,2.3039e+23,1.73,3.00,16.00,-999.900
880.0,50.000,75.00,25.00,2625.500,2575.500,1.302,71.7,7.715e+03,3.606e-01,16.663,14.949,173.2,1.465e+05,0.053,49.053,71.3,7.600e+03,3.576e-01,0.0,3.191e-01,4.074e-01,3.487e-01,-3.3,12.25,176.1,1387.53,0.8,-10.8,13.9,-2.5,16.8,0.0,3.5,-5.8,20.2,-5.8,14.0,14.0,137.02,17.73,220.59,22.96,86.74,74.92,9.94,1377648.0,7.8082e+24,2.986e+02,1.401e+00,27.808,0.9987,1.5616e+23,2.62,2.00,36.40,7.4178e+24,95.66,95.00,28.00,2.3425e+23,1.73,3.00,16.00,-999.900
890.0,50.000,75.00,50.00,2625.500,2575.500,1.302,71.4,7.626e+03,3.578e-01,16.570,14.870,172.8,1.465e+05,0.052,48.972,71.3,7.600e+03,3.576e-01,0.0,3.167e-01,4.044e-01,3.911e-01,9.3,12.25,165.3,236.74,0.1,-11.4,13.1,9.4,16.8,0.0,-23.9,-26.4,-7.1,-26.4,14.0,14.0,137.02,17.73,220.59,0.63,87.07,74.92,9.94,1377648.0,7.7496e+24,2.986e+02,1.401e+00,27.808,0.9987,1.5499e+23,2.62,2.00,36.40,7.3621e+24,95.66,95.00,28.00,2.3249e+23,1.73,3.00,16.00,-999.900
900.0,50.000,75.00,75.00,2625.500,2575.500,1.302,71.5,7.660e+03,3.589e-01,16.606,14.901,172.9,1.465e+05,0.052,49.004,71.3,7.600e+03,3.576e-01,0.0,3.176e-01,4.056e-01,3.689e-01,2.8,12.25,170.6,236.74,0.4,-11.2,13.4,3.2,16.8,0.0,-25.4,15.4,-8.6,15.4,14.0,14.0,137.02,17.73,220.58,2.29,84.78,74.92,9.94,1377648.0,7.7723e+24,2.986e+02,1.401e+00,27.808,0.9987,1.5545e+23,2.62,2.00,36.40,7.3837e+24,95.66,95.00,28.00,2.3317e+23,1.73,3.00,16.00,-999.900
