ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,
59000.0,4520.000,57.40,107.00,29658.935,25138.935,6.471,777.1,1.898e-06,5.925e-13,420.415,404.502,2110.4,1.000e+05,0.000,10379.102,777.1,1.898e-06,5.925e-13,0.0,5.220e-13,6.725e-13,5.786e-13,-2.3,12.70,2135.6,98.70,0.0,-11.9,13.5,-2.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,335.83,20.74,66.27,171.96,19.81,62064.0,1.7651e+14,4.122e+03,1.391e+00,2.021,1.0020,1.7650e+14,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.7651e+10,0.08,0.01,16.04,
59500.0,4560.000,57.70,107.50,29696.198,25136.198,6.455,780.1,1.726e-06,5.367e-13,420.415,404.502,2114.3,1.000e+05,0.000,10419.102,780.1,1.726e-06,5.367e-13,0.0,4.729e-13,6.092e-13,5.331e-13,-0.7,12.70,2121.4,98.55,0.0,-11.9,13.5,-0.7,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,332.93,20.97,66.96,171.97,19.81,62064.0,1.5990e+14,4.122e+03,1.390e+00,2.021,1.0020,1.5988e+14,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.5989e+10,0.08,0.01,16.04,
60000.0,4600.000,58.00,108.00,29733.475,25133.475,6.440,783.0,1.569e-06,4.862e-13,420.415,404.502,2118.2,1.000e+05,0.000,10459.102,783.0,1.569e-06,4.862e-13,0.0,4.283e-13,5.518e-13,5.660e-13,16.4,12.70,1963.1,98.39,0.0,-11.9,13.5,16.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,330.03,21.20,67.59,171.97,19.81,62064.0,1.4484e+14,4.122e+03,1.390e+00,2.021,1.0020,1.4483e+14,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.4484e+10,0.08,0.01,16.04,
60500.0,4640.000,58.30,108.50,29770.767,25130.767,6.425,785.3,1.473e-06,4.552e-13,636.806,607.575,2121.3,1.000e+05,0.000,15882.498,785.3,1.473e-06,4.552e-13,0.0,4.010e-13,5.166e-13,4.926e-13,8.2,12.70,2039.1,98.23,0.0,-11.9,13.5,8.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,327.13,21.42,68.14,171.97,19.81,62064.0,1.3562e+14,4.122e+03,1.390e+00,2.021,1.0020,1.3560e+14,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.3561e+10,0.08,0.01,16.04,
61000.0,4680.000,58.60,109.00,29808.074,25128.074,6.409,787.7,1.384e-06,4.262e-13,636.806,607.575,2124.4,1.000e+05,0.000,15922.498,787.7,1.384e-06,4.262e-13,0.0,3.755e-13,4.837e-13,4.509e-13,5.8,12.70,2065.3,98.07,0.0,-11.9,13.5,5.8,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,324.23,21.65,68.63,171.97,19.81,62064.0,1.2697e+14,4.122e+03,1.390e+00,2.021,1.0020,1.2696e+14,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.2697e+10,0.08,0.01,16.04,
61500.0,4720.000,58.90,109.50,29845.397,25125.397,6.394,790.7,1.278e-06,3.921e-13,415.207,396.345,2128.4,1.000e+05,0.000,10414.758,790.7,1.278e-06,3.921e-13,0.0,3.455e-13,4.450e-13,4.068e-13,3.7,12.70,2089.6,97.91,0.0,-11.9,13.5,3.7,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,321.33,21.88,69.03,171.97,19.81,62064.0,1.1682e+14,4.122e+03,1.390e+00,2.021,1.0020,1.1680e+14,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.1681e+10,0.08,0.01,16.04,
62000.0,4760.000,59.20,110.00,29882.735,25122.735,6.379,794.4,1.160e-06,3.545e-13,415.207,396.345,2133.2,1.000e+05,0.000,10454.758,794.4,1.160e-06,3.545e-13,0.0,3.123e-13,4.023e-13,2.928e-13,-17.4,12.70,2347.0,97.75,0.0,-11.9,13.5,-17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,318.43,22.10,69.37,171.97,19.81,62064.0,1.0560e+14,4.122e+03,1.390e+00,2.021,1.0020,1.0559e+14,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.0560e+10,0.08,0.01,16.04,
62500.0,4800.000,59.50,110.50,29920.088,25120.088,6.364,798.0,1.054e-06,3.204e-13,415.207,396.345,2137.9,1.000e+05,0.000,10494.758,798.0,1.054e-06,3.204e-13,0.0,2.823e-13,3.637e-13,3.359e-13,4.8,12.70,2088.0,97.59,0.0,-11.9,13.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,315.53,22.33,69.63,171.97,19.81,62064.0,9.5462e+13,4.122e+03,1.390e+00,2.021,1.0020,9.5452e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,9.5461e+09,0.08,0.01,16.04,
63000.0,4840.000,59.80,111.00,29957.459,25117.459,6.349,798.3,1.046e-06,3.179e-13,5354.460,5109.740,2138.3,1.000e+05,0.000,135378.995,798.3,1.046e-06,3.179e-13,0.0,2.801e-13,3.609e-13,3.452e-13,8.6,12.70,2052.2,97.43,0.0,-11.9,13.5,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,312.63,22.56,69.82,171.97,19.81,62064.0,9.4718e+13,4.122e+03,1.390e+00,2.021,1.0020,9.4708e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,9.4717e+09,0.08,0.01,16.04,
63500.0,4880.000,60.10,111.50,29994.845,25114.845,6.334,798.6,1.038e-06,3.155e-13,5354.460,5109.740,2138.7,1.000e+05,0.000,135418.995,798.6,1.038e-06,3.155e-13,0.0,2.779e-13,3.580e-13,3.689e-13,16.9,12.70,1977.8,97.26,0.0,-11.9,13.5,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,309.73,22.78,69.94,171.97,19.81,62064.0,9.3980e+13,4.122e+03,1.390e+00,2.021,1.0020,9.3971e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,9.3980e+09,0.08,0.01,16.04,
64000.0,4920.000,60.40,112.00,30032.248,25112.248,6.319,798.8,1.031e-06,3.131e-13,6034.568,5768.744,2139.0,1.000e+05,0.000,152662.066,798.8,1.031e-06,3.131e-13,0.0,2.759e-13,3.554e-13,4.008e-13,28.0,12.70,1890.6,97.10,0.0,-11.9,13.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,306.83,23.01,69.98,171.97,19.81,62064.0,9.3289e+13,4.122e+03,1.390e+00,2.021,1.0020,9.3280e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,9.3289e+09,0.08,0.01,16.04,
64500.0,4960.000,60.70,112.50,30069.668,25109.668,6.304,799.1,1.024e-06,3.110e-13,6034.568,5768.744,2139.4,1.000e+05,0.000,152702.066,799.1,1.024e-06,3.110e-13,0.0,2.740e-13,3.529e-13,3.640e-13,17.1,12.70,1977.4,96.93,0.0,-11.9,13.5,17.1,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,303.93,23.24,69.95,171.97,19.81,62064.0,9.2643e+13,4.121e+03,1.390e+00,2.021,1.0020,9.2634e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,9.2643e+09,0.08,0.01,16.04,
65000.0,5000.000,61.00,113.00,30107.106,25107.106,6.290,799.4,1.017e-06,3.088e-13,6034.568,5768.744,2139.7,1.000e+05,0.000,152742.066,799.4,1.017e-06,3.088e-13,0.0,2.721e-13,3.505e-13,3.916e-13,26.8,12.70,1900.0,96.76,0.0,-11.9,13.5,26.8,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,301.03,23.46,69.86,171.97,19.81,62064.0,9.2002e+13,4.121e+03,1.390e+00,2.021,1.0020,9.1993e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,9.2002e+09,0.08,0.01,16.04,
65500.0,5040.000,61.30,113.50,30144.560,25104.560,6.275,799.6,9.508e-07,2.885e-13,590.929,588.095,2140.0,1.000e+05,0.000,14997.114,799.6,9.508e-07,2.885e-13,0.0,2.542e-13,3.275e-13,3.687e-13,27.8,12.70,1893.1,96.59,0.0,-11.9,13.5,27.8,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,298.13,23.69,69.69,171.97,19.81,62064.0,8.5953e+13,4.121e+03,1.390e+00,2.021,1.0020,8.5945e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,8.5953e+09,0.08,0.01,16.04,
66000.0,5080.000,61.60,114.00,30182.033,25102.033,6.260,799.9,8.886e-07,2.695e-13,590.929,588.095,2140.4,1.000e+05,0.000,15037.114,799.9,8.886e-07,2.695e-13,0.0,2.375e-13,3.059e-13,3.030e-13,12.4,12.70,2018.8,96.42,0.0,-11.9,13.5,12.4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,295.23,23.92,69.46,171.97,19.81,62064.0,8.0302e+13,4.122e+03,1.390e+00,2.021,1.0020,8.0294e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,8.0302e+09,0.08,0.01,16.04,
66500.0,5120.000,61.90,114.50,30219.524,25099.524,6.245,800.0,8.304e-07,2.519e-13,590.889,590.764,2140.5,1.000e+05,0.000,15076.091,800.0,8.304e-07,2.519e-13,0.0,2.219e-13,2.859e-13,3.080e-13,22.3,12.70,1935.6,96.25,0.0,-11.9,13.5,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,292.33,0.14,69.15,171.97,19.81,62064.0,7.5034e+13,4.122e+03,1.390e+00,2.021,1.0020,7.5026e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,7.5033e+09,0.08,0.01,16.04,
67000.0,5160.000,62.20,115.00,30257.032,25097.032,6.231,800.0,7.761e-07,2.354e-13,590.889,590.764,2140.6,1.000e+05,0.000,15116.091,800.0,7.761e-07,2.354e-13,0.0,2.074e-13,2.671e-13,2.601e-13,10.5,12.70,2036.1,96.07,0.0,-11.9,13.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,289.43,0.37,68.79,171.97,19.81,62064.0,7.0121e+13,4.122e+03,1.390e+00,2.021,1.0020,7.0114e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,7.0121e+09,0.08,0.01,16.04,
67500.0,5200.000,62.50,115.50,30294.560,25094.560,6.216,800.0,7.253e-07,2.200e-13,590.889,590.764,2140.6,1.000e+05,0.000,15156.091,800.0,7.253e-07,2.200e-13,0.0,1.938e-13,2.497e-13,2.361e-13,7.3,12.70,2066.2,95.90,0.0,-11.9,13.5,7.3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,286.53,0.60,68.36,171.97,19.81,62064.0,6.5530e+13,4.122e+03,1.390e+00,2.021,1.0020,6.5523e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,6.5530e+09,0.08,0.01,16.04,
68000.0,5240.000,62.80,116.00,30332.106,25092.106,6.202,800.0,6.778e-07,2.056e-13,590.877,590.809,2140.6,1.000e+05,0.000,15195.784,800.0,6.778e-07,2.056e-13,0.0,1.811e-13,2.333e-13,2.081e-13,1.2,12.70,2127.4,95.72,0.0,-11.9,13.5,1.2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,283.63,0.82,67.87,171.97,19.81,62064.0,6.1241e+13,4.122e+03,1.390e+00,2.021,1.0020,6.1234e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,6.1241e+09,0.08,0.01,16.04,
68500.0,5280.000,63.10,116.50,30369.671,25089.671,6.187,800.0,6.334e-07,1.921e-13,590.877,590.809,2140.6,1.000e+05,0.000,15235.784,800.0,6.334e-07,1.921e-13,0.0,1.693e-13,2.180e-13,1.954e-13,1.7,12.70,2122.5,95.54,0.0,-11.9,13.5,1.7,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,280.73,1.05,67.32,171.97,19.81,62064.0,5.7232e+13,4.122e+03,1.390e+00,2.021,1.0021,5.7226e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,5.7232e+09,0.08,0.01,16.04,
69000.0,5320.000,63.40,117.00,30407.256,25087.256,6.173,800.0,5.920e-07,1.795e-13,590.871,590.963,2140.6,1.000e+05,0.000,15275.621,800.0,5.920e-07,1.795e-13,0.0,1.582e-13,2.038e-13,1.914e-13,6.6,12.70,2073.1,95.37,0.0,-11.9,13.5,6.6,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,277.83,1.28,66.71,171.97,19.81,62064.0,5.3486e+13,4.122e+03,1.390e+00,2.021,1.0021,5.3481e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,5.3486e+09,0.08,0.01,16.04,
69500.0,5360.000,63.70,117.50,30444.860,25084.860,6.159,800.0,5.532e-07,1.678e-13,590.871,590.963,2140.6,1.000e+05,0.000,15315.621,800.0,5.532e-07,1.678e-13,0.0,1.478e-13,1.904e-13,1.806e-13,7.6,12.70,2063.1,95.19,0.0,-11.9,13.5,7.6,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,274.93,1.50,66.05,171.97,19.81,62064.0,4.9985e+13,4.122e+03,1.390e+00,2.021,1.0020,4.9980e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,4.9985e+09,0.08,0.01,16.04,
70000.0,5400.000,64.00,118.00,30482.484,25082.484,6.144,800.0,5.170e-07,1.568e-13,590.871,590.963,2140.6,1.000e+05,0.000,15355.621,800.0,5.170e-07,1.568e-13,0.0,1.381e-13,1.780e-13,1.565e-13,-0.2,12.70,2142.4,95.01,0.0,-11.9,13.5,-0.2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,272.03,1.73,65.33,171.97,19.81,62064.0,4.6713e+13,4.122e+03,1.390e+00,2.021,1.0020,4.6708e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,4.6713e+09,0.08,0.01,16.04,
70500.0,5440.000,64.30,118.50,30520.128,25080.128,6.130,800.0,4.832e-07,1.465e-13,590.919,590.950,2140.6,1.000e+05,0.000,15396.871,800.0,4.832e-07,1.465e-13,0.0,1.291e-13,1.663e-13,1.642e-13,12.1,12.70,2021.9,94.82,0.0,-11.9,13.5,12.1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,269.13,1.96,64.57,171.97,19.81,62064.0,4.3655e+13,4.122e+03,1.390e+00,2.021,1.0020,4.3651e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,4.3655e+09,0.08,0.01,16.04,
71000.0,5480.000,64.60,119.00,30557.792,25077.792,6.116,800.0,4.515e-07,1.369e-13,590.919,590.950,2140.6,1.000e+05,0.000,15436.871,800.0,4.515e-07,1.369e-13,0.0,1.207e-13,1.554e-13,1.334e-13,-2.6,12.70,2169.2,94.64,0.0,-11.9,13.5,-2.6,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,266.23,2.18,63.76,171.97,19.81,62064.0,4.0798e+13,4.122e+03,1.390e+00,2.021,1.0020,4.0794e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,4.0798e+09,0.08,0.01,16.04,
71500.0,5520.000,64.90,119.50,30595.476,25075.476,6.102,800.0,4.220e-07,1.280e-13,590.815,590.636,2140.6,1.000e+05,0.000,15474.151,800.0,4.220e-07,1.280e-13,0.0,1.128e-13,1.453e-13,1.297e-13,1.3,12.70,2126.4,94.45,0.0,-11.9,13.5,1.3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,263.33,2.41,62.90,171.97,19.81,62064.0,3.8127e+13,4.122e+03,1.390e+00,2.021,1.0020,3.8123e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.8128e+09,0.08,0.01,16.04,
72000.0,5560.000,65.20,120.00,30633.182,25073.182,6.087,800.0,3.944e-07,1.196e-13,590.815,590.636,2140.6,1.000e+05,0.000,15514.151,800.0,3.944e-07,1.196e-13,0.0,1.054e-13,1.357e-13,1.334e-13,11.5,12.70,2026.8,94.27,0.0,-11.9,13.5,11.5,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,260.43,2.64,62.00,171.98,19.81,62064.0,3.5632e+13,4.122e+03,1.390e+00,2.021,1.0021,3.5628e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.5632e+09,0.08,0.01,16.04,
72500.0,5600.000,65.50,120.50,30670.908,25070.908,6.073,800.0,3.686e-07,1.118e-13,590.815,590.636,2140.6,1.000e+05,0.000,15554.151,800.0,3.686e-07,1.118e-13,0.0,9.848e-14,1.269e-13,9.899e-14,-11.4,12.70,2274.6,94.08,0.0,-11.9,13.5,-11.4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,257.53,2.86,61.06,171.98,19.81,62064.0,3.3299e+13,4.122e+03,1.390e+00,2.021,1.0021,3.3296e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.3300e+09,0.08,0.01,16.04,
73000.0,5640.000,65.80,121.00,30708.656,25068.656,6.059,800.0,3.444e-07,1.045e-13,590.887,590.984,2140.6,1.000e+05,0.000,15596.063,800.0,3.444e-07,1.045e-13,0.0,9.203e-14,1.186e-13,9.549e-14,-8.6,12.70,2238.9,93.89,0.0,-11.9,13.5,-8.6,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,254.63,3.09,60.09,171.98,19.81,62064.0,3.1120e+13,4.122e+03,1.390e+00,2.021,1.0021,3.1117e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1120e+09,0.08,0.01,16.04,
73500.0,5680.000,66.10,121.50,30746.425,25066.425,6.045,800.0,3.219e-07,9.762e-14,590.887,590.984,2140.6,1.000e+05,0.000,15636.063,800.0,3.219e-07,9.762e-14,0.0,8.601e-14,1.108e-13,8.762e-14,-10.2,12.70,2259.5,93.70,0.0,-11.9,13.5,-10.2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,251.73,3.32,59.08,171.98,19.81,62064.0,2.9083e+13,4.122e+03,1.390e+00,2.021,1.0021,2.9080e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,2.9083e+09,0.08,0.01,16.04,
74000.0,5720.000,66.40,122.00,30784.216,25064.216,6.031,800.0,3.008e-07,9.123e-14,590.840,590.876,2140.6,1.000e+05,0.000,15674.809,800.0,3.008e-07,9.123e-14,0.0,8.038e-14,1.035e-13,8.084e-14,-11.4,12.70,2274.0,93.51,0.0,-11.9,13.5,-11.4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,248.83,3.54,58.04,171.98,19.81,62064.0,2.7179e+13,4.122e+03,1.390e+00,2.021,1.0020,2.7176e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,2.7179e+09,0.08,0.01,16.04,
74500.0,5760.000,66.70,122.50,30822.028,25062.028,6.017,800.0,2.811e-07,8.526e-14,590.840,590.876,2140.6,1.000e+05,0.000,15714.809,800.0,2.811e-07,8.526e-14,0.0,7.512e-14,9.677e-14,7.229e-14,-15.2,12.70,2324.6,93.32,0.0,-11.9,13.5,-15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,245.93,3.77,56.97,171.98,19.81,62064.0,2.5400e+13,4.122e+03,1.390e+00,2.021,1.0020,2.5397e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,2.5400e+09,0.08,0.01,16.04,
75000.0,5800.000,67.00,123.00,30859.863,25059.863,6.003,800.0,2.627e-07,7.968e-14,590.840,590.876,2140.6,1.000e+05,0.000,15754.809,800.0,2.627e-07,7.968e-14,0.0,7.020e-14,9.043e-14,7.643e-14,-4.1,12.70,2185.6,93.13,0.0,-11.9,13.5,-4.1,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,243.03,4.00,55.88,171.98,19.81,62064.0,2.3737e+13,4.122e+03,1.390e+00,2.021,1.0020,2.3735e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,2.3738e+09,0.08,0.01,16.04,
75500.0,5840.000,67.30,123.50,30897.720,25057.720,5.990,800.0,2.455e-07,7.446e-14,590.938,590.896,2140.6,1.000e+05,0.000,15797.414,800.0,2.455e-07,7.446e-14,0.0,6.561e-14,8.452e-14,6.794e-14,-8.8,12.70,2240.9,92.93,0.0,-11.9,13.5,-8.8,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,240.13,4.22,54.77,171.98,19.81,62064.0,2.2184e+13,4.122e+03,1.390e+00,2.021,1.0020,2.2182e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,2.2184e+09,0.08,0.01,16.04,
76000.0,5880.000,67.60,124.00,30935.600,25055.600,5.976,800.0,2.295e-07,6.959e-14,590.938,590.896,2140.6,1.000e+05,0.000,15837.414,800.0,2.295e-07,6.959e-14,0.0,6.131e-14,7.898e-14,6.012e-14,-13.6,12.70,2303.0,92.74,0.0,-11.9,13.5,-13.6,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,237.23,4.45,53.64,171.98,19.81,62064.0,2.0732e+13,4.122e+03,1.390e+00,2.021,1.0020,2.0730e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,2.0732e+09,0.08,0.01,16.04,
76500.0,5920.000,67.90,124.50,30973.502,25053.502,5.962,800.0,2.144e-07,6.503e-14,590.802,590.876,2140.6,1.000e+05,0.000,15873.775,800.0,2.144e-07,6.503e-14,0.0,5.730e-14,7.381e-14,5.719e-14,-12.1,12.70,2282.7,92.54,0.0,-11.9,13.5,-12.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,234.33,4.68,52.49,171.98,19.81,62064.0,1.9375e+13,4.122e+03,1.390e+00,2.021,1.0020,1.9373e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.9375e+09,0.08,0.01,16.04,
77000.0,5960.000,68.20,125.00,31011.427,25051.427,5.948,800.0,2.004e-07,6.078e-14,590.802,590.876,2140.6,1.000e+05,0.000,15913.775,800.0,2.004e-07,6.078e-14,0.0,5.355e-14,6.898e-14,5.334e-14,-12.2,12.70,2285.0,92.34,0.0,-11.9,13.5,-12.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,231.43,4.90,51.33,171.98,19.81,62064.0,1.8107e+13,4.122e+03,1.390e+00,2.021,1.0020,1.8105e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.8106e+09,0.08,0.01,16.04,
77500.0,6000.000,68.50,125.50,31049.376,25049.376,5.935,800.0,1.873e-07,5.680e-14,590.802,590.876,2140.6,1.000e+05,0.000,15953.775,800.0,1.873e-07,5.680e-14,0.0,5.004e-14,6.447e-14,5.757e-14,1.4,12.70,2126.1,92.14,0.0,-11.9,13.5,1.4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,228.53,5.13,50.16,171.98,19.81,62064.0,1.6922e+13,4.122e+03,1.390e+00,2.021,1.0020,1.6920e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.6921e+09,0.08,0.01,16.04,
78000.0,6040.000,68.80,126.00,31087.348,25047.348,5.921,800.0,1.750e-07,5.308e-14,590.840,590.895,2140.5,1.000e+05,0.000,15994.797,800.0,1.750e-07,5.308e-14,0.0,4.677e-14,6.025e-14,5.856e-14,10.3,12.70,2038.0,91.94,0.0,-11.9,13.5,10.3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,225.63,5.36,48.99,171.98,19.81,62064.0,1.5814e+13,4.122e+03,1.390e+00,2.021,1.0020,1.5812e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.5814e+09,0.08,0.01,16.04,
78500.0,6080.000,69.10,126.50,31125.344,25045.344,5.907,800.0,1.636e-07,4.961e-14,590.840,590.895,2140.5,1.000e+05,0.000,16034.797,800.0,1.636e-07,4.961e-14,0.0,4.371e-14,5.630e-14,5.369e-14,8.2,12.70,2057.5,91.74,0.0,-11.9,13.5,8.2,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,222.73,5.58,47.81,171.98,19.81,62064.0,1.4778e+13,4.121e+03,1.390e+00,2.021,1.0020,1.4777e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.4779e+09,0.08,0.01,16.04,
79000.0,6120.000,69.40,127.00,31163.363,25043.363,5.894,800.0,1.529e-07,4.636e-14,591.094,590.829,2140.6,1.000e+05,0.000,16081.698,800.0,1.529e-07,4.636e-14,0.0,4.085e-14,5.262e-14,5.234e-14,12.9,12.70,2014.6,91.54,0.0,-11.9,13.5,12.9,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,219.83,5.81,46.64,171.98,19.81,62064.0,1.3811e+13,4.122e+03,1.390e+00,2.021,1.0020,1.3810e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.3812e+09,0.08,0.01,16.04,
79500.0,6160.000,69.70,127.50,31201.406,25041.406,5.880,800.0,1.429e-07,4.333e-14,591.094,590.829,2140.6,1.000e+05,0.000,16121.698,800.0,1.429e-07,4.333e-14,0.0,3.817e-14,4.917e-14,4.363e-14,0.7,12.70,2133.2,91.34,0.0,-11.9,13.5,0.7,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.43,46.52,216.93,6.04,45.47,171.98,19.81,62064.0,1.2907e+13,4.122e+03,1.390e+00,2.021,1.0021,1.2906e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.2908e+09,0.08,0.01,16.04,
