ElapsedTime_s,Height_km,Latitude_deg,LongitudeE_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeE_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,
260.0,400.000,75.00,50.00,25411.001,25011.001,8.874,147.3,1.265e+00,2.392e-06,33.312,29.811,894.2,1.000e+05,0.000,375.687,147.3,1.265e+00,2.392e-06,0.0,2.174e-06,2.631e-06,2.468e-06,3.2,9.55,880.2,1040.91,0.0,-9.1,10.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,43.46,11.56,27.95,171.92,19.81,62064.0,6.2123e+20,3.591e+03,1.512e+00,2.318,1.0013,5.2798e+20,74.05,84.99,2.02,9.3184e+19,25.88,15.00,4.00,6.2123e+16,0.07,0.01,16.04,
270.0,400.000,75.00,75.00,25411.001,25011.001,8.874,147.3,1.265e+00,2.392e-06,33.312,29.811,894.2,1.000e+05,0.000,375.687,147.3,1.265e+00,2.392e-06,0.0,2.174e-06,2.631e-06,2.357e-06,-1.4,9.55,900.7,1040.91,0.0,-9.1,10.0,-1.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,43.52,9.90,30.69,171.92,19.81,62064.0,6.2123e+20,3.591e+03,1.512e+00,2.318,1.0013,5.2798e+20,74.05,84.99,2.02,9.3184e+19,25.88,15.00,4.00,6.2123e+16,0.07,0.01,16.04,
280.0,350.000,25.00,25.00,25801.308,25451.308,8.506,123.6,4.636e+00,1.045e-05,50.491,45.398,829.4,1.000e+05,0.000,503.853,123.6,4.636e+00,1.045e-05,0.0,9.496e-06,1.149e-05,9.058e-06,-13.3,9.55,890.6,15659.71,0.0,-9.1,10.0,-13.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,43.58,13.24,26.23,171.92,19.81,62064.0,2.7132e+21,3.591e+03,1.550e+00,2.318,1.0013,2.3059e+21,74.05,84.99,2.02,4.0697e+20,25.88,15.00,4.00,2.7132e+17,0.07,0.01,16.04,
290.0,350.000,25.00,50.00,25801.308,25451.308,8.506,123.6,4.636e+00,1.045e-05,50.491,45.398,829.4,1.000e+05,0.000,503.853,123.6,4.636e+00,1.045e-05,0.0,9.496e-06,1.149e-05,1.086e-05,4.0,9.55,813.3,3700.96,0.0,-9.1,10.0,4.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,43.64,11.58,22.37,171.92,19.81,62064.0,2.7132e+21,3.591e+03,1.550e+00,2.318,1.0013,2.3059e+21,74.05,84.99,2.02,4.0697e+20,25.88,15.00,4.00,2.7132e+17,0.07,0.01,16.04,
300.0,350.000,25.00,75.00,25801.308,25451.308,8.506,123.6,4.636e+00,1.045e-05,50.491,45.398,829.4,1.000e+05,0.000,503.853,123.6,4.636e+00,1.045e-05,0.0,9.496e-06,1.149e-05,1.026e-05,-1.8,9.55,836.8,3700.96,0.0,-9.1,10.0,-1.8,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,43.70,9.91,32.79,171.92,19.81,62064.0,2.7132e+21,3.591e+03,1.550e+00,2.318,1.0013,2.3059e+21,74.05,84.99,2.02,4.0697e+20,25.88,15.00,4.00,2.7132e+17,0.07,0.01,16.04,
310.0,350.000,50.00,25.00,25560.195,25210.195,8.726,123.6,4.636e+00,1.045e-05,50.491,45.398,829.4,1.000e+05,0.000,503.853,123.6,4.636e+00,1.045e-05,0.0,9.496e-06,1.149e-05,1.042e-05,-0.3,9.55,830.5,9246.05,0.0,-9.1,10.0,-0.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,43.75,13.25,12.61,171.92,19.81,62064.0,2.7132e+21,3.591e+03,1.550e+00,2.318,1.0013,2.3059e+21,74.05,84.99,2.02,4.0697e+20,25.88,15.00,4.00,2.7132e+17,0.07,0.01,16.04,
320.0,350.000,50.00,50.00,25560.195,25210.195,8.726,123.6,4.636e+00,1.045e-05,50.491,45.398,829.4,1.000e+05,0.000,503.853,123.6,4.636e+00,1.045e-05,0.0,9.496e-06,1.149e-05,1.155e-05,10.6,9.55,788.8,2600.33,0.0,-9.1,10.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,43.81,11.59,5.30,171.92,19.81,62064.0,2.7132e+21,3.591e+03,1.550e+00,2.318,1.0013,2.3059e+21,74.05,84.99,2.02,4.0697e+20,25.88,15.00,4.00,2.7132e+17,0.07,0.01,16.04,
330.0,350.000,50.00,75.00,25560.195,25210.195,8.726,123.6,4.636e+00,1.045e-05,50.491,45.398,829.4,1.000e+05,0.000,503.853,123.6,4.636e+00,1.045e-05,0.0,9.496e-06,1.149e-05,1.087e-05,4.1,9.55,812.9,2600.33,0.0,-9.1,10.0,4.1,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,43.87,9.92,20.33,171.92,19.81,62064.0,2.7132e+21,3.591e+03,1.550e+00,2.318,1.0013,2.3059e+21,74.05,84.99,2.02,4.0697e+20,25.88,15.00,4.00,2.7132e+17,0.07,0.01,16.04,
340.0,350.000,75.00,25.00,25361.001,25011.001,8.908,123.6,4.636e+00,1.045e-05,50.491,45.398,829.4,1.000e+05,0.000,503.853,123.6,4.636e+00,1.045e-05,0.0,9.496e-06,1.149e-05,1.181e-05,13.1,9.55,780.0,6091.60,0.0,-9.1,10.0,13.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,43.93,13.26,28.90,171.92,19.81,62064.0,2.7132e+21,3.591e+03,1.550e+00,2.318,1.0013,2.3059e+21,74.05,84.99,2.02,4.0697e+20,25.88,15.00,4.00,2.7132e+17,0.07,0.01,16.04,
350.0,350.000,75.00,50.00,25361.001,25011.001,8.908,123.6,4.636e+00,1.045e-05,50.491,45.398,829.4,1.000e+05,0.000,503.853,123.6,4.636e+00,1.045e-05,0.0,9.496e-06,1.149e-05,1.126e-05,7.8,9.55,798.7,1038.87,0.0,-9.1,10.0,7.8,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,43.99,11.60,27.93,171.92,19.81,62064.0,2.7132e+21,3.591e+03,1.550e+00,2.318,1.0013,2.3059e+21,74.05,84.99,2.02,4.0697e+20,25.88,15.00,4.00,2.7132e+17,0.07,0.01,16.04,
360.0,350.000,75.00,75.00,25361.001,25011.001,8.908,123.6,4.636e+00,1.045e-05,50.491,45.398,829.4,1.000e+05,0.000,503.853,123.6,4.636e+00,1.045e-05,0.0,9.496e-06,1.149e-05,9.599e-06,-8.1,9.55,865.2,1038.87,0.0,-9.1,10.0,-8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.04,9.94,30.60,171.92,19.81,62064.0,2.7132e+21,3.591e+03,1.550e+00,2.318,1.0013,2.3059e+21,74.05,84.99,2.02,4.0697e+20,25.88,15.00,4.00,2.7132e+17,0.07,0.01,16.04,
370.0,300.000,25.00,25.00,25751.308,25451.308,8.541,121.1,1.229e+01,2.828e-05,52.317,55.636,822.0,1.000e+05,0.000,471.058,121.1,1.229e+01,2.828e-05,0.0,2.571e-05,3.111e-05,2.815e-05,-0.5,9.55,824.0,16373.80,0.0,-9.1,10.0,-0.5,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.10,13.27,26.46,171.92,19.81,62064.0,7.3456e+21,3.591e+03,1.554e+00,2.318,1.0014,6.2430e+21,74.05,84.99,2.02,1.1018e+21,25.88,15.00,4.00,7.3455e+17,0.07,0.01,16.04,
380.0,300.000,25.00,50.00,25751.308,25451.308,8.541,121.1,1.229e+01,2.828e-05,52.317,55.636,822.0,1.000e+05,0.000,471.058,121.1,1.229e+01,2.828e-05,0.0,2.571e-05,3.111e-05,3.144e-05,11.2,9.55,779.6,3869.68,0.0,-9.1,10.0,11.2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.16,11.61,22.28,171.92,19.81,62064.0,7.3456e+21,3.591e+03,1.554e+00,2.318,1.0014,6.2430e+21,74.05,84.99,2.02,1.1018e+21,25.88,15.00,4.00,7.3455e+17,0.07,0.01,16.04,
390.0,300.000,25.00,75.00,25751.308,25451.308,8.541,121.1,1.229e+01,2.828e-05,52.317,55.636,822.0,1.000e+05,0.000,471.058,121.1,1.229e+01,2.828e-05,0.0,2.571e-05,3.111e-05,2.570e-05,-9.1,9.55,862.4,3869.68,0.0,-9.1,10.0,-9.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.22,9.95,32.49,171.92,19.81,62064.0,7.3456e+21,3.591e+03,1.554e+00,2.318,1.0014,6.2430e+21,74.05,84.99,2.02,1.1018e+21,25.88,15.00,4.00,7.3455e+17,0.07,0.01,16.04,
400.0,300.000,50.00,25.00,25510.195,25210.195,8.761,121.1,1.229e+01,2.828e-05,52.317,55.636,822.0,1.000e+05,0.000,471.058,121.1,1.229e+01,2.828e-05,0.0,2.571e-05,3.111e-05,2.724e-05,-3.7,9.55,837.6,9667.39,0.0,-9.1,10.0,-3.7,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.28,13.29,12.93,171.92,19.81,62064.0,7.3456e+21,3.591e+03,1.554e+00,2.318,1.0014,6.2430e+21,74.05,84.99,2.02,1.1018e+21,25.88,15.00,4.00,7.3455e+17,0.07,0.01,16.04,
410.0,300.000,50.00,50.00,25510.195,25210.195,8.761,121.1,1.229e+01,2.828e-05,52.317,55.636,822.0,1.000e+05,0.000,471.058,121.1,1.229e+01,2.828e-05,0.0,2.571e-05,3.111e-05,3.020e-05,6.8,9.55,795.5,2718.83,0.0,-9.1,10.0,6.8,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.33,11.62,5.05,171.92,19.81,62064.0,7.3456e+21,3.591e+03,1.554e+00,2.318,1.0014,6.2430e+21,74.05,84.99,2.02,1.1018e+21,25.88,15.00,4.00,7.3455e+17,0.07,0.01,16.04,
420.0,300.000,50.00,75.00,25510.195,25210.195,8.761,121.1,1.229e+01,2.828e-05,52.317,55.636,822.0,1.000e+05,0.000,471.058,121.1,1.229e+01,2.828e-05,0.0,2.571e-05,3.111e-05,2.852e-05,0.9,9.55,818.5,2718.83,0.0,-9.1,10.0,0.9,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.39,9.96,20.00,171.92,19.81,62064.0,7.3456e+21,3.591e+03,1.554e+00,2.318,1.0014,6.2430e+21,74.05,84.99,2.02,1.1018e+21,25.88,15.00,4.00,7.3455e+17,0.07,0.01,16.04,
430.0,300.000,75.00,25.00,25311.001,25011.001,8.943,121.1,1.229e+01,2.828e-05,52.317,55.636,822.0,1.000e+05,0.000,471.058,121.1,1.229e+01,2.828e-05,0.0,2.571e-05,3.111e-05,3.207e-05,13.4,9.55,771.9,6369.09,0.0,-9.1,10.0,13.4,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.45,13.30,28.96,171.92,19.81,62064.0,7.3456e+21,3.591e+03,1.554e+00,2.318,1.0014,6.2430e+21,74.05,84.99,2.02,1.1018e+21,25.88,15.00,4.00,7.3455e+17,0.07,0.01,16.04,
440.0,300.000,75.00,50.00,25311.001,25011.001,8.943,121.1,1.229e+01,2.828e-05,52.317,55.636,822.0,1.000e+05,0.000,471.058,121.1,1.229e+01,2.828e-05,0.0,2.571e-05,3.111e-05,2.885e-05,2.0,9.55,813.9,1086.19,0.0,-9.1,10.0,2.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.51,11.63,27.91,171.92,19.81,62064.0,7.3456e+21,3.591e+03,1.554e+00,2.318,1.0014,6.2430e+21,74.05,84.99,2.02,1.1018e+21,25.88,15.00,4.00,7.3455e+17,0.07,0.01,16.04,
450.0,300.000,75.00,75.00,25311.001,25011.001,8.943,121.1,1.229e+01,2.828e-05,52.317,55.636,822.0,1.000e+05,0.000,471.058,121.1,1.229e+01,2.828e-05,0.0,2.571e-05,3.111e-05,3.380e-05,19.5,9.55,751.9,1086.19,0.0,-9.1,10.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.57,9.97,30.51,171.92,19.81,62064.0,7.3456e+21,3.591e+03,1.554e+00,2.318,1.0014,6.2430e+21,74.05,84.99,2.02,1.1018e+21,25.88,15.00,4.00,7.3455e+17,0.07,0.01,16.04,
460.0,250.000,25.00,25.00,25701.308,25451.308,8.575,130.9,3.131e+01,6.663e-05,54.659,61.890,850.0,1.000e+05,0.000,441.043,130.9,3.131e+01,6.663e-05,0.0,5.995e-05,7.405e-05,6.460e-05,-3.0,10.58,863.3,17751.00,0.0,-10.0,11.1,-3.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.62,13.31,26.69,171.92,19.81,62064.0,1.7308e+22,3.591e+03,1.538e+00,2.318,1.0014,1.4710e+22,74.05,84.99,2.02,2.5961e+21,25.88,15.00,4.00,1.7308e+18,0.07,0.01,16.04,
470.0,250.000,25.00,50.00,25701.308,25451.308,8.575,130.9,3.131e+01,6.663e-05,54.659,61.890,850.0,1.000e+05,0.000,441.043,130.9,3.131e+01,6.663e-05,0.0,5.995e-05,7.405e-05,8.210e-05,23.2,10.58,765.8,4195.11,0.0,-10.0,11.1,23.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.68,11.65,22.20,171.92,19.81,62064.0,1.7308e+22,3.591e+03,1.538e+00,2.318,1.0014,1.4710e+22,74.05,84.99,2.02,2.5961e+21,25.88,15.00,4.00,1.7308e+18,0.07,0.01,16.04,
480.0,250.000,25.00,75.00,25701.308,25451.308,8.575,130.9,3.131e+01,6.663e-05,54.659,61.890,850.0,1.000e+05,0.000,441.043,130.9,3.131e+01,6.663e-05,0.0,5.995e-05,7.405e-05,6.077e-05,-8.8,10.58,890.1,4195.11,0.0,-10.0,11.1,-8.8,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.74,9.98,32.19,171.92,19.81,62064.0,1.7308e+22,3.591e+03,1.538e+00,2.318,1.0014,1.4710e+22,74.05,84.99,2.02,2.5961e+21,25.88,15.00,4.00,1.7308e+18,0.07,0.01,16.04,
490.0,250.000,50.00,25.00,25460.195,25210.195,8.796,130.9,3.131e+01,6.663e-05,54.659,61.890,850.0,1.000e+05,0.000,441.043,130.9,3.131e+01,6.663e-05,0.0,5.995e-05,7.405e-05,5.886e-05,-11.7,10.58,904.4,10480.21,0.0,-10.0,11.1,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.80,13.32,13.25,171.92,19.81,62064.0,1.7308e+22,3.591e+03,1.538e+00,2.318,1.0014,1.4710e+22,74.05,84.99,2.02,2.5961e+21,25.88,15.00,4.00,1.7308e+18,0.07,0.01,16.04,
500.0,250.000,50.00,50.00,25460.195,25210.195,8.796,130.9,3.131e+01,6.663e-05,54.659,61.890,850.0,1.000e+05,0.000,441.043,130.9,3.131e+01,6.663e-05,0.0,5.995e-05,7.405e-05,6.046e-05,-9.3,10.58,892.4,2947.42,0.0,-10.0,11.1,-9.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.86,11.66,4.81,171.92,19.81,62064.0,1.7308e+22,3.591e+03,1.538e+00,2.318,1.0014,1.4710e+22,74.05,84.99,2.02,2.5961e+21,25.88,15.00,4.00,1.7308e+18,0.07,0.01,16.04,
510.0,250.000,50.00,75.00,25460.195,25210.195,8.796,130.9,3.131e+01,6.663e-05,54.659,61.890,850.0,1.000e+05,0.000,441.043,130.9,3.131e+01,6.663e-05,0.0,5.995e-05,7.405e-05,5.690e-05,-14.6,10.58,919.9,2947.42,0.0,-10.0,11.1,-14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.91,9.99,19.67,171.92,19.81,62064.0,1.7308e+22,3.591e+03,1.538e+00,2.318,1.0014,1.4710e+22,74.05,84.99,2.02,2.5961e+21,25.88,15.00,4.00,1.7308e+18,0.07,0.01,16.04,
520.0,250.000,75.00,25.00,25261.001,25011.001,8.979,130.9,3.131e+01,6.663e-05,54.659,61.890,850.0,1.000e+05,0.000,441.043,130.9,3.131e+01,6.663e-05,0.0,5.995e-05,7.405e-05,7.084e-05,6.3,10.58,824.4,6904.49,0.0,-10.0,11.1,6.3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,44.97,13.33,29.02,171.92,19.81,62064.0,1.7308e+22,3.591e+03,1.538e+00,2.318,1.0014,1.4710e+22,74.05,84.99,2.02,2.5961e+21,25.88,15.00,4.00,1.7308e+18,0.07,0.01,16.04,
530.0,250.000,75.00,50.00,25261.001,25011.001,8.979,130.9,3.131e+01,6.663e-05,54.659,61.890,850.0,1.000e+05,0.000,441.043,130.9,3.131e+01,6.663e-05,0.0,5.995e-05,7.405e-05,6.171e-05,-7.4,10.58,883.3,1177.50,0.0,-10.0,11.1,-7.4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.03,11.67,27.89,171.92,19.81,62064.0,1.7308e+22,3.591e+03,1.538e+00,2.318,1.0014,1.4710e+22,74.05,84.99,2.02,2.5961e+21,25.88,15.00,4.00,1.7308e+18,0.07,0.01,16.04,
540.0,250.000,75.00,75.00,25261.001,25011.001,8.979,130.9,3.131e+01,6.663e-05,54.659,61.890,850.0,1.000e+05,0.000,441.043,130.9,3.131e+01,6.663e-05,0.0,5.995e-05,7.405e-05,6.463e-05,-3.0,10.58,863.1,1177.50,0.0,-10.0,11.1,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.09,10.01,30.43,171.92,19.81,62064.0,1.7308e+22,3.591e+03,1.538e+00,2.318,1.0014,1.4710e+22,74.05,84.99,2.02,2.5961e+21,25.88,15.00,4.00,1.7308e+18,0.07,0.01,16.04,
550.0,200.000,25.00,25.00,25651.308,25451.308,8.610,123.5,7.667e+01,1.729e-04,51.475,35.034,829.0,1.000e+05,0.001,369.250,123.5,7.667e+01,1.729e-04,0.0,1.540e-04,1.942e-04,2.196e-04,27.0,11.60,735.8,19388.05,0.0,-10.9,12.3,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.15,13.34,26.93,171.92,19.81,62064.0,4.4975e+22,3.591e+03,1.550e+00,2.318,1.0013,3.8225e+22,74.05,84.99,2.02,6.7463e+21,25.88,15.00,4.00,4.4975e+18,0.07,0.01,16.04,
560.0,200.000,25.00,50.00,25651.308,25451.308,8.610,123.5,7.667e+01,1.729e-04,51.475,35.034,829.0,1.000e+05,0.001,369.250,123.5,7.667e+01,1.729e-04,0.0,1.540e-04,1.942e-04,1.322e-04,-23.5,11.60,948.0,4581.95,0.0,-10.9,12.3,-23.5,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.20,11.68,22.13,171.92,19.81,62064.0,4.4975e+22,3.591e+03,1.550e+00,2.318,1.0013,3.8225e+22,74.05,84.99,2.02,6.7463e+21,25.88,15.00,4.00,4.4975e+18,0.07,0.01,16.04,
570.0,200.000,25.00,75.00,25651.308,25451.308,8.610,123.5,7.667e+01,1.729e-04,51.475,35.034,829.0,1.000e+05,0.001,369.250,123.5,7.667e+01,1.729e-04,0.0,1.540e-04,1.942e-04,1.901e-04,9.9,11.60,790.7,4581.95,0.0,-10.9,12.3,9.9,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.26,10.02,31.89,171.92,19.81,62064.0,4.4975e+22,3.591e+03,1.550e+00,2.318,1.0013,3.8225e+22,74.05,84.99,2.02,6.7463e+21,25.88,15.00,4.00,4.4975e+18,0.07,0.01,16.04,
580.0,200.000,50.00,25.00,25410.195,25210.195,8.831,123.5,7.667e+01,1.729e-04,51.475,35.034,829.0,1.000e+05,0.001,369.250,123.5,7.667e+01,1.729e-04,0.0,1.540e-04,1.942e-04,1.808e-04,4.6,11.60,810.7,11446.38,0.0,-10.9,12.3,4.6,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.32,13.35,13.58,171.92,19.81,62064.0,4.4975e+22,3.591e+03,1.550e+00,2.318,1.0013,3.8225e+22,74.05,84.99,2.02,6.7463e+21,25.88,15.00,4.00,4.4975e+18,0.07,0.01,16.04,
590.0,200.000,50.00,50.00,25410.195,25210.195,8.831,123.5,7.667e+01,1.729e-04,51.475,35.034,829.0,1.000e+05,0.001,369.250,123.5,7.667e+01,1.729e-04,0.0,1.540e-04,1.942e-04,1.530e-04,-11.5,11.60,881.3,3219.14,0.0,-10.9,12.3,-11.5,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.38,11.69,4.58,171.92,19.81,62064.0,4.4975e+22,3.591e+03,1.550e+00,2.318,1.0013,3.8225e+22,74.05,84.99,2.02,6.7463e+21,25.88,15.00,4.00,4.4975e+18,0.07,0.01,16.04,
600.0,200.000,50.00,75.00,25410.195,25210.195,8.831,123.5,7.667e+01,1.729e-04,51.475,35.034,829.0,1.000e+05,0.001,369.250,123.5,7.667e+01,1.729e-04,0.0,1.540e-04,1.942e-04,1.691e-04,-2.2,11.60,838.4,3219.14,0.0,-10.9,12.3,-2.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.44,10.03,19.35,171.92,19.81,62064.0,4.4975e+22,3.591e+03,1.550e+00,2.318,1.0013,3.8225e+22,74.05,84.99,2.02,6.7463e+21,25.88,15.00,4.00,4.4975e+18,0.07,0.01,16.04,
610.0,200.000,75.00,25.00,25211.001,25011.001,9.014,123.5,7.667e+01,1.729e-04,51.475,35.034,829.0,1.000e+05,0.001,369.250,123.5,7.667e+01,1.729e-04,0.0,1.540e-04,1.942e-04,1.552e-04,-10.3,11.60,875.2,7540.90,0.0,-10.9,12.3,-10.3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.49,13.37,29.08,171.92,19.81,62064.0,4.4975e+22,3.591e+03,1.550e+00,2.318,1.0013,3.8225e+22,74.05,84.99,2.02,6.7463e+21,25.88,15.00,4.00,4.4975e+18,0.07,0.01,16.04,
620.0,200.000,75.00,50.00,25211.001,25011.001,9.014,123.5,7.667e+01,1.729e-04,51.475,35.034,829.0,1.000e+05,0.001,369.250,123.5,7.667e+01,1.729e-04,0.0,1.540e-04,1.942e-04,1.541e-04,-10.9,11.60,878.1,1286.03,0.0,-10.9,12.3,-10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.55,11.70,27.88,171.92,19.81,62064.0,4.4975e+22,3.591e+03,1.550e+00,2.318,1.0013,3.8225e+22,74.05,84.99,2.02,6.7463e+21,25.88,15.00,4.00,4.4975e+18,0.07,0.01,16.04,
630.0,200.000,75.00,75.00,25211.001,25011.001,9.014,123.5,7.667e+01,1.729e-04,51.475,35.034,829.0,1.000e+05,0.001,369.250,123.5,7.667e+01,1.729e-04,0.0,1.540e-04,1.942e-04,2.061e-04,19.2,11.60,759.4,1286.03,0.0,-10.9,12.3,19.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.61,10.04,30.34,171.92,19.81,62064.0,4.4975e+22,3.591e+03,1.550e+00,2.318,1.0013,3.8225e+22,74.05,84.99,2.02,6.7463e+21,25.88,15.00,4.00,4.4975e+18,0.07,0.01,16.04,
640.0,150.000,25.00,25.00,25601.308,25451.308,8.645,68.3,2.140e+02,8.725e-04,27.902,26.670,633.7,1.000e+05,0.002,171.509,68.3,2.140e+02,8.725e-04,0.0,7.693e-04,9.895e-04,8.561e-04,-1.9,12.62,639.7,21366.16,0.0,-11.8,13.4,-1.9,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.67,13.38,27.17,171.92,19.81,62064.0,2.2663e+23,3.591e+03,1.637e+00,2.318,1.0014,1.9261e+23,74.05,84.99,2.02,3.3995e+22,25.88,15.00,4.00,2.2663e+19,0.07,0.01,16.04,
650.0,150.000,25.00,50.00,25601.308,25451.308,8.645,68.3,2.140e+02,8.725e-04,27.902,26.670,633.7,1.000e+05,0.002,171.509,68.3,2.140e+02,8.725e-04,0.0,7.693e-04,9.895e-04,9.590e-04,9.9,12.62,604.4,5049.37,0.0,-11.8,13.4,9.9,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.73,11.72,22.06,171.92,19.81,62064.0,2.2663e+23,3.591e+03,1.637e+00,2.318,1.0014,1.9261e+23,74.05,84.99,2.02,3.3995e+22,25.88,15.00,4.00,2.2663e+19,0.07,0.01,16.04,
660.0,150.000,25.00,75.00,25601.308,25451.308,8.645,68.3,2.140e+02,8.725e-04,27.902,26.670,633.7,1.000e+05,0.002,171.509,68.3,2.140e+02,8.725e-04,0.0,7.693e-04,9.895e-04,1.037e-03,18.9,12.62,581.3,5049.37,0.0,-11.8,13.4,18.9,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.78,10.05,31.60,171.92,19.81,62064.0,2.2663e+23,3.591e+03,1.637e+00,2.318,1.0014,1.9261e+23,74.05,84.99,2.02,3.3995e+22,25.88,15.00,4.00,2.2663e+19,0.07,0.01,16.04,
670.0,150.000,50.00,25.00,25360.195,25210.195,8.867,68.3,2.140e+02,8.725e-04,27.902,26.670,633.7,1.000e+05,0.002,171.509,68.3,2.140e+02,8.725e-04,0.0,7.693e-04,9.895e-04,8.300e-04,-4.9,12.62,649.7,12613.84,0.0,-11.8,13.4,-4.9,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,45.84,13.39,13.90,171.92,19.81,62064.0,2.2663e+23,3.591e+03,1.637e+00,2.318,1.0014,1.9261e+23,74.05,84.99,2.02,3.3995e+22,25.88,15.00,4.00,2.2663e+19,0.07,0.01,16.04,
