ElapsedTime_s,Height_km,Latitude_deg,LongitudeE_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,VerticalWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,VerticalWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,PerturbedVerticalWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,VerticalStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeE_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,Arnd_m3,Armass_pct,Armole_pct,Aramw,CO2nd_m3,CO2mass_pct,CO2mole_pct,CO2amw,COnd_m3,COmass_pct,COmole_pct,COamw,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,O2nd_m3,O2mass_pct,O2mole_pct,O2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,Hnd_m3,Hmass_pct,Hmole_pct,Hamw,Ond_m3,Omass_pct,Omole_pct,Oamw,H2Ond_m3,H2Omass_pct,H2Omole_pct,H2Oamw,TemperatureDaily_K,PressureDaily_Pa,DensityDaily_kgm3,EWWindDaily_ms,NSWindDaily_ms,TemperatureMin_K,TemperatureMax_K,DensityMin_kgm3,DensityMax_kgm3,PlanetoGraphicHeight_km,PlanetoGraphicLatitude_deg,ReferenceHeight_km,ReferenceRadius_km,GroundTemperature_K,ThermosphereBaseHeight_km,ThermosphereBaseTemperature_K,ExosphericTemperature_K,F1PeakHeight_km,Albedo,HeightOffset_km,LocalHeightOffset_km,DustOpticalDepth,DustColumnArealDensity_kgm2,DustMixingRatio,DustMassDensity_ugm3,DustNumberDensity_m3,IceIsPresent,WavePerturbation_pct
650.0,150.000,25.00,50.00,3543.104,3393.104,3.401,132.6,7.256e-07,2.372e-11,9.686,8.354,208.0,5.322e+02,0.000,197.733,288.6,2.700e-05,4.730e-10,0.0,1.636e-11,3.439e-11,1.657e-11,-30.1,45.00,248.8,618.81,-95.0,-96.5,-92.7,-96.5,7.1,-50.2,0.000,8.8,-4.3,2.932,15.9,-54.5,2.932,17.0,17.0,3.400,172.17,3.29,191.47,2.57,132.97,12.58,1.48,88774.9,3.9633e+14,2.307e+02,1.413e+00,36.038,1.0000,7.1770e+12,2.01,1.81,39.96,2.4965e+14,76.92,62.99,44.01,2.0466e+13,4.01,5.16,28.01,4.6009e+10,0.00,0.01,2.02,4.2471e+13,8.33,10.72,28.02,2.0709e+12,0.46,0.52,32.00,6.8372e+11,0.02,0.17,4.00,2.2026e+11,0.00,0.06,1.01,7.3543e+13,8.24,18.56,16.00,0.0000e+00,0.00,0.00,18.02,156.6,2.512e-06,6.785e-11,-11.7,-2.1,126.9,192.3,2.281e-11,1.054e-10,150.500,25.25,150.502,3392.602,164.9,117.578,116.2,133.1,999.900,0.266,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
660.0,150.000,25.00,75.00,3543.220,3393.220,3.401,140.1,1.144e-06,3.211e-11,11.640,9.369,225.5,5.392e+02,0.000,232.476,288.6,2.700e-05,4.730e-10,0.0,2.215e-11,4.656e-11,2.882e-11,-10.3,45.00,238.0,618.71,-93.2,-95.3,-90.2,-93.9,-20.9,-9.4,0.000,4.6,-7.2,2.993,-16.3,-16.6,2.993,17.0,17.0,3.400,172.17,3.29,191.43,4.24,112.16,12.58,1.48,88774.9,5.9121e+14,2.542e+02,1.428e+00,32.709,1.0000,1.0882e+13,2.25,1.84,39.96,3.0387e+14,69.15,51.40,44.01,2.9075e+13,4.21,4.92,28.01,5.6740e+10,0.00,0.01,2.02,6.0340e+13,8.74,10.21,28.02,3.0067e+12,0.50,0.51,32.00,9.0333e+11,0.02,0.15,4.00,2.5552e+11,0.00,0.04,1.01,1.8283e+14,15.13,30.92,16.00,0.0000e+00,0.00,0.00,18.02,156.6,2.512e-06,6.785e-11,-11.7,-2.1,126.9,192.3,2.281e-11,1.054e-10,150.617,25.25,150.618,3392.602,160.4,117.398,123.3,141.1,999.900,0.246,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
670.0,150.000,50.00,25.00,3535.533,3385.533,3.412,130.5,2.130e-06,6.285e-11,9.325,8.375,220.5,7.533e+02,0.000,183.560,288.6,2.700e-05,4.730e-10,0.0,4.335e-11,9.113e-11,2.630e-11,-58.2,45.00,340.8,1557.24,-86.7,-90.8,-80.7,-94.4,24.7,-130.4,0.000,-31.5,-0.1,-4.623,-6.8,-130.5,-4.623,17.0,17.0,3.400,172.17,3.29,191.39,0.91,125.08,12.58,1.48,88774.9,1.1823e+15,2.597e+02,1.434e+00,32.015,1.0000,2.1604e+13,2.28,1.83,39.96,5.8289e+14,67.77,49.30,44.01,5.4751e+13,4.05,4.63,28.01,9.5233e+10,0.00,0.01,2.02,1.1363e+14,8.41,9.61,28.02,5.7627e+12,0.49,0.49,32.00,1.4173e+12,0.01,0.12,4.00,4.5869e+11,0.00,0.04,1.01,4.0167e+14,16.98,33.97,16.00,0.0000e+00,0.00,0.00,18.02,158.1,3.798e-06,9.736e-11,-2.7,8.7,125.4,189.5,2.403e-11,1.605e-10,151.110,50.32,151.112,3384.421,182.2,120.670,122.0,130.8,999.900,0.269,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
680.0,150.000,50.00,50.00,3535.767,3385.767,3.411,125.4,9.418e-07,3.243e-11,8.399,7.795,202.8,7.443e+02,0.000,172.082,288.6,2.700e-05,4.730e-10,0.0,2.237e-11,4.703e-11,5.490e-11,69.3,45.00,155.8,438.35,-93.1,-95.3,-90.1,-88.4,-20.7,-119.7,0.000,24.3,7.7,8.481,3.6,-112.0,8.481,17.0,17.0,3.400,172.17,3.29,191.35,2.58,116.94,12.58,1.48,88774.9,5.4409e+14,2.316e+02,1.416e+00,35.897,1.0000,9.7732e+12,2.00,1.80,39.96,3.3962e+14,76.53,62.42,44.01,2.8433e+13,4.08,5.23,28.01,6.6764e+10,0.00,0.01,2.02,5.9003e+13,8.46,10.84,28.02,2.8579e+12,0.47,0.53,32.00,9.3570e+11,0.02,0.17,4.00,3.3557e+11,0.00,0.06,1.01,1.0306e+14,8.44,18.94,16.00,0.0000e+00,0.00,0.00,18.02,158.1,3.798e-06,9.736e-11,-2.7,8.7,125.4,189.5,2.403e-11,1.605e-10,151.344,50.32,151.347,3384.421,171.7,118.642,113.7,126.0,999.900,0.261,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
690.0,150.000,50.00,75.00,3535.946,3385.946,3.411,128.3,7.558e-07,2.484e-11,10.515,8.485,207.7,7.605e+02,0.000,217.966,288.6,2.700e-05,4.730e-10,0.0,1.713e-11,3.602e-11,9.008e-12,-63.7,45.00,345.0,438.27,-94.7,-96.4,-92.4,-98.1,-76.4,-59.6,0.000,-4.0,12.2,3.527,-80.5,-47.4,3.527,17.0,17.0,3.400,172.17,3.29,191.31,4.25,103.76,12.58,1.48,88774.9,4.2668e+14,2.371e+02,1.419e+00,35.064,1.0000,7.6664e+12,2.05,1.80,39.96,2.5306e+14,74.44,59.31,44.01,2.2757e+13,4.26,5.33,28.01,5.5827e+10,0.00,0.01,2.02,4.7224e+13,8.84,11.07,28.02,2.2721e+12,0.49,0.53,32.00,8.0263e+11,0.02,0.19,4.00,2.7445e+11,0.00,0.06,1.01,9.2561e+13,9.90,21.69,16.00,0.0000e+00,0.00,0.00,18.02,158.1,3.798e-06,9.736e-11,-2.7,8.7,125.4,189.5,2.403e-11,1.605e-10,151.523,50.32,151.525,3384.421,166.5,117.659,112.1,129.7,999.900,0.243,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
700.0,150.000,75.00,25.00,3529.449,3379.449,3.420,148.2,3.850e-06,8.617e-11,12.385,10.168,254.9,8.309e+02,0.000,237.659,288.6,2.700e-05,4.730e-10,0.0,5.943e-11,1.250e-10,5.904e-11,-31.5,45.00,308.0,1032.51,-81.8,-87.4,-73.6,-87.5,-77.3,-129.5,0.000,-4.2,-15.3,5.379,-81.5,-144.9,5.379,17.0,17.0,3.400,172.17,3.29,191.27,0.92,101.08,12.58,1.48,88774.9,1.8822e+15,3.016e+02,1.455e+00,27.571,1.0000,3.4487e+13,2.66,1.83,39.96,6.3364e+14,53.74,33.66,44.01,8.3913e+13,4.53,4.46,28.01,1.3359e+11,0.00,0.01,2.02,1.7416e+14,9.40,9.25,28.02,8.9529e+12,0.55,0.48,32.00,2.3111e+12,0.02,0.12,4.00,5.5465e+11,0.00,0.03,1.01,9.4408e+14,29.11,50.16,16.00,0.0000e+00,0.00,0.00,18.02,162.9,4.764e-06,1.094e-10,-6.0,5.9,144.3,179.4,6.280e-11,1.537e-10,151.919,75.16,151.920,3377.529,159.7,118.435,129.1,151.0,999.900,0.218,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
710.0,150.000,75.00,50.00,3529.558,3379.558,3.420,144.7,3.167e-06,7.094e-11,12.710,10.288,255.2,8.238e+02,0.000,246.266,288.6,2.700e-05,4.730e-10,0.0,4.892e-11,1.029e-10,6.094e-11,-14.1,45.00,275.3,176.65,-85.0,-89.7,-78.3,-87.1,-128.9,-80.1,0.000,6.5,-10.0,1.795,-122.4,-90.1,1.795,17.0,17.0,3.400,172.17,3.29,191.23,2.58,98.23,12.58,1.48,88774.9,1.5857e+15,3.086e+02,1.458e+00,26.941,1.0000,2.8900e+13,2.70,1.82,39.96,4.9292e+14,50.78,31.09,44.01,7.4803e+13,4.90,4.72,28.01,1.3622e+11,0.00,0.01,2.02,1.5524e+14,10.18,9.79,28.02,7.8179e+12,0.59,0.49,32.00,2.2755e+12,0.02,0.14,4.00,5.8472e+11,0.00,0.04,1.01,8.2303e+14,30.82,51.90,16.00,0.0000e+00,0.00,0.00,18.02,162.9,4.764e-06,1.094e-10,-6.0,5.9,144.3,179.4,6.280e-11,1.537e-10,152.029,75.16,152.030,3377.529,158.1,117.532,124.9,147.3,999.900,0.272,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
720.0,150.000,75.00,75.00,3529.552,3379.552,3.420,145.1,2.807e-06,6.315e-11,12.924,10.301,254.4,8.126e+02,0.000,251.810,288.6,2.700e-05,4.730e-10,0.0,4.355e-11,9.157e-11,6.697e-11,6.0,45.00,247.1,176.67,-86.6,-90.8,-80.6,-85.8,-157.5,-5.3,0.000,16.8,-18.2,-0.071,-140.7,-23.6,-0.071,17.0,17.0,3.400,172.17,3.29,191.19,4.25,93.25,12.58,1.48,88774.9,1.4009e+15,3.063e+02,1.457e+00,27.148,1.0000,2.5498e+13,2.68,1.82,39.96,4.4430e+14,51.41,31.72,44.01,6.7304e+13,4.96,4.80,28.01,1.2790e+11,0.00,0.01,2.02,1.3968e+14,10.29,9.97,28.02,6.9884e+12,0.59,0.50,32.00,2.1377e+12,0.02,0.15,4.00,5.4756e+11,0.00,0.04,1.01,7.1432e+14,30.05,50.99,16.00,0.0000e+00,0.00,0.00,18.02,162.9,4.764e-06,1.094e-10,-6.0,5.9,144.3,179.4,6.280e-11,1.537e-10,152.022,75.16,152.023,3377.529,156.9,117.045,123.0,147.8,999.900,0.287,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
730.0,100.000,25.00,25.00,3492.838,3392.838,3.501,114.4,1.572e-03,6.774e-08,6.334,6.521,180.6,6.062e+02,0.000,81.471,139.0,4.230e-03,1.590e-07,0.0,5.211e-08,8.806e-08,8.861e-08,30.8,30.00,157.9,6576.62,-57.4,-67.2,-44.6,-44.3,-6.6,-3.0,0.000,-16.1,-26.3,-0.705,-22.7,-29.2,-0.705,12.0,12.0,2.400,172.17,3.29,191.15,0.92,148.41,12.58,1.48,88774.9,9.9565e+17,2.029e+02,1.405e+00,40.972,1.0000,1.7196e+16,1.68,1.73,39.96,8.5656e+17,92.41,86.03,44.01,7.1318e+15,0.49,0.72,28.01,0.0000e+00,0.00,0.00,2.02,2.8828e+16,1.98,2.90,28.02,1.7291e+15,0.14,0.17,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,8.4204e+16,3.30,8.46,16.00,0.0000e+00,0.00,0.00,18.02,119.8,1.528e-03,6.369e-08,-4.8,0.5,103.3,131.9,5.124e-08,7.317e-08,100.235,25.25,100.236,3392.602,180.0,119.352,114.6,127.8,999.900,0.284,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
740.0,100.000,25.00,50.00,3493.104,3393.104,3.500,105.5,1.279e-03,5.991e-08,5.912,5.892,173.4,5.322e+02,0.000,76.488,139.0,4.230e-03,1.590e-07,0.0,4.608e-08,7.788e-08,6.239e-08,4.1,30.00,169.9,1267.18,-62.3,-71.0,-51.0,-60.8,9.9,-13.0,0.000,0.1,-21.2,-2.232,10.0,-34.2,-2.232,12.0,12.0,2.400,172.17,3.29,191.11,2.59,132.69,12.58,1.48,88774.9,8.7792e+17,2.023e+02,1.408e+00,41.093,1.0000,1.5113e+16,1.67,1.72,39.96,7.5903e+17,92.59,86.46,44.01,6.5450e+15,0.51,0.75,28.01,0.0000e+00,0.00,0.00,2.02,2.5344e+16,1.97,2.89,28.02,1.5367e+15,0.14,0.18,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,7.0352e+16,3.12,8.01,16.00,0.0000e+00,0.00,0.00,18.02,119.8,1.528e-03,6.369e-08,-4.8,0.5,103.3,131.9,5.124e-08,7.317e-08,100.501,25.25,100.502,3392.602,164.8,117.562,116.2,133.3,999.900,0.266,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
750.0,100.000,25.00,75.00,3493.220,3393.220,3.500,103.7,1.087e-03,5.299e-08,5.718,5.539,169.8,5.392e+02,0.000,74.989,139.0,4.230e-03,1.590e-07,0.0,4.076e-08,6.888e-08,6.826e-08,28.8,30.00,149.6,1267.31,-66.7,-74.4,-56.7,-57.1,14.5,-21.7,0.000,19.5,15.4,1.174,34.0,-6.2,1.174,12.0,12.0,2.400,172.17,3.29,191.07,4.26,111.84,12.58,1.48,88774.9,7.5988e+17,1.980e+02,1.405e+00,41.993,1.0000,1.3079e+16,1.64,1.72,39.96,6.8140e+17,93.98,89.67,44.01,5.6870e+15,0.50,0.75,28.01,0.0000e+00,0.00,0.00,2.02,2.1934e+16,1.93,2.89,28.02,1.3313e+15,0.13,0.18,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,3.6449e+16,1.83,4.80,16.00,0.0000e+00,0.00,0.00,18.02,119.8,1.528e-03,6.369e-08,-4.8,0.5,103.3,131.9,5.124e-08,7.317e-08,100.617,25.25,100.618,3392.602,160.5,117.409,123.4,141.2,999.900,0.246,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
760.0,100.000,50.00,25.00,3485.533,3385.533,3.511,116.3,3.334e-03,1.416e-07,6.208,6.295,181.8,7.533e+02,0.000,76.531,139.0,4.230e-03,1.590e-07,0.0,1.089e-07,1.841e-07,1.068e-07,-24.6,30.00,209.3,3188.48,-10.9,-31.5,15.8,-32.8,-14.1,4.3,0.000,-24.9,3.9,-0.376,-39.0,8.3,-0.376,12.0,12.0,2.400,172.17,3.29,191.03,0.93,125.01,12.58,1.48,88774.9,2.0754e+18,2.024e+02,1.404e+00,41.086,1.0000,3.6045e+16,1.69,1.74,39.96,1.7938e+18,92.58,86.43,44.01,1.4476e+16,0.48,0.70,28.01,0.0000e+00,0.00,0.00,2.02,6.0415e+16,1.99,2.91,28.02,3.5953e+15,0.13,0.17,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,1.6704e+17,3.13,8.05,16.00,0.0000e+00,0.00,0.00,18.02,119.3,3.393e-03,1.414e-07,7.7,1.6,105.2,128.5,1.224e-07,1.573e-07,101.111,50.32,101.112,3384.421,182.1,120.637,121.9,130.6,999.900,0.269,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
770.0,100.000,50.00,50.00,3485.767,3385.767,3.510,109.0,2.992e-03,1.346e-07,5.923,5.928,176.9,7.443e+02,0.000,73.593,139.0,4.230e-03,1.590e-07,0.0,1.036e-07,1.750e-07,1.300e-07,-3.4,30.00,180.0,896.89,-15.3,-34.9,10.1,-18.2,8.4,13.6,0.000,0.5,2.3,-0.019,8.9,15.9,-0.019,12.0,12.0,2.400,172.17,3.29,190.99,2.60,116.78,12.58,1.48,88774.9,1.9880e+18,2.039e+02,1.408e+00,40.786,1.0000,3.4396e+16,1.70,1.73,39.96,1.6968e+18,92.10,85.35,44.01,1.4479e+16,0.50,0.73,28.01,0.0000e+00,0.00,0.00,2.02,5.7671e+16,1.99,2.90,28.02,3.4718e+15,0.14,0.17,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,1.8113e+17,3.57,9.11,16.00,0.0000e+00,0.00,0.00,18.02,119.3,3.393e-03,1.414e-07,7.7,1.6,105.2,128.5,1.224e-07,1.573e-07,101.345,50.32,101.347,3384.421,171.6,118.618,113.7,126.0,999.900,0.261,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
780.0,100.000,50.00,75.00,3485.946,3385.946,3.510,105.2,2.711e-03,1.268e-07,5.734,5.649,173.5,7.605e+02,0.000,71.928,139.0,4.230e-03,1.590e-07,0.0,9.753e-08,1.648e-07,1.508e-07,18.9,30.00,159.1,897.00,-20.3,-38.7,3.7,-5.2,23.4,2.9,0.000,-13.4,-21.4,-0.749,9.9,-18.5,-0.749,12.0,12.0,2.400,172.17,3.29,190.95,4.27,103.54,12.58,1.48,88774.9,1.8668e+18,2.033e+02,1.408e+00,40.902,1.0000,3.2238e+16,1.69,1.73,39.96,1.6011e+18,92.28,85.77,44.01,1.3894e+16,0.51,0.74,28.01,0.0000e+00,0.00,0.00,2.02,5.4061e+16,1.98,2.90,28.02,3.2738e+15,0.14,0.18,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,1.6223e+17,3.40,8.69,16.00,0.0000e+00,0.00,0.00,18.02,119.3,3.393e-03,1.414e-07,7.7,1.6,105.2,128.5,1.224e-07,1.573e-07,101.524,50.32,101.525,3384.421,166.5,117.655,112.1,129.8,999.900,0.243,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
790.0,100.000,75.00,25.00,3479.449,3379.449,3.519,114.4,4.886e-03,2.089e-07,6.616,6.496,181.4,8.310e+02,0.000,79.689,139.0,4.230e-03,1.590e-07,0.0,1.607e-07,2.715e-07,1.715e-07,-17.9,30.00,200.1,2113.69,31.4,1.0,70.8,7.9,-20.3,-25.9,0.000,4.7,2.1,2.575,-15.6,-23.8,2.575,12.0,12.0,2.400,172.17,3.29,190.91,0.94,101.06,12.58,1.48,88774.9,3.0924e+18,2.044e+02,1.406e+00,40.673,1.0000,5.3223e+16,1.69,1.72,39.96,2.6275e+18,91.94,84.97,44.01,2.2593e+16,0.50,0.73,28.01,0.0000e+00,0.00,0.00,2.02,8.9241e+16,1.99,2.89,28.02,5.3836e+15,0.14,0.17,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,2.9448e+17,3.75,9.52,16.00,0.0000e+00,0.00,0.00,18.02,118.6,5.140e-03,2.143e-07,13.1,0.6,109.3,124.7,1.921e-07,2.346e-07,101.919,75.16,101.920,3377.529,159.7,118.420,129.0,150.9,999.900,0.218,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
800.0,100.000,75.00,50.00,3479.558,3379.558,3.518,110.9,4.616e-03,2.016e-07,6.383,6.251,179.6,8.238e+02,0.000,77.188,139.0,4.230e-03,1.590e-07,0.0,1.551e-07,2.621e-07,3.156e-07,56.6,30.00,143.5,360.60,26.8,-2.5,64.8,98.5,-14.0,-11.8,0.000,-28.2,-5.8,-3.601,-42.2,-17.6,-3.601,12.0,12.0,2.400,172.17,3.29,190.86,2.61,98.17,12.58,1.48,88774.9,3.0141e+18,2.064e+02,1.409e+00,40.282,1.0000,5.1784e+16,1.70,1.72,39.96,2.5188e+18,91.30,83.57,44.01,2.2471e+16,0.52,0.75,28.01,0.0000e+00,0.00,0.00,2.02,8.6842e+16,2.00,2.88,28.02,5.2681e+15,0.14,0.17,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,3.2891e+17,4.33,10.91,16.00,0.0000e+00,0.00,0.00,18.02,118.6,5.140e-03,2.143e-07,13.1,0.6,109.3,124.7,1.921e-07,2.346e-07,102.029,75.16,102.030,3377.529,158.0,117.521,124.8,147.2,999.900,0.272,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
810.0,100.000,75.00,75.00,3479.552,3379.552,3.518,109.3,4.425e-03,1.953e-07,6.258,6.097,178.7,8.126e+02,0.000,75.855,139.0,4.230e-03,1.590e-07,0.0,1.502e-07,2.539e-07,2.609e-07,33.6,30.00,154.7,360.53,22.8,-5.5,59.7,64.1,-9.2,-5.2,0.000,-2.5,4.7,-4.841,-11.7,-0.5,-4.841,12.0,12.0,2.400,172.17,3.29,190.82,4.28,93.17,12.58,1.48,88774.9,2.9335e+18,2.074e+02,1.410e+00,40.094,1.0000,5.0352e+16,1.71,1.72,39.96,2.4318e+18,90.99,82.90,44.01,2.2113e+16,0.53,0.75,28.01,0.0000e+00,0.00,0.00,2.02,8.4449e+16,2.01,2.88,28.02,5.1387e+15,0.14,0.18,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,3.3966e+17,4.62,11.58,16.00,0.0000e+00,0.00,0.00,18.02,118.6,5.140e-03,2.143e-07,13.1,0.6,109.3,124.7,1.921e-07,2.346e-07,102.023,75.16,102.023,3377.529,156.9,117.042,123.0,147.9,999.900,0.287,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
820.0,50.000,25.00,25.00,3442.838,3392.838,3.604,139.1,2.309e+00,8.789e-05,8.047,8.604,190.9,6.061e+02,0.004,44.826,152.2,3.150e+00,1.080e-04,0.0,8.199e-05,9.421e-05,8.908e-05,1.4,7.19,189.6,16111.56,-18.6,-24.1,-12.8,-17.5,-36.8,41.2,0.000,-6.9,2.7,-0.245,-43.8,43.9,-0.245,7.0,7.0,1.400,172.17,3.29,190.78,0.95,148.26,12.58,1.48,88774.9,1.2194e+21,1.889e+02,1.387e+00,43.403,0.9861,2.2656e+19,1.71,1.86,39.96,1.1559e+21,96.11,94.79,44.01,1.3731e+18,0.07,0.11,28.01,0.0000e+00,0.00,0.00,2.02,3.7760e+19,2.00,3.10,28.02,1.7850e+18,0.11,0.15,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,2.4290e+13,0.00,0.00,18.02,140.2,2.267e+00,8.558e-05,-39.1,2.4,132.2,145.8,8.092e-05,9.020e-05,50.236,25.26,50.236,3392.602,180.0,999.000,0.0,0.0,999.900,0.284,-0.001,0.000,0.300,0.002,0.000,0.361,1838.143,99,0.0
830.0,50.000,25.00,50.00,3443.104,3393.104,3.603,136.7,2.230e+00,8.637e-05,7.935,8.345,189.3,5.322e+02,0.004,43.449,152.2,3.150e+00,1.080e-04,0.0,8.058e-05,9.258e-05,8.021e-05,-7.1,7.19,196.4,3534.69,-20.0,-25.4,-14.3,-25.7,-19.9,42.9,0.000,-0.3,5.4,2.035,-20.2,48.3,2.035,7.0,7.0,1.400,172.17,3.29,190.74,2.62,132.40,12.58,1.48,88774.9,1.1984e+21,1.889e+02,1.387e+00,43.403,0.9861,2.2265e+19,1.71,1.86,39.96,1.1359e+21,96.11,94.79,44.01,1.3494e+18,0.07,0.11,28.01,0.0000e+00,0.00,0.00,2.02,3.7108e+19,2.00,3.10,28.02,1.7542e+18,0.11,0.15,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,1.1298e+13,0.00,0.00,18.02,140.2,2.267e+00,8.558e-05,-39.1,2.4,132.2,145.8,8.092e-05,9.020e-05,50.501,25.26,50.502,3392.602,164.7,999.000,0.0,0.0,999.900,0.266,-0.001,0.000,0.300,0.002,0.000,0.434,2209.271,99,0.0
840.0,50.000,25.00,75.00,3443.220,3393.220,3.603,134.9,2.158e+00,8.471e-05,7.868,7.982,188.0,5.392e+02,0.004,43.437,152.2,3.150e+00,1.080e-04,0.0,7.903e-05,9.080e-05,7.561e-05,-10.7,7.19,199.0,3534.56,-21.6,-26.8,-15.9,-30.0,-5.9,37.4,0.000,-9.2,-0.7,-1.097,-15.1,36.8,-1.097,7.0,7.0,1.400,172.17,3.29,190.70,4.29,111.52,12.58,1.48,88774.9,1.1753e+21,1.889e+02,1.388e+00,43.403,0.9861,2.1836e+19,1.71,1.86,39.96,1.1140e+21,96.11,94.79,44.01,1.3234e+18,0.07,0.11,28.01,0.0000e+00,0.00,0.00,2.02,3.6393e+19,2.00,3.10,28.02,1.7204e+18,0.11,0.15,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,6.3021e+12,0.00,0.00,18.02,140.2,2.267e+00,8.558e-05,-39.1,2.4,132.2,145.8,8.092e-05,9.020e-05,50.618,25.26,50.618,3392.602,160.6,999.000,0.0,0.0,999.900,0.246,-0.001,0.000,0.300,0.002,0.000,0.406,2067.914,99,0.0
850.0,50.000,50.00,25.00,3435.533,3385.533,3.614,155.2,2.173e+00,7.417e-05,9.056,9.490,201.0,7.533e+02,0.003,52.963,152.2,3.150e+00,1.080e-04,0.0,6.920e-05,7.951e-05,7.512e-05,1.3,7.19,199.7,8892.88,-31.3,-35.9,-26.4,-30.4,43.5,43.9,0.000,-5.4,-1.3,-0.439,38.1,42.6,-0.439,7.0,7.0,1.400,172.17,3.29,190.66,0.96,124.94,12.58,1.48,88774.9,1.0292e+21,1.887e+02,1.379e+00,43.399,0.9851,1.9236e+19,1.72,1.87,39.96,9.7525e+20,96.09,94.76,44.01,1.1658e+18,0.07,0.11,28.01,0.0000e+00,0.00,0.00,2.02,3.2059e+19,2.01,3.11,28.02,1.5155e+18,0.11,0.15,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,2.1515e+15,0.00,0.00,18.02,150.9,2.236e+00,7.853e-05,31.0,-0.9,144.1,156.0,7.266e-05,8.468e-05,51.111,50.33,51.112,3384.421,182.1,999.000,0.0,0.0,999.900,0.269,-0.001,0.000,0.300,0.002,0.000,0.191,972.378,99,0.0
