ElapsedTime_s,Height_km,Latitude_deg,LongitudeE_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeE_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,CO2nd_m3,CO2mass_pct,CO2mole_pct,CO2amw,COnd_m3,COmass_pct,COmole_pct,COamw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,Hnd_m3,Hmass_pct,Hmole_pct,Hamw,Nnd_m3,Nmass_pct,Nmole_pct,Namw,Ond_m3,Omass_pct,Omole_pct,Oamw,HeightAboveSurface_km,SurfaceHeight_km
330.0,350.000,50.00,75.00,6401.800,6051.800,7.927,145.7,2.568e-08,2.368e-14,136.825,109.880,1344.5,9.209e+06,0.000,4585.464,230.0,3.992e-09,4.969e-15,0.0,2.059e-14,2.723e-14,2.928e-14,23.7,14.02,1209.1,45.97,376.5,314.3,447.9,489.2,160.4,-120.5,-13.0,5.6,147.4,-114.9,25.0,12.5,262.54,-2.62,303.42,3.23,117.46,5.86,0.72,10087200.0,1.2764e+13,7.443e+03,1.667e+00,1.117,1.0000,1.0000e-09,0.00,0.00,44.00,3.7131e-03,0.00,0.00,28.00,3.8156e-03,0.00,0.00,28.00,4.5735e+11,12.83,3.58,4.00,1.2306e+13,87.17,96.42,1.01,3.6868e+04,0.00,0.00,14.00,3.6650e+05,0.00,0.00,16.00,350.311,-0.311
340.0,350.000,75.00,25.00,6401.800,6051.800,7.927,228.9,4.062e-09,5.019e-15,102.110,71.472,1161.4,9.209e+06,0.000,3610.332,230.0,3.992e-09,4.969e-15,0.0,4.364e-15,5.772e-15,6.184e-15,23.2,14.02,1046.4,108.46,1.0,-12.2,16.1,24.4,121.4,33.5,-15.0,-1.2,106.3,32.3,25.0,12.5,262.54,-2.62,303.42,6.56,90.36,5.86,0.72,10087200.0,1.2855e+12,3.536e+03,1.667e+00,2.351,1.0000,2.1122e-02,0.00,0.00,44.00,7.3019e+03,0.00,0.00,28.00,5.5855e+03,0.00,0.00,28.00,5.7071e+11,75.53,44.40,4.00,7.1354e+11,23.84,55.51,1.01,5.5366e+07,0.03,0.00,14.00,1.1404e+09,0.60,0.09,16.00,348.326,1.674
350.0,350.000,75.00,50.00,6401.800,6051.800,7.927,209.2,5.792e-09,6.251e-15,116.895,76.575,1242.7,9.209e+06,0.000,4091.614,230.0,3.992e-09,4.969e-15,0.0,5.435e-15,7.188e-15,7.227e-15,15.6,14.02,1155.7,18.53,25.8,9.4,44.7,45.4,117.6,-65.3,-5.6,-1.0,112.0,-66.3,25.0,12.5,262.54,-2.62,303.42,4.89,96.77,5.86,0.72,10087200.0,2.0051e+12,4.429e+03,1.667e+00,1.877,1.0000,1.5379e-04,0.00,0.00,44.00,3.8483e+02,0.00,0.00,28.00,3.1567e+02,0.00,0.00,28.00,5.8048e+11,61.68,28.95,4.00,1.4244e+12,38.22,71.04,1.01,1.2506e+07,0.00,0.00,14.00,2.2446e+08,0.10,0.01,16.00,349.288,0.712
360.0,350.000,75.00,75.00,6401.800,6051.800,7.927,191.8,8.432e-09,8.189e-15,129.894,83.858,1310.0,9.209e+06,0.000,4497.837,230.0,3.992e-09,4.969e-15,0.0,7.121e-15,9.418e-15,9.329e-15,13.9,14.02,1227.4,18.54,64.8,43.3,89.5,87.7,91.8,-151.9,-11.1,6.0,80.7,-146.0,25.0,12.5,262.54,-2.62,303.42,3.23,102.46,5.86,0.72,10087200.0,3.1847e+12,5.369e+03,1.667e+00,1.549,1.0000,1.4471e-06,0.00,0.00,44.00,2.3370e+01,0.00,0.00,28.00,2.0395e+01,0.00,0.00,28.00,5.7340e+11,46.51,18.00,4.00,2.6113e+12,53.48,81.99,1.01,3.0379e+06,0.00,0.00,14.00,4.7603e+07,0.02,0.00,16.00,350.694,-0.694
370.0,300.000,25.00,25.00,6351.800,6051.800,8.052,243.9,5.751e-09,9.819e-15,72.745,42.381,987.1,9.209e+06,0.000,2546.784,230.0,6.978e-09,1.111e-14,0.0,8.538e-15,1.129e-14,1.160e-14,18.1,14.02,908.1,451.17,-11.6,-23.1,1.6,4.4,233.0,14.7,9.8,-3.5,242.9,11.2,25.0,12.5,262.54,-2.62,303.42,6.56,83.50,5.86,0.72,10087200.0,1.7079e+12,2.402e+03,1.663e+00,3.462,1.0000,1.6521e+03,0.00,0.00,44.00,9.9348e+06,0.00,0.00,28.00,7.4884e+06,0.00,0.00,28.00,1.0461e+12,70.77,61.25,4.00,5.9076e+11,10.09,34.59,1.01,2.1589e+09,0.51,0.13,14.00,6.8819e+10,18.62,4.03,16.00,300.458,-0.458
380.0,300.000,25.00,50.00,6351.800,6051.800,8.052,180.5,1.657e-08,1.923e-14,107.022,68.932,1198.4,9.209e+06,0.000,3633.535,230.0,6.978e-09,1.111e-14,0.0,1.672e-14,2.211e-14,1.934e-14,0.6,14.02,1195.0,83.59,73.1,50.5,99.0,74.1,225.8,-28.6,-21.7,8.3,204.1,-20.2,25.0,12.5,262.54,-2.62,303.42,4.89,106.12,5.86,0.72,10087200.0,6.6478e+12,4.773e+03,1.667e+00,1.742,1.0000,7.2201e-03,0.00,0.00,44.00,5.8741e+03,0.00,0.00,28.00,5.3348e+03,0.00,0.00,28.00,1.6212e+12,56.00,24.39,4.00,5.0254e+12,43.83,75.60,1.01,4.7720e+07,0.01,0.00,14.00,1.1566e+09,0.16,0.02,16.00,300.323,-0.323
390.0,300.000,25.00,75.00,6351.800,6051.800,8.052,135.0,3.296e-08,3.548e-14,115.376,83.896,1244.3,9.209e+06,0.000,3837.824,230.0,6.978e-09,1.111e-14,0.0,3.085e-14,4.080e-14,3.419e-14,-3.7,14.02,1267.7,83.58,219.4,177.7,267.3,207.7,176.2,-66.5,-33.4,8.1,142.9,-58.4,25.0,12.5,262.54,-2.62,303.42,3.23,128.33,5.86,0.72,10087200.0,1.7691e+13,6.884e+03,1.667e+00,1.208,1.0000,4.4701e-08,0.00,0.00,44.00,4.0653e+00,0.00,0.00,28.00,4.8524e+00,0.00,0.00,28.00,1.1704e+12,21.91,6.62,4.00,1.6520e+13,78.09,93.38,1.01,1.2838e+06,0.00,0.00,14.00,2.1917e+07,0.00,0.00,16.00,301.167,-1.167
400.0,300.000,50.00,25.00,6351.800,6051.800,8.052,237.2,6.295e-09,1.030e-14,75.892,47.008,1008.5,9.209e+06,0.000,2650.098,230.0,6.978e-09,1.111e-14,0.0,8.957e-15,1.185e-14,1.113e-14,8.1,14.02,970.1,210.69,-7.3,-19.4,6.6,0.2,212.1,26.6,-20.1,3.0,192.0,29.6,25.0,12.5,262.54,-2.62,303.42,6.56,86.61,5.86,0.72,10087200.0,1.9218e+12,2.576e+03,1.664e+00,3.228,1.0000,6.9926e+02,0.00,0.00,44.00,5.5954e+06,0.00,0.00,28.00,4.2395e+06,0.00,0.00,28.00,1.1677e+12,75.29,60.76,4.00,7.0248e+11,11.44,36.55,1.01,1.5783e+09,0.36,0.08,14.00,5.0049e+10,12.91,2.60,16.00,298.664,1.336
410.0,300.000,50.00,50.00,6351.800,6051.800,8.052,191.3,1.317e-08,1.619e-14,100.982,66.109,1164.1,9.209e+06,0.000,3451.719,230.0,6.978e-09,1.111e-14,0.0,1.408e-14,1.862e-14,1.730e-14,6.9,14.02,1126.1,59.30,45.8,26.7,67.6,55.8,205.5,-51.8,-24.7,1.9,180.8,-49.9,25.0,12.5,262.54,-2.62,303.42,4.89,102.60,5.86,0.72,10087200.0,4.9844e+12,4.250e+03,1.667e+00,1.956,1.0000,8.0385e-02,0.00,0.00,44.00,2.4540e+04,0.00,0.00,28.00,2.1450e+04,0.00,0.00,28.00,1.5645e+12,64.17,31.39,4.00,3.4173e+12,35.39,68.56,1.01,9.8407e+07,0.01,0.00,14.00,2.5386e+09,0.42,0.05,16.00,299.401,0.599
420.0,300.000,50.00,75.00,6351.800,6051.800,8.052,145.7,3.798e-08,4.015e-14,117.478,81.262,1255.6,9.209e+06,0.000,3891.107,230.0,6.978e-09,1.111e-14,0.0,3.491e-14,4.617e-14,4.760e-14,18.6,14.02,1153.2,59.30,261.4,214.3,315.6,328.5,160.4,-120.5,-55.3,-6.3,105.1,-126.8,25.0,12.5,262.54,-2.62,303.42,3.23,117.46,5.86,0.72,10087200.0,1.8876e+13,6.491e+03,1.667e+00,1.281,1.0000,1.5449e-06,0.00,0.00,44.00,3.7947e+01,0.00,0.00,28.00,3.8994e+01,0.00,0.00,28.00,1.7099e+12,28.29,9.06,4.00,1.7166e+13,71.71,90.94,1.01,3.7271e+06,0.00,0.00,14.00,7.1644e+07,0.00,0.00,16.00,300.311,-0.311
430.0,300.000,75.00,25.00,6351.800,6051.800,8.052,228.9,7.070e-09,1.115e-14,78.741,52.045,1027.6,9.209e+06,0.000,2740.430,230.0,6.978e-09,1.111e-14,0.0,9.697e-15,1.282e-14,1.246e-14,11.8,14.02,972.0,139.90,0.4,-12.7,15.4,12.2,121.4,33.5,-67.2,-14.3,54.2,19.3,25.0,12.5,262.54,-2.62,303.43,6.56,90.36,5.86,0.72,10087200.0,2.2372e+12,2.770e+03,1.665e+00,3.002,1.0000,2.1662e+02,0.00,0.00,44.00,2.6053e+06,0.00,0.00,28.00,1.9929e+06,0.00,0.00,28.00,1.3214e+12,78.71,59.06,4.00,8.8195e+11,13.26,39.42,1.01,1.0458e+09,0.22,0.05,14.00,3.2777e+10,7.81,1.47,16.00,298.326,1.674
440.0,300.000,75.00,50.00,6351.800,6051.800,8.052,209.2,9.416e-09,1.292e-14,90.544,61.386,1102.2,9.209e+06,0.000,3125.266,230.0,6.978e-09,1.111e-14,0.0,1.123e-14,1.485e-14,1.601e-14,23.9,14.02,990.1,23.90,16.3,1.1,33.7,44.1,117.6,-65.3,-52.0,-10.8,65.6,-76.1,25.0,12.5,262.54,-2.62,303.43,4.90,96.77,5.86,0.72,10087200.0,3.2596e+12,3.485e+03,1.666e+00,2.386,1.0000,3.7596e+00,0.00,0.00,44.00,2.3865e+05,0.00,0.00,28.00,1.9575e+05,0.00,0.00,28.00,1.4544e+12,74.80,44.62,4.00,1.7960e+12,23.32,55.10,1.01,3.1143e+08,0.06,0.01,14.00,8.8480e+09,1.82,0.27,16.00,299.288,0.712
450.0,300.000,75.00,75.00,6351.800,6051.800,8.052,191.8,1.305e-08,1.609e-14,100.723,65.999,1162.6,9.209e+06,0.000,3443.774,230.0,6.978e-09,1.111e-14,0.0,1.399e-14,1.850e-14,1.916e-14,19.1,14.02,1065.2,23.91,44.8,25.9,66.5,72.5,91.8,-151.9,-38.0,-11.7,53.8,-163.6,25.0,12.5,262.54,-2.62,303.43,3.23,102.46,5.86,0.72,10087200.0,4.9275e+12,4.229e+03,1.667e+00,1.966,1.0000,8.8708e-02,0.00,0.00,44.00,2.6015e+04,0.00,0.00,28.00,2.2703e+04,0.00,0.00,28.00,1.5619e+12,64.49,31.70,4.00,3.3629e+12,35.06,68.25,1.01,1.0136e+08,0.01,0.00,14.00,2.6214e+09,0.43,0.05,16.00,300.694,-0.694
460.0,250.000,25.00,25.00,6301.800,6051.800,8.180,243.9,2.023e-08,6.769e-14,31.408,19.748,699.7,9.209e+06,0.000,1060.099,230.0,1.648e-08,5.060e-14,0.0,5.886e-14,7.784e-14,8.936e-14,32.0,14.02,609.0,640.57,33.8,16.3,53.8,76.6,233.0,14.7,-2.2,11.8,230.9,26.5,25.0,12.5,262.54,-2.62,303.43,6.56,83.49,5.86,0.72,10087200.0,4.7835e+12,1.225e+03,1.639e+00,6.787,1.0000,1.1015e+07,0.00,0.00,44.00,2.6953e+09,0.20,0.06,28.00,2.0316e+09,0.15,0.04,28.00,2.3288e+12,24.68,48.68,4.00,7.2296e+11,1.93,15.11,1.01,3.5560e+10,1.32,0.74,14.00,1.6914e+12,71.71,35.36,16.00,250.458,-0.458
470.0,250.000,25.00,50.00,6301.800,6051.800,8.180,180.5,3.646e-08,5.708e-14,55.029,36.703,1031.5,9.209e+06,0.000,1824.911,230.0,1.648e-08,5.060e-14,0.0,4.963e-14,6.564e-14,6.090e-14,6.7,14.02,998.6,118.48,12.8,-1.9,29.7,20.4,225.8,-28.6,-20.2,17.9,205.6,-10.7,25.0,12.5,262.54,-2.62,303.43,4.90,106.12,5.86,0.72,10087200.0,1.1471e+13,3.538e+03,1.666e+00,2.350,1.0000,1.0597e+03,0.00,0.00,44.00,1.1396e+07,0.00,0.00,28.00,1.0350e+07,0.00,0.00,28.00,4.7800e+12,70.25,41.67,4.00,6.6010e+12,24.50,57.55,1.01,2.1019e+09,0.11,0.02,14.00,8.7487e+10,5.14,0.76,16.00,250.323,-0.323
480.0,250.000,25.00,75.00,6301.800,6051.800,8.180,135.0,5.335e-08,7.280e-14,86.330,55.204,1105.1,9.209e+06,0.000,2830.075,230.0,1.648e-08,5.060e-14,0.0,6.331e-14,8.372e-14,6.593e-14,-9.4,14.02,1161.3,118.46,43.9,25.1,65.5,30.3,176.2,-66.5,31.0,16.7,207.3,-49.7,25.0,12.5,262.54,-2.62,303.43,3.23,128.32,5.86,0.72,10087200.0,2.8786e+13,5.430e+03,1.667e+00,1.531,1.0000,3.6403e-01,0.00,0.00,44.00,1.0160e+05,0.00,0.00,28.00,1.2127e+05,0.00,0.00,28.00,4.9729e+12,45.15,17.28,4.00,2.3805e+13,54.58,82.70,1.01,2.0295e+08,0.01,0.00,14.00,7.1418e+09,0.26,0.02,16.00,251.167,-1.167
490.0,250.000,50.00,25.00,6301.800,6051.800,8.180,237.2,1.833e-08,5.870e-14,34.064,20.366,716.6,9.209e+06,0.000,1153.090,230.0,1.648e-08,5.060e-14,0.0,5.104e-14,6.750e-14,5.056e-14,-13.9,14.02,772.1,298.62,16.0,0.9,33.4,-0.1,212.1,26.6,-6.0,38.4,206.1,65.0,25.0,12.5,262.54,-2.62,303.43,6.56,86.61,5.86,0.72,10087200.0,4.9003e+12,1.317e+03,1.644e+00,6.315,1.0000,5.9700e+06,0.00,0.00,44.00,1.7766e+09,0.15,0.04,28.00,1.3461e+09,0.11,0.03,28.00,2.6587e+12,31.72,54.26,4.00,8.6461e+11,2.61,17.64,1.01,2.8124e+10,1.17,0.57,14.00,1.3458e+12,64.23,27.46,16.00,248.664,1.336
500.0,250.000,50.00,50.00,6301.800,6051.800,8.180,191.3,3.066e-08,5.211e-14,49.941,33.081,989.7,9.209e+06,0.000,1664.833,230.0,1.648e-08,5.060e-14,0.0,4.532e-14,5.993e-14,3.989e-14,-23.4,14.02,1131.2,84.05,3.0,-10.4,18.4,-21.2,205.5,-51.8,13.6,49.8,219.1,-2.0,25.0,12.5,262.54,-2.62,303.43,4.90,102.60,5.86,0.72,10087200.0,8.9145e+12,3.075e+03,1.665e+00,2.704,1.0000,6.0290e+03,0.00,0.00,44.00,3.1058e+07,0.00,0.00,28.00,2.7146e+07,0.00,0.00,28.00,4.3400e+12,71.49,48.68,4.00,4.4205e+12,18.39,49.59,1.01,3.5008e+09,0.20,0.04,14.00,1.5043e+11,9.91,1.69,16.00,249.401,0.599
510.0,250.000,50.00,75.00,6301.800,6051.800,8.180,145.7,6.376e-08,8.695e-14,81.975,52.467,1105.5,9.209e+06,0.000,2672.720,230.0,1.648e-08,5.060e-14,0.0,7.561e-14,9.999e-14,7.843e-14,-9.8,14.02,1164.0,84.05,71.8,49.4,97.6,55.0,160.4,-120.5,34.3,23.8,194.8,-96.6,25.0,12.5,262.54,-2.62,303.43,3.23,117.46,5.86,0.72,10087200.0,3.0613e+13,5.032e+03,1.667e+00,1.652,1.0000,3.8813e+00,0.00,0.00,44.00,4.4869e+05,0.00,0.00,28.00,4.6106e+05,0.00,0.00,28.00,6.5275e+12,51.53,21.32,4.00,2.4070e+13,47.98,78.63,1.01,4.0528e+08,0.01,0.00,14.00,1.5222e+10,0.48,0.05,16.00,250.311,-0.311
520.0,250.000,75.00,25.00,6301.800,6051.800,8.180,228.9,1.677e-08,5.008e-14,37.776,21.519,743.4,9.209e+06,0.000,1282.072,230.0,1.648e-08,5.060e-14,0.0,4.355e-14,5.759e-14,4.378e-14,-12.6,14.02,795.1,198.28,-1.0,-13.9,13.8,-13.5,121.4,33.6,16.6,3.8,138.0,37.3,25.0,12.5,262.54,-2.62,303.43,6.56,90.36,5.86,0.72,10087200.0,5.2102e+12,1.463e+03,1.650e+00,5.682,1.0000,2.5717e+06,0.00,0.00,44.00,1.0203e+09,0.10,0.02,28.00,7.8045e+08,0.07,0.01,28.00,3.1003e+12,41.69,59.51,4.00,1.0938e+12,3.71,20.99,1.01,2.0696e+10,0.97,0.40,14.00,9.9360e+11,53.45,19.07,16.00,248.326,1.674
530.0,250.000,75.00,50.00,6301.800,6051.800,8.180,209.2,2.301e-08,4.765e-14,43.299,27.618,895.5,9.209e+06,0.000,1455.871,230.0,1.648e-08,5.060e-14,0.0,4.144e-14,5.480e-14,4.160e-14,-12.7,14.02,958.4,33.87,-5.8,-18.1,8.3,-17.8,117.6,-65.3,20.6,3.7,138.2,-61.6,25.0,12.5,262.54,-2.62,303.43,4.90,96.77,5.86,0.72,10087200.0,6.3486e+12,2.308e+03,1.661e+00,3.603,1.0000,1.0786e+05,0.00,0.00,44.00,1.6386e+08,0.02,0.00,28.00,1.3441e+08,0.02,0.00,28.00,3.6976e+12,63.96,58.24,4.00,2.2729e+12,9.93,35.80,1.01,8.1607e+09,0.49,0.13,14.00,3.6968e+11,25.58,5.82,16.00,249.288,0.712
540.0,250.000,75.00,75.00,6301.800,6051.800,8.180,191.8,3.045e-08,5.194e-14,49.752,32.939,987.8,9.209e+06,0.000,1658.878,230.0,1.648e-08,5.060e-14,0.0,4.517e-14,5.974e-14,5.473e-14,5.4,14.02,962.3,33.89,2.7,-10.7,18.1,8.2,91.8,-151.9,27.5,12.9,119.3,-139.0,25.0,12.5,262.54,-2.62,303.43,3.23,102.46,5.86,0.72,10087200.0,8.8285e+12,3.056e+03,1.665e+00,2.720,1.0000,6.4761e+03,0.00,0.00,44.00,3.2365e+07,0.00,0.00,28.00,2.8244e+07,0.00,0.00,28.00,4.3228e+12,71.46,48.96,4.00,4.3482e+12,18.15,49.25,1.01,3.5751e+09,0.21,0.04,14.00,1.5382e+11,10.17,1.74,16.00,250.694,-0.694
