ElapsedTime_s,Height_km,Latitude_deg,LongitudeE_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeE_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,MinMaxFactor
800.0,100.000,65.00,80.00,24514.961,24414.961,11.235,106.4,3.882e+02,1.143e-03,30.050,21.002,732.2,1.000e+05,0.004,166.820,104.7,3.557e+02,1.065e-03,0.0,9.977e-04,1.309e-03,1.002e-03,-12.3,13.62,781.9,20266.57,7.3,-6.3,22.9,-5.9,233.7,0.0,-11.2,65.5,222.5,65.5,48.0,25.0,305.67,-21.99,68.14,12.79,88.90,240.92,29.92,57996.0,2.6394e+23,3.192e+03,1.578e+00,2.605,1.0000,2.1052e+23,61.85,79.76,2.02,4.9382e+22,28.73,18.71,4.00,4.0371e+21,9.42,1.53,16.04,0.131
810.0,100.000,75.00,110.00,24468.661,24368.661,11.289,109.3,4.449e+02,1.275e-03,30.877,21.505,740.8,1.000e+05,0.004,167.203,104.7,3.557e+02,1.065e-03,0.0,1.113e-03,1.461e-03,1.186e-03,-7.0,13.62,768.2,8906.61,19.8,4.6,37.2,11.4,309.8,0.0,-45.1,36.0,264.7,36.0,48.0,25.0,305.67,-21.99,68.07,14.80,101.62,240.92,29.92,57996.0,2.9427e+23,3.192e+03,1.573e+00,2.605,1.0000,2.3471e+23,61.85,79.76,2.02,5.5056e+22,28.73,18.71,4.00,4.5010e+21,9.42,1.53,16.04,0.334
820.0,50.000,85.00,140.00,24394.132,24344.132,11.364,55.6,5.088e+03,2.872e-02,15.991,14.737,540.3,1.000e+05,0.051,47.628,52.4,4.526e+03,2.711e-02,0.0,2.608e-02,3.162e-02,2.992e-02,4.2,9.66,529.4,6599.26,5.9,-3.8,16.6,10.3,264.5,0.0,25.3,-7.7,289.8,-7.7,32.0,25.0,305.67,-21.99,68.01,16.80,111.12,240.92,29.92,57996.0,6.6114e+24,3.187e+03,1.648e+00,2.609,0.9997,5.2719e+24,61.75,79.74,2.02,1.2366e+24,28.68,18.70,4.00,1.0288e+23,9.57,1.56,16.04,0.408
830.0,50.000,85.00,350.00,24394.132,24344.132,11.364,55.4,5.059e+03,2.864e-02,15.945,14.710,539.5,1.000e+05,0.051,47.582,52.4,4.526e+03,2.711e-02,0.0,2.601e-02,3.154e-02,3.051e-02,6.5,9.66,522.7,6305.88,5.6,-4.1,16.3,12.5,264.5,0.0,-48.8,5.9,215.7,5.9,32.0,25.0,305.67,-21.99,67.95,6.80,111.60,240.92,29.92,57996.0,6.5937e+24,3.187e+03,1.648e+00,2.609,0.9997,5.2577e+24,61.75,79.74,2.02,1.2333e+24,28.68,18.70,4.00,1.0260e+23,9.57,1.56,16.04,0.388
840.0,50.000,75.00,320.00,24418.661,24368.661,11.335,53.3,4.690e+03,2.760e-02,15.363,14.362,529.6,1.000e+05,0.047,47.009,52.4,4.526e+03,2.711e-02,0.0,2.506e-02,3.040e-02,2.663e-02,-3.5,9.66,539.2,8888.25,1.8,-7.6,12.1,-1.8,294.8,0.0,-33.9,19.3,261.0,19.3,32.0,25.0,305.67,-21.99,67.89,4.81,116.39,240.92,29.92,57996.0,6.3646e+24,3.186e+03,1.651e+00,2.609,0.9997,5.0750e+24,61.75,79.74,2.02,1.1905e+24,28.68,18.70,4.00,9.9035e+22,9.57,1.56,16.04,0.124
850.0,50.000,65.00,190.00,24464.961,24414.961,11.281,50.7,4.256e+03,2.636e-02,14.636,13.940,516.9,1.000e+05,0.043,46.204,52.4,4.526e+03,2.711e-02,0.0,2.394e-02,2.903e-02,2.870e-02,8.9,9.66,495.3,30634.54,-2.8,-11.7,7.1,5.9,213.4,0.0,12.9,-0.6,226.3,-0.6,32.0,25.0,305.67,-21.99,67.82,20.15,123.61,240.92,29.92,57996.0,6.0709e+24,3.186e+03,1.655e+00,2.609,0.9996,4.8409e+24,61.75,79.74,2.02,1.1356e+24,28.68,18.70,4.00,9.4466e+22,9.57,1.56,16.04,-0.172
860.0,50.000,55.00,160.00,24527.761,24477.761,11.207,49.5,4.065e+03,2.579e-02,14.304,13.746,510.8,1.000e+05,0.041,45.815,52.4,4.526e+03,2.711e-02,0.0,2.342e-02,2.840e-02,2.326e-02,-9.8,9.66,537.8,13669.38,-4.9,-13.6,4.7,-14.2,94.2,0.0,39.7,-24.7,134.0,-24.7,32.0,25.0,305.67,-21.99,67.76,18.15,109.86,240.92,29.92,57996.0,5.9335e+24,3.186e+03,1.656e+00,2.609,0.9996,4.7313e+24,61.75,79.74,2.02,1.1098e+24,28.68,18.70,4.00,9.2327e+22,9.57,1.56,16.04,-0.300
870.0,50.000,50.00,130.00,24563.130,24513.130,11.165,49.8,4.110e+03,2.593e-02,14.383,13.792,512.3,1.000e+05,0.041,45.907,52.4,4.526e+03,2.711e-02,0.0,2.354e-02,2.855e-02,2.729e-02,5.3,9.66,499.3,12217.44,-4.4,-13.2,5.3,0.7,30.1,0.0,-6.5,20.2,23.5,20.2,32.0,25.0,305.67,-21.99,67.70,16.15,91.69,240.92,29.92,57996.0,5.9664e+24,3.186e+03,1.656e+00,2.609,0.9996,4.7575e+24,61.75,79.74,2.02,1.1160e+24,28.68,18.70,4.00,9.2839e+22,9.57,1.56,16.04,-0.269
880.0,50.000,40.00,100.00,24636.570,24586.570,11.078,50.4,4.211e+03,2.623e-02,14.558,13.895,515.5,1.000e+05,0.042,46.113,52.4,4.526e+03,2.711e-02,0.0,2.382e-02,2.888e-02,2.554e-02,-2.6,9.66,522.4,16643.63,-3.3,-12.2,6.5,-5.8,-95.6,0.0,7.9,-10.4,-87.7,-10.4,32.0,25.0,305.67,-21.99,67.63,14.16,70.40,240.92,29.92,57996.0,6.0389e+24,3.186e+03,1.655e+00,2.609,0.9996,4.8153e+24,61.75,79.74,2.02,1.1296e+24,28.68,18.70,4.00,9.3967e+22,9.57,1.56,16.04,-0.201
890.0,50.000,30.00,70.00,24706.186,24656.186,10.995,52.4,4.523e+03,2.710e-02,15.098,14.198,525.1,1.000e+05,0.045,46.747,52.4,4.526e+03,2.711e-02,0.0,2.461e-02,2.985e-02,2.942e-02,8.5,9.66,504.0,18209.76,-0.0,-9.2,10.1,8.5,-206.4,0.0,-60.0,-46.3,-266.3,-46.3,32.0,25.0,305.67,-21.99,67.57,12.16,53.60,240.92,29.92,57996.0,6.2572e+24,3.186e+03,1.652e+00,2.609,0.9997,4.9894e+24,61.75,79.74,2.02,1.1704e+24,28.68,18.71,4.00,9.7365e+22,9.57,1.56,16.04,-0.002
900.0,50.000,25.00,40.00,24736.831,24686.831,10.958,53.2,4.666e+03,2.753e-02,15.326,14.339,529.0,1.000e+05,0.047,46.972,52.4,4.526e+03,2.711e-02,0.0,2.500e-02,3.032e-02,2.752e-02,-0.0,9.66,529.1,16311.89,1.5,-7.8,11.8,1.5,-252.9,0.0,-43.5,44.0,-296.5,44.0,32.0,25.0,305.67,-21.99,67.51,10.17,55.30,240.92,29.92,57996.0,6.3494e+24,3.186e+03,1.651e+00,2.609,0.9997,5.0630e+24,61.75,79.74,2.02,1.1877e+24,28.68,18.70,4.00,9.8799e+22,9.57,1.56,16.04,0.106
