ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,MinMaxFactor
36500.0,1460.000,43.90,84.50,26017.889,24557.889,9.918,501.8,4.614e-06,2.274e-12,214.593,191.997,1685.3,1.000e+05,0.000,5107.196,531.4,1.465e-05,6.830e-12,0.0,2.004e-12,2.581e-12,2.466e-12,8.4,12.70,1618.4,104.63,-66.7,-70.7,-62.2,-63.9,249.2,0.0,-180.5,-56.0,68.7,-56.0,112.0,56.0,305.68,-21.99,155.46,16.73,93.38,240.90,29.92,57996.0,6.6371e+14,4.043e+03,1.400e+00,2.056,1.0000,6.5161e+14,96.45,98.18,2.02,1.2102e+13,3.55,1.82,4.00,3.2100e-09,0.00,0.00,16.04,-0.324
37000.0,1480.000,44.20,85.00,26035.674,24555.674,9.905,505.6,4.073e-06,1.989e-12,216.665,194.542,1692.9,1.000e+05,0.000,5183.517,536.6,1.343e-05,6.190e-12,0.0,1.753e-12,2.258e-12,2.187e-12,10.0,12.70,1614.4,104.78,-67.9,-71.7,-63.5,-64.7,252.1,0.0,-173.4,-170.2,78.7,-170.2,112.0,56.0,305.68,-21.99,158.60,16.91,95.16,240.90,29.92,57996.0,5.8142e+14,4.049e+03,1.400e+00,2.053,1.0000,5.7177e+14,96.77,98.34,2.02,9.6488e+12,3.23,1.66,4.00,1.9580e-09,0.00,0.00,16.04,-0.333
37500.0,1500.000,44.50,85.50,26053.459,24553.459,9.892,509.3,3.599e-06,1.742e-12,218.834,197.113,1700.0,1.000e+05,0.000,5262.510,541.7,1.232e-05,5.619e-12,0.0,1.535e-12,1.978e-12,1.770e-12,1.6,12.70,1686.6,104.94,-69.0,-72.7,-64.8,-68.5,254.9,0.0,-117.1,-24.7,137.8,-24.7,112.0,56.0,305.68,-21.99,161.73,17.08,96.95,240.90,29.92,57996.0,5.0996e+14,4.055e+03,1.399e+00,2.050,1.0000,5.0225e+14,97.05,98.49,2.02,7.7063e+12,2.95,1.51,4.00,1.2164e-09,0.00,0.00,16.04,-0.342
38000.0,1520.000,44.80,86.00,26071.244,24551.244,9.879,512.8,3.182e-06,1.528e-12,220.625,199.558,1706.8,1.000e+05,0.000,5332.715,546.6,1.132e-05,5.107e-12,0.0,1.347e-12,1.735e-12,1.647e-12,7.8,12.70,1644.0,105.09,-70.1,-73.6,-66.0,-67.7,257.7,0.0,-112.2,-41.5,145.5,-41.5,112.0,56.0,305.68,-21.99,164.86,17.26,98.75,240.90,29.92,57996.0,4.4782e+14,4.060e+03,1.399e+00,2.047,1.0000,4.4165e+14,97.31,98.62,2.02,6.1657e+12,2.69,1.38,4.00,1.0000e-09,0.00,0.00,16.04,-0.351
38500.0,1540.000,45.10,86.50,26089.029,24549.029,9.866,516.2,2.817e-06,1.342e-12,222.404,201.832,1713.3,1.000e+05,0.000,5402.852,551.5,1.040e-05,4.648e-12,0.0,1.183e-12,1.524e-12,1.412e-12,5.2,12.70,1670.2,105.25,-71.1,-74.6,-67.2,-69.6,260.5,0.0,-35.4,-58.6,225.1,-58.6,112.0,56.0,305.68,-21.99,167.99,17.43,100.55,240.90,29.92,57996.0,3.9375e+14,4.065e+03,1.399e+00,2.045,1.0000,3.8880e+14,97.54,98.74,2.02,4.9418e+12,2.46,1.26,4.00,1.0000e-09,0.00,0.00,16.04,-0.360
39000.0,1560.000,45.40,87.00,26106.815,24546.815,9.853,519.5,2.496e-06,1.181e-12,224.295,204.075,1719.5,1.000e+05,0.000,5475.920,556.2,9.573e-06,4.236e-12,0.0,1.040e-12,1.340e-12,1.151e-12,-2.5,12.70,1741.8,105.40,-72.1,-75.4,-68.4,-72.8,263.3,0.0,46.1,34.0,309.4,34.0,112.0,56.0,305.68,-21.99,171.12,17.61,102.36,240.90,29.92,57996.0,3.4666e+14,4.070e+03,1.399e+00,2.043,1.0000,3.4269e+14,97.76,98.86,2.02,3.9678e+12,2.24,1.14,4.00,1.0000e-09,0.00,0.00,16.04,-0.368
39500.0,1580.000,45.70,87.50,26124.602,24544.602,9.841,522.6,2.214e-06,1.040e-12,225.996,206.319,1725.4,1.000e+05,0.000,5544.575,560.8,8.815e-06,3.865e-12,0.0,9.161e-13,1.180e-12,9.275e-13,-10.8,12.70,1826.9,105.55,-73.1,-76.3,-69.5,-76.0,266.1,0.0,6.0,138.6,272.1,138.6,112.0,56.0,305.68,-21.99,174.25,17.78,104.17,240.90,29.92,57996.0,3.0557e+14,4.074e+03,1.398e+00,2.041,1.0000,3.0238e+14,97.95,98.96,2.02,3.1913e+12,2.05,1.04,4.00,1.0000e-09,0.00,0.00,16.04,-0.377
40000.0,1600.000,46.00,88.00,26142.391,24542.391,9.828,525.7,1.965e-06,9.170e-13,227.696,208.442,1731.1,1.000e+05,0.000,5613.349,565.2,8.124e-06,3.531e-12,0.0,8.079e-13,1.041e-12,8.101e-13,-11.7,12.70,1841.8,105.70,-74.0,-77.1,-70.5,-77.1,269.0,0.0,-81.5,146.7,187.5,146.7,112.0,56.0,305.68,-21.99,177.39,17.96,105.98,240.90,29.92,57996.0,2.6969e+14,4.077e+03,1.398e+00,2.039,1.0000,2.6712e+14,98.13,99.05,2.02,2.5715e+12,1.87,0.95,4.00,1.0000e-09,0.00,0.00,16.04,-0.385
40500.0,1620.000,46.30,88.50,26160.180,24540.180,9.815,528.6,1.747e-06,8.098e-13,229.292,210.620,1736.5,1.000e+05,0.000,5679.731,569.6,7.493e-06,3.229e-12,0.0,7.135e-13,9.192e-13,7.865e-13,-2.9,12.70,1762.2,105.85,-74.9,-77.9,-71.5,-75.6,271.8,0.0,23.7,72.4,295.4,72.4,112.0,56.0,305.68,-21.99,180.52,18.13,107.78,240.90,29.92,57996.0,2.3836e+14,4.080e+03,1.398e+00,2.037,1.0000,2.3628e+14,98.29,99.13,2.02,2.0758e+12,1.71,0.87,4.00,1.0000e-09,0.00,0.00,16.04,-0.394
41000.0,1640.000,46.60,89.00,26177.972,24537.972,9.802,531.4,1.554e-06,7.162e-13,230.787,212.537,1741.8,1.000e+05,0.000,5743.698,573.8,6.916e-06,2.956e-12,0.0,6.311e-13,8.129e-13,7.529e-13,5.1,12.70,1698.8,106.00,-75.8,-78.7,-72.5,-74.5,274.6,0.0,-124.2,53.3,150.4,53.3,112.0,56.0,305.68,-21.99,183.65,18.31,109.58,240.90,29.92,57996.0,2.1094e+14,4.083e+03,1.398e+00,2.036,1.0000,2.0927e+14,98.44,99.20,2.02,1.6787e+12,1.56,0.80,4.00,1.0000e-09,0.00,0.00,16.04,-0.402
41500.0,1660.000,46.90,89.50,26195.765,24535.765,9.790,534.2,1.385e-06,6.344e-13,232.420,214.460,1746.8,1.000e+05,0.000,5811.200,578.0,6.388e-06,2.709e-12,0.0,5.589e-13,7.200e-13,6.279e-13,-1.0,12.70,1755.8,106.15,-76.6,-79.4,-73.4,-76.8,277.4,0.0,-168.9,66.3,108.5,66.3,112.0,56.0,305.68,-21.99,186.78,18.49,111.38,240.90,29.92,57996.0,1.8695e+14,4.086e+03,1.398e+00,2.034,1.0000,1.8559e+14,98.57,99.27,2.02,1.3602e+12,1.43,0.73,4.00,1.0000e-09,0.00,0.00,16.04,-0.410
42000.0,1680.000,47.20,90.00,26213.560,24533.560,9.777,536.9,1.235e-06,5.627e-13,233.861,216.466,1751.6,1.000e+05,0.000,5873.966,582.0,5.904e-06,2.484e-12,0.0,4.958e-13,6.387e-13,6.128e-13,8.9,12.70,1678.4,106.29,-77.4,-80.0,-74.3,-75.3,280.2,0.0,-62.5,37.8,217.7,37.8,112.0,56.0,305.68,-21.99,189.91,18.66,113.16,240.90,29.92,57996.0,1.6591e+14,4.089e+03,1.398e+00,2.033,1.0000,1.6481e+14,98.69,99.33,2.02,1.1042e+12,1.31,0.67,4.00,1.0000e-09,0.00,0.00,16.04,-0.417
42500.0,1700.000,47.50,90.50,26231.358,24531.358,9.764,539.5,1.103e-06,4.999e-13,235.378,218.153,1756.2,1.000e+05,0.000,5938.663,586.0,5.460e-06,2.281e-12,0.0,4.404e-13,5.674e-13,4.716e-13,-5.7,12.70,1808.1,106.44,-78.1,-80.7,-75.1,-79.3,283.1,0.0,75.9,-22.7,359.0,-22.7,112.0,56.0,305.68,-21.99,193.04,18.84,114.94,240.90,29.92,57996.0,1.4746e+14,4.091e+03,1.398e+00,2.032,1.0000,1.4656e+14,98.80,99.39,2.02,8.9813e+11,1.20,0.61,4.00,1.0000e-09,0.00,0.00,16.04,-0.425
43000.0,1720.000,47.80,91.00,26249.158,24529.158,9.752,542.0,9.866e-07,4.448e-13,236.629,220.074,1760.7,1.000e+05,0.000,5996.650,589.8,5.053e-06,2.096e-12,0.0,3.919e-13,5.048e-13,4.533e-13,1.9,12.70,1744.0,106.58,-78.8,-81.3,-75.9,-78.4,285.9,0.0,26.0,23.3,311.8,23.3,112.0,56.0,305.68,-21.99,196.18,19.01,116.70,240.90,29.92,57996.0,1.3127e+14,4.093e+03,1.397e+00,2.031,1.0000,1.3053e+14,98.90,99.44,2.02,7.3200e+11,1.10,0.56,4.00,1.0000e-09,0.00,0.00,16.04,-0.432
43500.0,1740.000,48.10,91.50,26266.961,24526.961,9.739,544.4,8.836e-07,3.964e-13,238.060,221.826,1765.0,1.000e+05,0.000,6059.156,593.5,4.679e-06,1.928e-12,0.0,3.492e-13,4.499e-13,3.893e-13,-1.8,12.70,1780.9,106.72,-79.4,-81.9,-76.7,-79.8,288.7,0.0,37.6,-5.2,326.3,-5.2,112.0,56.0,305.68,-21.99,199.31,19.19,118.44,240.90,29.92,57996.0,1.1703e+14,4.095e+03,1.397e+00,2.030,1.0000,1.1643e+14,98.99,99.49,2.02,5.9785e+11,1.01,0.51,4.00,1.0000e-09,0.00,0.00,16.04,-0.439
44000.0,1760.000,48.40,92.00,26284.768,24524.768,9.727,546.8,7.926e-07,3.538e-13,239.440,223.593,1769.2,1.000e+05,0.000,6120.325,597.2,4.335e-06,1.774e-12,0.0,3.117e-13,4.016e-13,3.823e-13,8.0,12.70,1702.0,106.86,-80.1,-82.4,-77.4,-78.5,291.5,0.0,-148.1,-87.1,143.3,-87.1,112.0,56.0,305.68,-21.99,202.44,19.36,120.17,240.90,29.92,57996.0,1.0450e+14,4.096e+03,1.397e+00,2.029,1.0000,1.0401e+14,99.08,99.53,2.02,4.8932e+11,0.92,0.47,4.00,1.0000e-09,0.00,0.00,16.04,-0.446
44500.0,1780.000,48.70,92.50,26302.577,24522.577,9.714,549.1,7.120e-07,3.164e-13,240.851,225.141,1773.2,1.000e+05,0.000,6182.207,600.7,4.019e-06,1.634e-12,0.0,2.787e-13,3.591e-13,3.312e-13,4.7,12.70,1733.2,107.00,-80.6,-82.9,-78.0,-79.7,294.3,0.0,-210.2,28.9,84.1,28.9,112.0,56.0,305.68,-21.99,205.57,19.54,121.87,240.90,29.92,57996.0,9.3472e+13,4.098e+03,1.397e+00,2.029,1.0000,9.3071e+13,99.15,99.57,2.02,4.0135e+11,0.85,0.43,4.00,1.0000e-09,0.00,0.00,16.04,-0.452
45000.0,1800.000,49.00,93.00,26320.390,24520.390,9.702,551.4,6.406e-07,2.834e-13,242.076,226.911,1777.1,1.000e+05,0.000,6239.243,604.2,3.727e-06,1.506e-12,0.0,2.497e-13,3.216e-13,3.423e-13,20.8,12.70,1617.0,107.14,-81.2,-83.4,-78.6,-77.3,297.1,0.0,-81.2,137.9,215.9,137.9,112.0,56.0,305.68,-21.99,208.70,19.71,123.55,240.90,29.92,57996.0,8.3751e+13,4.099e+03,1.397e+00,2.028,1.0000,8.3421e+13,99.22,99.61,2.02,3.2995e+11,0.78,0.39,4.00,1.0000e-09,0.00,0.00,16.04,-0.458
45500.0,1820.000,49.30,93.50,26338.207,24518.207,9.689,553.6,5.773e-07,2.543e-13,243.365,228.388,1781.0,1.000e+05,0.000,6297.756,607.6,3.459e-06,1.390e-12,0.0,2.240e-13,2.886e-13,2.265e-13,-10.9,12.70,1887.0,107.28,-81.7,-83.9,-79.2,-83.7,299.9,0.0,-83.8,111.1,216.1,111.1,112.0,56.0,305.68,-21.99,211.83,19.89,125.21,240.90,29.92,57996.0,7.5171e+13,4.101e+03,1.397e+00,2.027,1.0000,7.4899e+13,99.29,99.64,2.02,2.7188e+11,0.71,0.36,4.00,1.0000e-09,0.00,0.00,16.04,-0.463
46000.0,1840.000,49.60,94.00,26356.028,24516.028,9.677,555.8,5.212e-07,2.286e-13,244.696,229.887,1784.7,1.000e+05,0.000,6357.246,610.9,3.211e-06,1.283e-12,0.0,2.014e-13,2.594e-13,2.312e-13,1.1,12.70,1774.6,107.41,-82.2,-84.3,-79.8,-82.0,302.7,0.0,-140.1,53.7,162.5,53.7,112.0,56.0,305.68,-21.99,214.97,20.06,126.83,240.90,29.92,57996.0,6.7593e+13,4.102e+03,1.397e+00,2.027,1.0000,6.7369e+13,99.34,99.67,2.02,2.2455e+11,0.66,0.33,4.00,1.0000e-09,0.00,0.00,16.04,-0.469
46500.0,1860.000,49.90,94.50,26373.854,24513.854,9.665,558.0,4.714e-07,2.059e-13,245.862,231.686,1788.3,1.000e+05,0.000,6412.233,614.1,2.983e-06,1.185e-12,0.0,1.814e-13,2.337e-13,1.891e-13,-8.2,12.70,1866.0,107.54,-82.6,-84.7,-80.3,-84.0,305.4,0.0,61.7,29.6,367.1,29.6,112.0,56.0,305.68,-21.99,218.10,20.24,128.42,240.90,29.92,57996.0,6.0892e+13,4.103e+03,1.397e+00,2.026,1.0000,6.0706e+13,99.40,99.69,2.02,1.8592e+11,0.60,0.31,4.00,1.0000e-09,0.00,0.00,16.04,-0.474
47000.0,1880.000,50.20,95.00,26391.683,24511.683,9.652,560.1,4.271e-07,1.858e-13,247.164,232.986,1791.9,1.000e+05,0.000,6470.584,617.3,2.772e-06,1.095e-12,0.0,1.637e-13,2.109e-13,1.866e-13,0.4,12.70,1788.0,107.67,-83.0,-85.1,-80.7,-83.0,308.2,0.0,14.4,11.0,322.6,11.0,112.0,56.0,305.68,-21.99,221.23,20.42,129.97,240.90,29.92,57996.0,5.4960e+13,4.104e+03,1.397e+00,2.026,1.0000,5.4806e+13,99.45,99.72,2.02,1.5432e+11,0.55,0.28,4.00,1.0000e-09,0.00,0.00,16.04,-0.478
47500.0,1900.000,50.50,95.50,26409.518,24509.518,9.640,562.2,3.877e-07,1.680e-13,248.332,234.775,1795.4,1.000e+05,0.000,6525.189,620.3,2.577e-06,1.013e-12,0.0,1.480e-13,1.907e-13,1.749e-13,4.1,12.70,1759.4,107.80,-83.4,-85.4,-81.2,-82.7,311.0,0.0,91.7,-35.1,402.7,-35.1,112.0,56.0,305.68,-21.99,224.36,20.59,131.48,240.90,29.92,57996.0,4.9704e+13,4.105e+03,1.397e+00,2.025,1.0000,4.9576e+13,99.49,99.74,2.02,1.2843e+11,0.51,0.26,4.00,1.0000e-09,0.00,0.00,16.04,-0.482
48000.0,1920.000,50.80,96.00,26427.357,24507.357,9.628,564.2,3.526e-07,1.522e-13,249.610,236.159,1798.8,1.000e+05,0.000,6582.439,623.3,2.397e-06,9.374e-13,0.0,1.341e-13,1.728e-13,1.516e-13,-0.4,12.70,1802.6,107.93,-83.8,-85.7,-81.6,-83.8,313.8,0.0,146.9,-81.6,460.6,-81.6,112.0,56.0,305.68,-21.99,227.49,20.77,132.94,240.90,29.92,57996.0,4.5042e+13,4.106e+03,1.397e+00,2.025,1.0000,4.4935e+13,99.53,99.76,2.02,1.0716e+11,0.47,0.24,4.00,1.0000e-09,0.00,0.00,16.04,-0.486
48500.0,1940.000,51.10,96.50,26445.202,24505.202,9.615,566.3,3.214e-07,1.382e-13,250.639,237.619,1802.2,1.000e+05,0.000,6632.813,626.2,2.231e-06,8.681e-13,0.0,1.218e-13,1.568e-13,1.086e-13,-21.4,12.70,2033.0,108.06,-84.1,-86.0,-81.9,-87.5,316.5,0.0,58.7,-41.3,375.2,-41.3,112.0,56.0,305.68,-21.99,230.62,20.94,134.36,240.90,29.92,57996.0,4.0901e+13,4.107e+03,1.397e+00,2.024,1.0000,4.0812e+13,99.57,99.78,2.02,8.9651e+10,0.43,0.22,4.00,1.0000e-09,0.00,0.00,16.04,-0.489
49000.0,1960.000,51.40,97.00,26463.052,24503.052,9.603,568.3,2.935e-07,1.257e-13,251.897,239.066,1805.5,1.000e+05,0.000,6688.961,629.1,2.077e-06,8.043e-13,0.0,1.108e-13,1.427e-13,1.102e-13,-12.3,12.70,1928.4,108.18,-84.4,-86.2,-82.3,-86.3,319.3,0.0,-126.7,-66.3,192.5,-66.3,112.0,56.0,305.68,-21.99,233.76,21.12,135.71,240.90,29.92,57996.0,3.7220e+13,4.107e+03,1.397e+00,2.024,1.0000,3.7145e+13,99.60,99.80,2.02,7.5215e+10,0.40,0.20,4.00,1.0000e-09,0.00,0.00,16.04,-0.492
49500.0,1980.000,51.70,97.50,26480.908,24500.908,9.591,570.3,2.686e-07,1.147e-13,253.222,240.621,1808.9,1.000e+05,0.000,6746.558,631.9,1.934e-06,7.456e-13,0.0,1.010e-13,1.301e-13,1.174e-13,2.4,12.70,1787.4,108.30,-84.6,-86.5,-82.5,-84.3,322.0,0.0,74.6,20.2,396.6,20.2,112.0,56.0,305.68,-21.99,236.89,21.29,137.01,240.90,29.92,57996.0,3.3944e+13,4.108e+03,1.396e+00,2.024,1.0000,3.3881e+13,99.63,99.81,2.02,6.3285e+10,0.37,0.19,4.00,1.0000e-09,0.00,0.00,16.04,-0.494
50000.0,2000.000,52.00,98.00,26498.770,24498.770,9.579,572.4,2.464e-07,1.048e-13,254.415,241.964,1812.2,1.000e+05,0.000,6800.322,634.6,1.802e-06,6.915e-13,0.0,9.232e-14,1.189e-13,1.119e-13,6.8,12.70,1753.5,108.42,-84.8,-86.7,-82.8,-83.8,324.7,0.0,-53.7,-82.7,271.0,-82.7,112.0,56.0,305.68,-21.99,240.02,21.47,138.24,240.90,29.92,57996.0,3.1025e+13,4.109e+03,1.396e+00,2.023,1.0000,3.0971e+13,99.66,99.83,2.02,5.3401e+10,0.34,0.17,4.00,1.0000e-09,0.00,0.00,16.04,-0.496
50500.0,2020.000,52.30,98.50,26516.637,24496.637,9.566,574.4,2.265e-07,9.597e-14,255.509,243.501,1815.4,1.000e+05,0.000,6851.069,637.2,1.679e-06,6.417e-13,0.0,8.456e-14,1.089e-13,1.032e-13,7.5,12.70,1750.5,108.54,-85.0,-86.8,-83.0,-83.9,327.4,0.0,-45.5,-54.2,282.0,-54.2,112.0,56.0,305.68,-21.99,243.15,21.64,139.40,240.90,29.92,57996.0,2.8421e+13,4.109e+03,1.396e+00,2.023,1.0000,2.8376e+13,99.69,99.84,2.02,4.5197e+10,0.31,0.16,4.00,1.0000e-09,0.00,0.00,16.04,-0.498
51000.0,2040.000,52.60,99.00,26534.512,24494.512,9.554,576.4,2.087e-07,8.812e-14,256.811,244.838,1818.7,1.000e+05,0.000,6906.989,639.8,1.566e-06,5.958e-13,0.0,7.763e-14,1.000e-13,9.261e-14,5.1,12.70,1774.0,108.66,-85.2,-87.0,-83.2,-84.5,330.2,0.0,-9.2,-31.7,321.0,-31.7,112.0,56.0,305.68,-21.99,246.28,21.82,140.48,240.90,29.92,57996.0,2.6096e+13,4.110e+03,1.396e+00,2.023,1.0000,2.6057e+13,99.71,99.85,2.02,3.8369e+10,0.29,0.15,4.00,1.0000e-09,0.00,0.00,16.04,-0.499
51500.0,2060.000,52.90,99.50,26552.392,24492.392,9.542,578.4,1.928e-07,8.109e-14,258.068,246.363,1821.9,1.000e+05,0.000,6961.311,642.3,1.460e-06,5.534e-13,0.0,7.145e-14,9.204e-14,8.913e-14,9.9,12.70,1737.8,108.77,-85.3,-87.1,-83.4,-83.9,332.9,0.0,-107.4,-99.7,225.5,-99.7,112.0,56.0,305.68,-21.99,249.41,21.99,141.48,240.89,29.92,57996.0,2.4017e+13,4.110e+03,1.396e+00,2.023,1.0000,2.3984e+13,99.73,99.86,2.02,3.2674e+10,0.27,0.14,4.00,1.0000e-09,0.00,0.00,16.04,-0.499
52000.0,2080.000,53.20,100.00,26570.280,24490.280,9.530,580.4,1.785e-07,7.480e-14,259.153,247.612,1825.1,1.000e+05,0.000,7010.570,644.8,1.362e-06,5.143e-13,0.0,6.591e-14,8.490e-14,7.653e-14,2.3,12.70,1804.4,108.88,-85.5,-87.2,-83.5,-85.1,335.5,0.0,-132.9,-40.0,202.6,-40.0,112.0,56.0,305.68,-21.99,252.55,22.17,142.39,240.89,29.92,57996.0,2.2157e+13,4.111e+03,1.396e+00,2.022,1.0000,2.2129e+13,99.75,99.87,2.02,2.7914e+10,0.25,0.13,4.00,1.0000e-09,0.00,0.00,16.04,-0.499
52500.0,2100.000,53.50,100.50,26588.175,24488.175,9.518,582.4,1.656e-07,6.917e-14,260.276,249.071,1828.4,1.000e+05,0.000,7060.385,647.1,1.272e-06,4.782e-13,0.0,6.095e-14,7.851e-14,7.142e-14,3.2,12.70,1799.5,108.99,-85.5,-87.3,-83.6,-85.1,338.2,0.0,21.0,70.0,359.2,70.0,112.0,56.0,305.68,-21.99,255.68,22.35,143.20,240.89,29.92,57996.0,2.0491e+13,4.111e+03,1.396e+00,2.022,1.0000,2.0467e+13,99.77,99.88,2.02,2.3923e+10,0.23,0.12,4.00,1.0000e-09,0.00,0.00,16.04,-0.499
53000.0,2120.000,53.80,101.00,26606.077,24486.077,9.506,584.5,1.541e-07,6.413e-14,261.694,250.595,1831.7,1.000e+05,0.000,7117.711,649.5,1.187e-06,4.448e-13,0.0,5.650e-14,7.278e-14,4.998e-14,-22.1,12.70,2074.8,109.10,-85.6,-87.3,-83.6,-88.8,340.9,0.0,-35.2,-37.1,305.7,-37.1,112.0,56.0,305.68,-21.99,258.81,22.52,143.91,240.89,29.92,57996.0,1.8997e+13,4.111e+03,1.396e+00,2.022,1.0000,1.8976e+13,99.79,99.89,2.02,2.0571e+10,0.21,0.11,4.00,1.0000e-09,0.00,0.00,16.04,-0.498
53500.0,2140.000,54.10,101.50,26623.986,24483.986,9.494,586.5,1.437e-07,5.960e-14,262.967,252.051,1834.9,1.000e+05,0.000,7170.683,651.8,1.109e-06,4.139e-13,0.0,5.251e-14,6.764e-14,5.674e-14,-4.8,12.70,1880.6,109.21,-85.6,-87.3,-83.7,-86.3,343.5,0.0,-4.1,0.2,339.4,0.2,112.0,56.0,305.68,-21.99,261.94,22.70,144.52,240.89,29.92,57996.0,1.7656e+13,4.112e+03,1.396e+00,2.022,1.0000,1.7638e+13,99.80,99.90,2.02,1.7748e+10,0.20,0.10,4.00,1.0000e-09,0.00,0.00,16.04,-0.496
54000.0,2160.000,54.40,102.00,26641.903,24481.903,9.482,588.6,1.344e-07,5.553e-14,264.206,253.431,1838.2,1.000e+05,0.000,7222.181,654.0,1.036e-06,3.853e-13,0.0,4.892e-14,6.302e-14,4.431e-14,-20.2,12.70,2057.7,109.31,-85.6,-87.3,-83.6,-88.5,346.2,0.0,14.9,-45.2,361.1,-45.2,112.0,56.0,305.68,-21.99,265.07,22.87,145.02,240.89,29.92,57996.0,1.6451e+13,4.112e+03,1.396e+00,2.022,1.0000,1.6436e+13,99.82,99.91,2.02,1.5365e+10,0.18,0.09,4.00,1.0000e-09,0.00,0.00,16.04,-0.494
54500.0,2180.000,54.70,102.50,26659.828,24479.828,9.470,590.7,1.260e-07,5.187e-14,265.193,254.895,1841.5,1.000e+05,0.000,7266.274,656.1,9.679e-07,3.589e-13,0.0,4.570e-14,5.887e-14,4.774e-14,-8.0,12.70,1919.4,109.41,-85.5,-87.3,-83.6,-86.7,348.8,0.0,-7.4,-74.8,341.4,-74.8,112.0,56.0,305.68,-21.99,268.20,23.05,145.40,240.89,29.92,57996.0,1.5368e+13,4.112e+03,1.396e+00,2.022,1.0000,1.5354e+13,99.83,99.91,2.02,1.3347e+10,0.17,0.09,4.00,1.0000e-09,0.00,0.00,16.04,-0.491
55000.0,2200.000,55.00,103.00,26677.761,24477.761,9.458,592.9,1.184e-07,4.858e-14,266.603,256.438,1844.8,1.000e+05,0.000,7321.427,658.3,9.048e-07,3.344e-13,0.0,4.280e-14,5.514e-14,4.613e-14,-5.0,12.70,1893.2,109.51,-85.5,-87.2,-83.5,-86.2,351.4,0.0,66.5,23.3,417.9,23.3,112.0,56.0,305.68,-21.99,271.34,23.22,145.66,240.89,29.92,57996.0,1.4393e+13,4.112e+03,1.396e+00,2.022,1.0000,1.4382e+13,99.84,99.92,2.02,1.1635e+10,0.16,0.08,4.00,1.0000e-09,0.00,0.00,16.04,-0.488
55500.0,2220.000,55.30,103.50,26695.703,24475.703,9.446,595.0,1.116e-07,4.561e-14,267.788,257.814,1848.2,1.000e+05,0.000,7369.831,660.3,8.460e-07,3.116e-13,0.0,4.019e-14,5.177e-14,3.719e-14,-18.5,12.70,2046.8,109.61,-85.4,-87.1,-83.4,-88.1,354.0,0.0,-81.3,9.1,272.7,9.1,112.0,56.0,305.68,-21.99,274.47,23.40,145.81,240.89,29.92,57996.0,1.3515e+13,4.113e+03,1.396e+00,2.021,1.0000,1.3505e+13,99.85,99.92,2.02,1.0178e+10,0.15,0.08,4.00,1.0000e-09,0.00,0.00,16.04,-0.484
56000.0,2240.000,55.60,104.00,26713.653,24473.653,9.434,597.2,1.055e-07,4.294e-14,269.333,259.455,1851.7,1.000e+05,0.000,7427.602,662.4,7.913e-07,2.906e-13,0.0,3.784e-14,4.874e-14,3.510e-14,-18.3,12.70,2048.1,109.70,-85.2,-87.0,-83.2,-87.9,356.6,0.0,-30.7,-29.9,325.9,-29.9,112.0,56.0,305.68,-21.99,277.60,23.57,145.85,240.89,29.92,57996.0,1.2725e+13,4.113e+03,1.396e+00,2.021,1.0000,1.2716e+13,99.86,99.93,2.02,8.9358e+09,0.14,0.07,4.00,1.0000e-09,0.00,0.00,16.04,-0.480
56500.0,2260.000,55.90,104.50,26731.612,24471.612,9.422,599.4,9.994e-08,4.054e-14,270.613,260.840,1855.1,1.000e+05,0.000,7477.482,664.3,7.403e-07,2.710e-13,0.0,3.571e-14,4.601e-14,3.552e-14,-12.4,12.70,1981.7,109.79,-85.0,-86.8,-83.0,-86.9,359.1,0.0,-46.4,-55.9,312.7,-55.9,112.0,56.0,305.68,-21.99,280.73,23.75,145.76,240.89,29.92,57996.0,1.2012e+13,4.113e+03,1.396e+00,2.021,1.0000,1.2004e+13,99.87,99.93,2.02,7.8733e+09,0.13,0.07,4.00,1.0000e-09,0.00,0.00,16.04,-0.475
