ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,MinMaxFactor
57000.0,2280.000,56.20,105.00,26749.580,24469.580,9.410,601.7,9.495e-08,3.837e-14,272.062,262.397,1858.6,1.000e+05,0.000,7531.473,666.3,6.928e-07,2.529e-13,0.0,3.380e-14,4.355e-14,3.040e-14,-20.8,12.70,2088.0,109.88,-84.8,-86.6,-82.8,-88.0,361.7,0.0,-89.2,42.7,272.5,42.7,112.0,56.0,305.68,-21.99,283.86,23.92,145.57,240.89,29.92,57996.0,1.1369e+13,4.113e+03,1.396e+00,2.021,1.0000,1.1362e+13,99.88,99.94,2.02,6.9623e+09,0.12,0.06,4.00,1.0000e-09,0.00,0.00,16.04,-0.470
57500.0,2300.000,56.50,105.50,26767.558,24467.558,9.398,604.0,9.045e-08,3.641e-14,273.285,264.032,1862.1,1.000e+05,0.000,7578.589,668.1,6.485e-07,2.360e-13,0.0,3.208e-14,4.132e-14,3.051e-14,-16.2,12.70,2034.1,109.96,-84.6,-86.4,-82.5,-87.1,364.2,0.0,-85.7,-31.1,278.5,-31.1,112.0,56.0,305.68,-21.99,286.99,0.10,145.27,240.89,29.92,57996.0,1.0789e+13,4.113e+03,1.396e+00,2.021,1.0000,1.0783e+13,99.89,99.94,2.02,6.1792e+09,0.11,0.06,4.00,1.0000e-09,0.00,0.00,16.04,-0.464
58000.0,2320.000,56.80,106.00,26785.545,24465.545,9.387,606.3,8.640e-08,3.464e-14,274.702,265.398,1865.7,1.000e+05,0.000,7630.449,670.0,6.072e-07,2.204e-13,0.0,3.052e-14,3.932e-14,3.443e-14,-0.6,12.70,1871.4,110.04,-84.3,-86.2,-82.2,-84.4,366.7,0.0,-144.3,18.1,222.4,18.1,112.0,56.0,305.68,-21.99,290.13,0.28,144.86,240.89,29.92,57996.0,1.0267e+13,4.114e+03,1.396e+00,2.021,1.0000,1.0261e+13,99.89,99.95,2.02,5.5044e+09,0.11,0.05,4.00,1.0000e-09,0.00,0.00,16.04,-0.458
58500.0,2340.000,57.10,106.50,26803.541,24463.541,9.375,608.6,8.276e-08,3.305e-14,276.172,267.137,1869.3,1.000e+05,0.000,7683.197,671.8,5.687e-07,2.059e-13,0.0,2.912e-14,3.752e-14,3.254e-14,-1.6,12.70,1884.1,110.12,-83.9,-85.9,-81.8,-84.2,369.2,0.0,-118.3,68.1,250.9,68.1,112.0,56.0,305.68,-21.99,293.26,0.45,144.36,240.89,29.92,57996.0,9.7953e+12,4.114e+03,1.396e+00,2.021,1.0000,9.7904e+12,99.90,99.95,2.02,4.9215e+09,0.10,0.05,4.00,1.0000e-09,0.00,0.00,16.04,-0.451
59000.0,2360.000,57.40,107.00,26821.547,24461.547,9.363,611.1,7.949e-08,3.162e-14,277.589,268.443,1873.0,1.000e+05,0.000,7733.817,673.5,5.328e-07,1.923e-13,0.0,2.786e-14,3.589e-14,3.158e-14,-0.1,12.70,1874.1,110.20,-83.6,-85.5,-81.3,-83.6,371.7,0.0,-79.9,47.6,291.8,47.6,112.0,56.0,305.68,-21.99,296.39,0.63,143.76,240.89,29.92,57996.0,9.3707e+12,4.114e+03,1.396e+00,2.021,1.0000,9.3663e+12,99.91,99.95,2.02,4.4165e+09,0.09,0.05,4.00,1.0000e-09,0.00,0.00,16.04,-0.443
59500.0,2380.000,57.70,107.50,26839.564,24459.564,9.351,613.5,7.655e-08,3.033e-14,278.982,270.304,1876.7,1.000e+05,0.000,7783.135,675.2,4.992e-07,1.797e-13,0.0,2.672e-14,3.442e-14,3.559e-14,17.4,12.70,1732.4,110.27,-83.1,-85.1,-80.8,-80.2,374.1,0.0,-99.3,5.0,274.9,5.0,112.0,56.0,305.68,-21.99,299.52,0.80,143.08,240.89,29.92,57996.0,8.9883e+12,4.114e+03,1.395e+00,2.021,1.0000,8.9844e+12,99.91,99.96,2.02,3.9781e+09,0.09,0.04,4.00,1.0000e-09,0.00,0.00,16.04,-0.436
60000.0,2400.000,58.00,108.00,26857.591,24457.591,9.339,616.0,7.392e-08,2.917e-14,280.481,271.876,1880.5,1.000e+05,0.000,7834.765,676.9,4.679e-07,1.681e-13,0.0,2.570e-14,3.310e-14,3.153e-14,8.1,12.70,1808.6,110.35,-82.6,-84.7,-80.3,-81.2,376.6,0.0,-164.9,54.7,211.7,54.7,112.0,56.0,305.68,-21.99,302.65,0.98,142.33,240.89,29.92,57996.0,8.6444e+12,4.114e+03,1.395e+00,2.021,1.0000,8.6408e+12,99.92,99.96,2.02,3.5965e+09,0.08,0.04,4.00,1.0000e-09,0.00,0.00,16.04,-0.427
60500.0,2420.000,58.30,108.50,26875.628,24455.628,9.328,618.5,7.157e-08,2.812e-14,282.046,273.343,1884.4,1.000e+05,0.000,7887.577,678.5,4.386e-07,1.571e-13,0.0,2.478e-14,3.192e-14,2.966e-14,5.5,12.70,1834.9,110.41,-82.1,-84.2,-79.7,-81.1,379.0,0.0,-1.9,62.4,377.1,62.4,112.0,56.0,305.68,-21.99,305.78,1.15,141.50,240.89,29.92,57996.0,8.3356e+12,4.114e+03,1.395e+00,2.021,1.0000,8.3323e+12,99.92,99.96,2.02,3.2634e+09,0.08,0.04,4.00,1.0000e-09,0.00,0.00,16.04,-0.418
61000.0,2440.000,58.60,109.00,26893.676,24453.676,9.316,621.1,6.948e-08,2.719e-14,283.534,275.126,1888.3,1.000e+05,0.000,7937.587,680.1,4.113e-07,1.470e-13,0.0,2.396e-14,3.086e-14,2.810e-14,3.3,12.70,1857.5,110.48,-81.5,-83.7,-79.0,-80.9,381.4,0.0,-47.9,55.9,333.4,55.9,112.0,56.0,305.68,-21.99,308.92,1.33,140.61,240.89,29.92,57996.0,8.0589e+12,4.114e+03,1.395e+00,2.021,1.0000,8.0559e+12,99.93,99.96,2.02,2.9722e+09,0.07,0.04,4.00,1.0000e-09,0.00,0.00,16.04,-0.409
61500.0,2460.000,58.90,109.50,26911.735,24451.735,9.304,623.8,6.763e-08,2.635e-14,285.133,276.753,1892.3,1.000e+05,0.000,7990.048,681.6,3.857e-07,1.376e-13,0.0,2.322e-14,2.991e-14,2.150e-14,-18.4,12.70,2094.9,110.54,-80.8,-83.1,-78.3,-84.4,383.7,0.0,102.0,142.6,485.7,142.6,112.0,56.0,305.68,-21.99,312.05,1.50,139.67,240.89,29.92,57996.0,7.8116e+12,4.114e+03,1.395e+00,2.021,1.0000,7.8088e+12,99.93,99.97,2.02,2.7169e+09,0.07,0.03,4.00,1.0000e-09,0.00,0.00,16.04,-0.399
62000.0,2480.000,59.20,110.00,26929.805,24449.805,9.293,626.4,6.601e-08,2.561e-14,286.711,278.321,1896.3,1.000e+05,0.000,8041.231,683.1,3.619e-07,1.288e-13,0.0,2.256e-14,2.907e-14,2.703e-14,5.5,12.70,1845.8,110.60,-80.1,-82.5,-77.4,-79.0,386.1,0.0,86.8,152.9,472.9,152.9,112.0,56.0,305.68,-21.99,315.18,1.68,138.67,240.89,29.92,57996.0,7.5913e+12,4.115e+03,1.395e+00,2.021,1.0000,7.5888e+12,99.93,99.97,2.02,2.4927e+09,0.07,0.03,4.00,1.0000e-09,0.00,0.00,16.04,-0.388
62500.0,2500.000,59.50,110.50,26947.887,24447.887,9.281,629.2,6.459e-08,2.495e-14,288.250,279.871,1900.4,1.000e+05,0.000,8090.682,684.6,3.395e-07,1.205e-13,0.0,2.198e-14,2.832e-14,2.719e-14,9.0,12.70,1820.3,110.65,-79.3,-81.8,-76.5,-77.4,388.4,0.0,142.2,98.4,530.6,98.4,112.0,56.0,305.68,-21.99,318.31,1.85,137.63,240.89,29.92,57996.0,7.3960e+12,4.115e+03,1.395e+00,2.021,1.0000,7.3937e+12,99.94,99.97,2.02,2.2952e+09,0.06,0.03,4.00,1.0000e-09,0.00,0.00,16.04,-0.377
63000.0,2520.000,59.80,111.00,26965.980,24445.980,9.269,632.0,6.336e-08,2.437e-14,289.903,281.993,1904.6,1.000e+05,0.000,8142.621,686.1,3.186e-07,1.129e-13,0.0,2.147e-14,2.766e-14,2.857e-14,17.3,12.70,1758.7,110.70,-78.4,-81.0,-75.5,-74.7,390.7,0.0,65.3,74.4,456.0,74.4,112.0,56.0,305.68,-21.99,321.44,2.03,136.56,240.89,29.92,57996.0,7.2238e+12,4.115e+03,1.395e+00,2.021,1.0000,7.2217e+12,99.94,99.97,2.02,2.1209e+09,0.06,0.03,4.00,1.0000e-09,0.00,0.00,16.04,-0.366
63500.0,2540.000,60.10,111.50,26984.085,24444.085,9.258,634.8,6.231e-08,2.386e-14,291.530,284.045,1908.8,1.000e+05,0.000,8193.192,687.5,2.991e-07,1.058e-13,0.0,2.102e-14,2.708e-14,3.058e-14,28.2,12.70,1685.9,110.75,-77.4,-80.1,-74.4,-71.1,392.9,0.0,-1.2,65.6,391.7,65.6,112.0,56.0,305.68,-21.99,324.57,2.20,135.45,240.89,29.92,57996.0,7.0730e+12,4.115e+03,1.395e+00,2.021,1.0000,7.0710e+12,99.94,99.97,2.02,1.9669e+09,0.06,0.03,4.00,1.0000e-09,0.00,0.00,16.04,-0.354
64000.0,2560.000,60.40,112.00,27002.201,24442.201,9.246,637.7,6.143e-08,2.341e-14,293.350,285.248,1913.1,1.000e+05,0.000,8248.517,688.9,2.808e-07,9.908e-14,0.0,2.063e-14,2.657e-14,2.716e-14,16.0,12.70,1776.3,110.80,-76.4,-79.2,-73.2,-72.6,395.2,0.0,-19.4,-49.9,375.8,-49.9,112.0,56.0,305.68,-21.99,327.71,2.38,134.31,240.89,29.92,57996.0,6.9422e+12,4.115e+03,1.395e+00,2.021,1.0000,6.9404e+12,99.95,99.97,2.02,1.8305e+09,0.05,0.03,4.00,1.0000e-09,0.00,0.00,16.04,-0.342
64500.0,2580.000,60.70,112.50,27020.330,24440.330,9.234,640.6,6.071e-08,2.303e-14,295.254,287.305,1917.4,1.000e+05,0.000,8305.530,690.2,2.637e-07,9.286e-14,0.0,2.029e-14,2.614e-14,2.905e-14,26.1,12.70,1707.3,110.84,-75.2,-78.1,-71.8,-68.7,397.4,0.0,179.9,-50.0,577.3,-50.0,112.0,56.0,305.68,-21.99,330.84,2.56,133.16,240.89,29.92,57996.0,6.8299e+12,4.115e+03,1.395e+00,2.020,1.0000,6.8282e+12,99.95,99.97,2.02,1.7094e+09,0.05,0.03,4.00,1.0000e-09,0.00,0.00,16.04,-0.330
65000.0,2600.000,61.00,113.00,27038.472,24438.472,9.223,643.6,6.014e-08,2.271e-14,296.875,288.949,1921.9,1.000e+05,0.000,8353.909,691.5,2.477e-07,8.705e-14,0.0,2.001e-14,2.578e-14,2.878e-14,26.7,12.70,1707.4,110.87,-73.9,-77.0,-70.4,-66.9,399.6,0.0,68.8,-48.6,468.4,-48.6,112.0,56.0,305.68,-21.99,333.97,2.73,131.98,240.89,29.92,57996.0,6.7352e+12,4.115e+03,1.395e+00,2.020,1.0000,6.7336e+12,99.95,99.98,2.02,1.6017e+09,0.05,0.02,4.00,1.0000e-09,0.00,0.00,16.04,-0.316
65500.0,2620.000,61.30,113.50,27056.625,24436.625,9.211,646.6,5.972e-08,2.244e-14,298.603,291.031,1926.3,1.000e+05,0.000,8404.673,692.8,2.327e-07,8.163e-14,0.0,1.977e-14,2.547e-14,2.478e-14,10.4,12.70,1833.4,110.91,-72.5,-75.8,-68.8,-69.6,401.7,0.0,22.8,-19.4,424.5,-19.4,112.0,56.0,305.68,-21.99,337.10,2.91,130.79,240.89,29.92,57996.0,6.6568e+12,4.115e+03,1.395e+00,2.020,1.0000,6.6553e+12,99.96,99.98,2.02,1.5059e+09,0.04,0.02,4.00,1.0000e-09,0.00,0.00,16.04,-0.303
66000.0,2640.000,61.60,114.00,27074.792,24434.792,9.200,649.7,5.943e-08,2.223e-14,300.548,292.925,1930.9,1.000e+05,0.000,8460.862,694.0,2.186e-07,7.656e-14,0.0,1.959e-14,2.523e-14,2.694e-14,21.2,12.70,1753.9,110.93,-71.0,-74.4,-67.0,-64.8,403.9,0.0,56.9,68.1,460.7,68.1,112.0,56.0,305.68,-21.99,340.23,3.08,129.59,240.89,29.92,57996.0,6.5940e+12,4.115e+03,1.395e+00,2.020,1.0000,6.5926e+12,99.96,99.98,2.02,1.4204e+09,0.04,0.02,4.00,1.0000e-09,0.00,0.00,16.04,-0.289
66500.0,2660.000,61.90,114.50,27092.971,24432.971,9.188,652.8,5.927e-08,2.206e-14,302.074,294.888,1935.5,1.000e+05,0.000,8504.626,695.3,2.055e-07,7.182e-14,0.0,1.944e-14,2.504e-14,2.400e-14,8.8,12.70,1855.8,110.96,-69.3,-72.9,-65.1,-66.6,405.9,0.0,239.1,6.3,645.0,6.3,112.0,56.0,305.68,-21.99,343.36,3.26,128.39,240.89,29.92,57996.0,6.5458e+12,4.115e+03,1.394e+00,2.020,1.0000,6.5444e+12,99.96,99.98,2.02,1.3441e+09,0.04,0.02,4.00,1.0000e-09,0.00,0.00,16.04,-0.275
67000.0,2680.000,62.20,115.00,27111.164,24431.164,9.177,656.0,5.924e-08,2.195e-14,304.091,296.783,1940.1,1.000e+05,0.000,8561.600,696.5,1.931e-07,6.739e-14,0.0,1.933e-14,2.491e-14,2.324e-14,5.9,12.70,1885.4,110.98,-67.4,-71.3,-63.0,-65.5,408.0,0.0,20.1,-31.2,428.1,-31.2,112.0,56.0,305.68,-21.99,346.50,3.43,127.18,240.89,29.92,57996.0,6.5115e+12,4.115e+03,1.394e+00,2.020,1.0000,6.5102e+12,99.96,99.98,2.02,1.2759e+09,0.04,0.02,4.00,1.0000e-09,0.00,0.00,16.04,-0.261
67500.0,2700.000,62.50,115.50,27129.370,24429.370,9.165,659.2,5.933e-08,2.187e-14,305.973,298.723,1944.8,1.000e+05,0.000,8614.103,697.6,1.816e-07,6.325e-14,0.0,1.927e-14,2.482e-14,2.186e-14,-0.1,12.70,1945.4,111.00,-65.4,-69.5,-60.8,-65.4,410.0,0.0,-6.9,-128.7,403.2,-128.7,112.0,56.0,305.68,-21.99,349.63,3.61,125.98,240.89,29.92,57996.0,6.4906e+12,4.115e+03,1.394e+00,2.020,1.0000,6.4894e+12,99.96,99.98,2.02,1.2148e+09,0.04,0.02,4.00,1.0000e-09,0.00,0.00,16.04,-0.246
68000.0,2720.000,62.80,116.00,27147.589,24427.589,9.154,662.5,5.954e-08,2.184e-14,308.190,300.802,1949.6,1.000e+05,0.000,8675.455,698.8,1.707e-07,5.938e-14,0.0,1.924e-14,2.479e-14,2.204e-14,0.9,12.70,1940.5,111.01,-63.2,-67.6,-58.3,-62.9,412.0,0.0,-165.2,-154.0,246.8,-154.0,112.0,56.0,305.68,-21.99,352.76,3.78,124.78,240.89,29.92,57996.0,6.4822e+12,4.115e+03,1.394e+00,2.020,1.0000,6.4811e+12,99.96,99.98,2.02,1.1601e+09,0.04,0.02,4.00,1.0000e-09,0.00,0.00,16.04,-0.231
68500.0,2740.000,63.10,116.50,27165.822,24425.822,9.142,665.8,5.986e-08,2.185e-14,309.992,302.774,1954.4,1.000e+05,0.000,8724.509,699.9,1.606e-07,5.575e-14,0.0,1.925e-14,2.480e-14,2.323e-14,6.3,12.70,1895.3,111.02,-60.8,-65.5,-55.5,-58.3,414.0,0.0,-106.1,-123.8,307.9,-123.8,112.0,56.0,305.68,-21.99,355.89,3.96,123.58,240.89,29.92,57996.0,6.4858e+12,4.115e+03,1.394e+00,2.020,1.0000,6.4847e+12,99.97,99.98,2.02,1.1110e+09,0.03,0.02,4.00,1.0000e-09,0.00,0.00,16.04,-0.216
69000.0,2760.000,63.40,117.00,27184.069,24424.069,9.131,669.1,6.029e-08,2.189e-14,312.006,304.782,1959.3,1.000e+05,0.000,8778.936,701.0,1.510e-07,5.236e-14,0.0,1.929e-14,2.485e-14,2.350e-14,7.3,12.70,1891.1,111.02,-58.2,-63.2,-52.5,-55.1,415.9,0.0,120.3,-8.9,536.3,-8.9,112.0,56.0,305.68,-21.99,359.02,4.13,122.39,240.89,29.92,57996.0,6.5014e+12,4.115e+03,1.394e+00,2.020,1.0000,6.5003e+12,99.97,99.98,2.02,1.0670e+09,0.03,0.02,4.00,1.0000e-09,0.00,0.00,16.04,-0.200
69500.0,2780.000,63.70,117.50,27202.330,24422.330,9.119,672.5,6.083e-08,2.198e-14,313.916,306.801,1964.2,1.000e+05,0.000,8829.879,702.0,1.421e-07,4.918e-14,0.0,1.936e-14,2.495e-14,2.179e-14,-0.8,12.70,1972.6,111.02,-55.3,-60.6,-49.3,-55.7,417.8,0.0,182.8,-1.2,600.6,-1.2,112.0,56.0,305.68,-21.99,2.15,4.31,121.21,240.89,29.92,57996.0,6.5279e+12,4.115e+03,1.394e+00,2.020,1.0000,6.5269e+12,99.97,99.98,2.02,1.0274e+09,0.03,0.02,4.00,1.0000e-09,0.00,0.00,16.04,-0.184
70000.0,2800.000,64.00,118.00,27220.606,24420.606,9.108,676.0,6.148e-08,2.210e-14,315.832,308.964,1969.2,1.000e+05,0.000,8880.443,703.0,1.337e-07,4.621e-14,0.0,1.947e-14,2.508e-14,2.480e-14,12.2,12.70,1859.0,111.02,-52.2,-57.9,-45.7,-46.3,419.7,0.0,300.5,0.1,720.1,0.1,112.0,56.0,305.68,-21.99,5.29,4.49,120.05,240.89,29.92,57996.0,6.5652e+12,4.115e+03,1.394e+00,2.020,1.0000,6.5642e+12,99.97,99.98,2.02,9.9179e+08,0.03,0.02,4.00,1.0000e-09,0.00,0.00,16.04,-0.168
70500.0,2820.000,64.30,118.50,27238.895,24418.895,9.096,679.4,6.223e-08,2.225e-14,317.607,311.187,1974.1,1.000e+05,0.000,8926.507,704.1,1.258e-07,4.342e-14,0.0,1.961e-14,2.526e-14,2.147e-14,-3.5,12.70,2009.7,111.01,-48.8,-54.8,-41.8,-50.6,421.5,0.0,138.5,-29.2,560.0,-29.2,112.0,56.0,305.68,-21.99,8.42,4.66,118.90,240.89,29.92,57996.0,6.6127e+12,4.115e+03,1.394e+00,2.020,1.0000,6.6118e+12,99.97,99.99,2.02,9.5975e+08,0.03,0.01,4.00,1.0000e-09,0.00,0.00,16.04,-0.152
71000.0,2840.000,64.60,119.00,27257.199,24417.199,9.085,683.0,6.308e-08,2.244e-14,319.940,313.195,1979.2,1.000e+05,0.000,8987.723,705.1,1.184e-07,4.082e-14,0.0,1.977e-14,2.547e-14,2.268e-14,1.1,12.70,1968.8,111.00,-45.0,-51.6,-37.6,-44.4,423.2,0.0,150.6,-36.7,573.8,-36.7,112.0,56.0,305.68,-21.99,11.55,4.84,117.77,240.88,29.92,57996.0,6.6705e+12,4.115e+03,1.394e+00,2.020,1.0000,6.6696e+12,99.97,99.99,2.02,9.3095e+08,0.03,0.01,4.00,1.0000e-09,0.00,0.00,16.04,-0.135
71500.0,2860.000,64.90,119.50,27275.518,24415.518,9.073,686.5,6.403e-08,2.266e-14,321.670,315.441,1984.3,1.000e+05,0.000,9031.525,706.0,1.115e-07,3.837e-14,0.0,1.997e-14,2.572e-14,2.534e-14,11.8,12.70,1876.4,110.98,-40.9,-48.0,-33.0,-34.0,425.0,0.0,96.7,-111.5,521.7,-111.5,112.0,56.0,305.68,-21.99,14.68,5.01,116.66,240.88,29.92,57996.0,6.7380e+12,4.115e+03,1.394e+00,2.020,1.0000,6.7371e+12,99.97,99.99,2.02,9.0499e+08,0.03,0.01,4.00,1.0000e-09,0.00,0.00,16.04,-0.119
72000.0,2880.000,65.20,120.00,27293.852,24413.852,9.062,690.1,6.507e-08,2.291e-14,324.038,317.293,1989.4,1.000e+05,0.000,9092.768,707.0,1.050e-07,3.608e-14,0.0,2.019e-14,2.600e-14,2.001e-14,-12.7,12.70,2128.8,110.95,-36.5,-44.0,-27.9,-44.5,426.7,0.0,162.8,-42.0,589.5,-42.0,112.0,56.0,305.68,-21.99,17.81,5.19,115.57,240.88,29.92,57996.0,6.8144e+12,4.115e+03,1.394e+00,2.020,1.0000,6.8135e+12,99.97,99.99,2.02,8.8164e+08,0.03,0.01,4.00,1.0000e-09,0.00,0.00,16.04,-0.102
72500.0,2900.000,65.50,120.50,27312.202,24412.202,9.051,693.7,6.621e-08,2.319e-14,325.924,319.614,1994.5,1.000e+05,0.000,9140.041,707.9,9.885e-08,3.393e-14,0.0,2.043e-14,2.632e-14,2.116e-14,-8.8,12.70,2088.3,110.92,-31.7,-39.8,-22.4,-37.7,428.3,0.0,181.6,-31.2,609.9,-31.2,112.0,56.0,305.68,-21.99,20.94,5.36,114.50,240.88,29.92,57996.0,6.8998e+12,4.116e+03,1.393e+00,2.020,1.0000,6.8989e+12,99.98,99.99,2.02,8.6050e+08,0.02,0.01,4.00,1.0000e-09,0.00,0.00,16.04,-0.085
73000.0,2920.000,65.80,121.00,27330.566,24410.566,9.039,697.3,6.744e-08,2.350e-14,328.504,321.882,1999.7,1.000e+05,0.000,9206.333,708.8,9.310e-08,3.192e-14,0.0,2.070e-14,2.667e-14,2.111e-14,-10.2,12.70,2109.7,110.89,-26.4,-35.1,-16.4,-33.9,429.9,0.0,1.3,-33.5,431.2,-33.5,112.0,56.0,305.68,-21.99,24.08,5.54,113.46,240.88,29.92,57996.0,6.9935e+12,4.116e+03,1.393e+00,2.020,1.0000,6.9927e+12,99.98,99.99,2.02,8.4143e+08,0.02,0.01,4.00,1.0000e-09,0.00,0.00,16.04,-0.068
73500.0,2940.000,66.10,121.50,27348.946,24408.946,9.028,701.0,6.876e-08,2.383e-14,330.667,324.272,2004.9,1.000e+05,0.000,9260.562,709.7,8.770e-08,3.003e-14,0.0,2.100e-14,2.705e-14,2.120e-14,-11.1,12.70,2125.8,110.85,-20.6,-30.1,-9.9,-29.4,431.5,0.0,101.8,-1.0,533.3,-1.0,112.0,56.0,305.68,-21.99,27.21,5.71,112.44,240.88,29.92,57996.0,7.0955e+12,4.116e+03,1.393e+00,2.020,1.0000,7.0946e+12,99.98,99.99,2.02,8.2421e+08,0.02,0.01,4.00,1.0000e-09,0.00,0.00,16.04,-0.052
74000.0,2960.000,66.40,122.00,27367.341,24407.341,9.016,704.7,7.016e-08,2.419e-14,332.948,326.350,2010.1,1.000e+05,0.000,9317.721,710.5,8.263e-08,2.826e-14,0.0,2.131e-14,2.746e-14,2.060e-14,-14.8,12.70,2178.0,110.81,-14.4,-24.6,-2.8,-27.1,433.0,0.0,68.8,20.3,501.8,20.3,112.0,56.0,305.68,-21.99,30.34,5.89,111.45,240.88,29.92,57996.0,7.2049e+12,4.116e+03,1.393e+00,2.020,1.0000,7.2041e+12,99.98,99.99,2.02,8.0855e+08,0.02,0.01,4.00,1.0000e-09,0.00,0.00,16.04,-0.035
74500.0,2980.000,66.70,122.50,27385.752,24405.752,9.005,708.4,7.164e-08,2.457e-14,335.131,328.705,2015.3,1.000e+05,0.000,9371.806,711.4,7.786e-08,2.659e-14,0.0,2.165e-14,2.789e-14,2.389e-14,-2.8,12.70,2043.8,110.75,-7.6,-18.6,4.9,-10.2,434.5,0.0,-105.4,-39.8,329.1,-39.8,112.0,56.0,305.68,-21.99,33.47,6.06,110.49,240.88,29.92,57996.0,7.3215e+12,4.116e+03,1.393e+00,2.020,1.0000,7.3208e+12,99.98,99.99,2.02,7.9433e+08,0.02,0.01,4.00,1.0000e-09,0.00,0.00,16.04,-0.018
75000.0,3000.000,67.00,123.00,27404.180,24404.180,8.994,712.1,7.320e-08,2.497e-14,337.231,330.861,2020.5,1.000e+05,0.000,9423.282,712.2,7.337e-08,2.503e-14,0.0,2.200e-14,2.835e-14,2.295e-14,-8.1,12.70,2107.7,110.70,-0.2,-12.1,13.2,-8.3,435.9,0.0,-63.9,-26.7,372.0,-26.7,112.0,56.0,305.68,-21.99,36.60,6.24,109.56,240.88,29.92,57996.0,7.4449e+12,4.116e+03,1.393e+00,2.020,1.0000,7.4441e+12,99.98,99.99,2.02,7.8134e+08,0.02,0.01,4.00,1.0000e-09,0.00,0.00,16.04,-0.000
75500.0,3020.000,67.30,123.50,27422.623,24402.623,8.982,714.9,7.331e-08,2.492e-14,339.016,332.702,2024.4,1.000e+05,0.000,9472.622,713.0,6.916e-08,2.357e-14,0.0,2.195e-14,2.828e-14,2.163e-14,-13.2,12.70,2172.7,110.64,5.7,-6.8,20.0,-8.2,437.3,0.0,-71.3,-17.7,366.0,-17.7,112.0,56.0,305.68,-21.99,39.73,6.42,108.67,240.88,29.92,57996.0,7.4256e+12,4.116e+03,1.393e+00,2.020,1.0000,7.4249e+12,99.98,99.99,2.02,7.4888e+08,0.02,0.01,4.00,1.0000e-09,0.00,0.00,16.04,0.016
76000.0,3040.000,67.60,124.00,27441.083,24401.083,8.971,717.7,7.340e-08,2.485e-14,340.821,334.536,2028.3,1.000e+05,0.000,9522.632,713.8,6.519e-08,2.219e-14,0.0,2.189e-14,2.821e-14,2.205e-14,-11.3,12.70,2153.2,110.57,12.0,-1.3,27.1,-0.6,438.6,0.0,-133.3,4.6,305.3,4.6,112.0,56.0,305.68,-21.99,42.87,6.59,107.80,240.88,29.92,57996.0,7.4044e+12,4.116e+03,1.393e+00,2.020,1.0000,7.4036e+12,99.98,99.99,2.02,7.1773e+08,0.02,0.01,4.00,1.0000e-09,0.00,0.00,16.04,0.033
76500.0,3060.000,67.90,124.50,27459.559,24399.559,8.960,720.5,7.351e-08,2.479e-14,342.561,336.276,2032.1,1.000e+05,0.000,9570.768,714.6,6.146e-08,2.090e-14,0.0,2.184e-14,2.814e-14,2.197e-14,-11.4,12.70,2158.5,110.50,18.6,4.5,34.6,5.1,439.9,0.0,-58.1,79.5,381.8,79.5,112.0,56.0,305.68,-21.99,46.00,6.77,106.97,240.88,29.92,57996.0,7.3850e+12,4.116e+03,1.393e+00,2.020,1.0000,7.3843e+12,99.98,99.99,2.02,6.8830e+08,0.02,0.01,4.00,1.0000e-09,0.00,0.00,16.04,0.050
77000.0,3080.000,68.20,125.00,27478.051,24398.051,8.948,723.2,7.363e-08,2.474e-14,344.345,338.338,2035.9,1.000e+05,0.000,9620.061,715.3,5.795e-08,1.969e-14,0.0,2.179e-14,2.808e-14,2.554e-14,3.2,12.70,2003.7,110.42,25.7,10.7,42.6,29.7,441.1,0.0,109.5,-54.8,550.6,-54.8,112.0,56.0,305.68,-21.99,49.13,6.94,106.18,240.88,29.92,57996.0,7.3669e+12,4.116e+03,1.393e+00,2.020,1.0000,7.3662e+12,99.98,99.99,2.02,6.6043e+08,0.02,0.01,4.00,1.0000e-09,0.00,0.00,16.04,0.067
