ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,CO2nd_m3,CO2mass_pct,CO2mole_pct,CO2amw,COnd_m3,COmass_pct,COmole_pct,COamw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,Hnd_m3,Hmass_pct,Hmole_pct,Hamw,Nnd_m3,Nmass_pct,Nmole_pct,Namw,Ond_m3,Omass_pct,Omole_pct,Oamw,HeightAboveSurface_km,SurfaceHeight_km
68000.0,272.000,62.80,116.00,6323.800,6051.800,8.123,251.5,8.796e-09,2.548e-14,42.489,23.511,754.6,9.209e+06,0.000,1469.468,230.0,1.050e-08,2.198e-14,0.0,2.216e-14,2.931e-14,2.967e-14,16.4,14.02,699.3,10.88,15.9,0.8,33.3,35.0,-159.4,99.4,-3.6,-8.3,-163.0,91.1,25.0,12.5,263.81,-2.62,54.14,16.12,79.94,5.81,0.72,10087200.0,2.5330e+12,1.372e+03,1.650e+00,6.058,1.0000,5.0802e+05,0.00,0.00,44.00,3.9235e+08,0.07,0.02,28.00,2.9400e+08,0.05,0.01,28.00,1.4213e+12,37.05,56.11,4.00,5.4084e+11,3.56,21.35,1.01,1.3979e+10,1.28,0.55,14.00,5.5626e+11,57.99,21.96,16.00,272.282,-0.282
68500.0,274.000,63.10,116.50,6325.800,6051.800,8.118,250.8,8.425e-09,2.317e-14,44.784,24.401,774.9,9.209e+06,0.000,1550.782,230.0,1.015e-08,2.069e-14,0.0,2.015e-14,2.665e-14,2.736e-14,18.1,14.02,713.1,10.70,12.0,-2.6,28.8,32.3,-159.2,98.0,-4.4,-11.0,-163.7,87.0,25.0,12.5,263.82,-2.62,54.13,16.16,80.29,5.81,0.72,10087200.0,2.4333e+12,1.450e+03,1.652e+00,5.735,1.0000,3.3333e+05,0.00,0.00,44.00,2.9917e+08,0.06,0.01,28.00,2.2430e+08,0.05,0.01,28.00,1.3966e+12,40.03,57.39,4.00,5.4716e+11,3.96,22.49,1.01,1.2171e+10,1.22,0.50,14.00,4.7692e+11,54.68,19.60,16.00,274.236,-0.236
69000.0,276.000,63.40,117.00,6327.800,6051.800,8.113,250.0,8.095e-09,2.116e-14,47.145,25.382,795.2,9.209e+06,0.000,1634.401,230.0,9.822e-09,1.952e-14,0.0,1.840e-14,2.434e-14,2.513e-14,18.8,14.02,729.7,10.52,8.4,-5.7,24.7,28.8,-159.0,96.6,11.4,-5.1,-147.6,91.5,25.0,12.5,263.83,-2.62,54.11,16.19,80.63,5.80,0.72,10087200.0,2.3450e+12,1.530e+03,1.653e+00,5.435,1.0000,2.1847e+05,0.00,0.00,44.00,2.2797e+08,0.05,0.01,28.00,1.7102e+08,0.04,0.01,28.00,1.3718e+12,43.05,58.50,4.00,5.5343e+11,4.39,23.60,1.01,1.0594e+10,1.16,0.45,14.00,4.0874e+11,51.31,17.43,16.00,276.152,-0.152
69500.0,278.000,63.70,117.50,6329.800,6051.800,8.108,249.3,7.802e-09,1.942e-14,49.551,26.458,815.3,9.209e+06,0.000,1719.650,230.0,9.515e-09,1.846e-14,0.0,1.689e-14,2.233e-14,2.245e-14,15.6,14.02,758.3,10.35,5.2,-8.5,21.0,21.6,-158.7,95.1,20.6,-4.5,-138.2,90.6,25.0,12.5,263.84,-2.62,54.09,16.23,80.97,5.80,0.72,10087200.0,2.2665e+12,1.611e+03,1.655e+00,5.160,1.0000,1.4304e+05,0.00,0.00,44.00,1.7361e+08,0.04,0.01,28.00,1.3031e+08,0.03,0.01,28.00,1.3472e+12,46.08,59.44,4.00,5.5963e+11,4.83,24.69,1.01,9.2189e+09,1.10,0.41,14.00,3.5018e+11,47.91,15.45,16.00,278.120,-0.120
70000.0,280.000,64.00,118.00,6331.800,6051.800,8.103,248.6,7.539e-09,1.790e-14,51.982,27.631,835.2,9.209e+06,0.000,1805.810,230.0,9.223e-09,1.748e-14,0.0,1.556e-14,2.058e-14,2.152e-14,20.2,14.02,761.7,10.18,2.4,-11.0,17.7,23.1,-158.4,93.6,36.2,-4.2,-122.3,89.4,25.0,12.5,263.85,-2.62,54.07,16.26,81.30,5.80,0.72,10087200.0,2.1964e+12,1.694e+03,1.656e+00,4.907,1.0000,9.3563e+04,0.00,0.00,44.00,1.3213e+08,0.03,0.01,28.00,9.9230e+07,0.03,0.00,28.00,1.3225e+12,49.08,60.21,4.00,5.6576e+11,5.30,25.76,1.01,8.0200e+09,1.04,0.37,14.00,2.9990e+11,44.52,13.65,16.00,280.075,-0.075
70500.0,282.000,64.30,118.50,6333.800,6051.800,8.098,247.9,7.303e-09,1.657e-14,54.418,28.902,854.6,9.209e+06,0.000,1892.152,230.0,8.947e-09,1.659e-14,0.0,1.441e-14,1.906e-14,1.900e-14,14.6,14.02,798.2,10.01,-0.1,-13.2,14.8,14.5,-158.1,92.1,31.6,-6.5,-126.6,85.7,25.0,12.5,263.86,-2.62,54.06,16.30,81.63,5.80,0.72,10087200.0,2.1337e+12,1.778e+03,1.657e+00,4.677,1.0000,6.1139e+04,0.00,0.00,44.00,1.0050e+08,0.03,0.00,28.00,7.5518e+07,0.02,0.00,28.00,1.2979e+12,52.02,60.83,4.00,5.7183e+11,5.79,26.80,1.01,6.9751e+09,0.98,0.33,14.00,2.5675e+11,41.16,12.03,16.00,282.134,-0.134
71000.0,284.000,64.60,119.00,6335.800,6051.800,8.093,247.2,7.089e-09,1.541e-14,56.837,30.269,873.4,9.209e+06,0.000,1977.966,230.0,8.685e-09,1.578e-14,0.0,1.340e-14,1.772e-14,1.777e-14,15.3,14.02,813.3,9.85,-2.3,-15.1,12.3,12.6,-157.7,90.6,36.0,-7.8,-121.8,82.8,25.0,12.5,263.87,-2.62,54.04,16.33,81.96,5.80,0.72,10087200.0,2.0772e+12,1.861e+03,1.658e+00,4.468,1.0000,3.9913e+04,0.00,0.00,44.00,7.6399e+07,0.02,0.00,28.00,5.7439e+07,0.02,0.00,28.00,1.2734e+12,54.88,61.31,4.00,5.7781e+11,6.29,27.82,1.01,6.0648e+09,0.91,0.29,14.00,2.1974e+11,37.88,10.58,16.00,284.239,-0.239
71500.0,286.000,64.90,119.50,6337.800,6051.800,8.087,246.5,6.896e-09,1.440e-14,59.222,31.729,891.5,9.209e+06,0.000,2062.583,230.0,8.436e-09,1.503e-14,0.0,1.252e-14,1.656e-14,1.716e-14,19.2,14.02,816.5,9.69,-4.2,-16.7,10.2,14.2,-157.3,89.1,35.1,-14.9,-122.2,74.1,25.0,12.5,263.88,-2.62,54.02,16.37,82.28,5.80,0.72,10087200.0,2.0261e+12,1.943e+03,1.659e+00,4.279,1.0000,2.6033e+04,0.00,0.00,44.00,5.8045e+07,0.02,0.00,28.00,4.3664e+07,0.01,0.00,28.00,1.2490e+12,57.62,61.65,4.00,5.8372e+11,6.80,28.81,1.01,5.2721e+09,0.85,0.26,14.00,1.8800e+11,34.69,9.28,16.00,286.326,-0.326
72000.0,288.000,65.20,120.00,6339.800,6051.800,8.082,245.8,6.719e-09,1.351e-14,61.554,33.276,908.8,9.209e+06,0.000,2145.402,230.0,8.199e-09,1.434e-14,0.0,1.174e-14,1.553e-14,1.481e-14,9.7,14.02,867.9,9.54,-5.8,-18.1,8.3,3.3,-156.9,87.5,42.3,-12.4,-114.5,75.1,25.0,12.5,263.89,-2.62,54.00,16.40,82.60,5.80,0.72,10087200.0,1.9796e+12,2.024e+03,1.660e+00,4.108,1.0000,1.6965e+04,0.00,0.00,44.00,4.4078e+07,0.02,0.00,28.00,3.3174e+07,0.01,0.00,28.00,1.2247e+12,60.23,61.86,4.00,5.8954e+11,7.32,29.78,1.01,4.5819e+09,0.79,0.23,14.00,1.6079e+11,31.63,8.12,16.00,288.283,-0.283
72500.0,290.000,65.50,120.50,6341.800,6051.800,8.077,245.2,6.557e-09,1.272e-14,63.819,34.903,925.3,9.209e+06,0.000,2225.907,230.0,7.973e-09,1.370e-14,0.0,1.106e-14,1.463e-14,1.380e-14,8.5,14.02,888.3,9.39,-7.1,-19.2,6.8,0.8,-156.4,85.9,47.6,-12.4,-108.8,73.5,25.0,12.5,263.89,-2.62,53.98,16.43,82.91,5.80,0.72,10087200.0,1.9372e+12,2.103e+03,1.661e+00,3.954,1.0000,1.1046e+04,0.00,0.00,44.00,3.3454e+07,0.01,0.00,28.00,2.5192e+07,0.01,0.00,28.00,1.2004e+12,62.69,61.97,4.00,5.9527e+11,7.85,30.73,1.01,3.9811e+09,0.73,0.21,14.00,1.3748e+11,28.72,7.10,16.00,290.228,-0.228
73000.0,292.000,65.80,121.00,6343.800,6051.800,8.072,244.5,6.407e-09,1.203e-14,66.005,36.600,940.9,9.209e+06,0.000,2303.678,230.0,7.756e-09,1.310e-14,0.0,1.046e-14,1.383e-14,1.272e-14,5.8,14.02,914.9,9.24,-8.2,-20.2,5.5,-2.9,-155.9,84.3,37.1,-13.1,-118.8,71.2,25.0,12.5,263.90,-2.62,53.97,16.47,83.23,5.80,0.72,10087200.0,1.8983e+12,2.179e+03,1.662e+00,3.815,1.0000,7.1861e+03,0.00,0.00,44.00,2.5379e+07,0.01,0.00,28.00,1.9121e+07,0.01,0.00,28.00,1.1763e+12,64.97,61.97,4.00,6.0090e+11,8.38,31.66,1.01,3.4584e+09,0.67,0.18,14.00,1.1752e+11,25.96,6.19,16.00,292.413,-0.413
73500.0,294.000,66.10,121.50,6345.800,6051.800,8.067,243.8,6.269e-09,1.141e-14,68.103,38.354,955.7,9.209e+06,0.000,2378.398,230.0,7.549e-09,1.255e-14,0.0,9.922e-15,1.312e-14,1.177e-14,3.1,14.02,941.0,9.09,-9.1,-21.0,4.5,-6.2,-155.3,82.7,43.6,-11.1,-111.7,71.6,25.0,12.5,263.91,-2.62,53.95,16.50,83.53,5.80,0.72,10087200.0,1.8623e+12,2.253e+03,1.662e+00,3.690,1.0000,4.6715e+03,0.00,0.00,44.00,1.9244e+07,0.01,0.00,28.00,1.4506e+07,0.01,0.00,28.00,1.1524e+12,67.08,61.88,4.00,6.0642e+11,8.91,32.56,1.01,3.0037e+09,0.61,0.16,14.00,1.0042e+11,23.38,5.39,16.00,294.582,-0.582
74000.0,296.000,66.40,122.00,6347.800,6051.800,8.062,243.2,6.140e-09,1.086e-14,70.108,40.151,969.5,9.209e+06,0.000,2449.852,230.0,7.351e-09,1.204e-14,0.0,9.446e-15,1.249e-14,1.079e-14,-0.7,14.02,972.9,8.95,-9.8,-21.5,3.8,-10.4,-154.7,81.1,42.5,-8.9,-112.2,72.2,25.0,12.5,263.92,-2.62,53.93,16.54,83.84,5.80,0.72,10087200.0,1.8288e+12,2.324e+03,1.663e+00,3.577,1.0000,3.0346e+03,0.00,0.00,44.00,1.4585e+07,0.01,0.00,28.00,1.1000e+07,0.00,0.00,28.00,1.1286e+12,69.00,61.71,4.00,6.1185e+11,9.45,33.46,1.01,2.6084e+09,0.56,0.14,14.00,8.5794e+10,20.98,4.69,16.00,296.603,-0.603
74500.0,298.000,66.70,122.50,6349.800,6051.800,8.057,242.5,6.019e-09,1.037e-14,72.015,41.976,982.4,9.209e+06,0.000,2517.920,230.0,7.161e-09,1.156e-14,0.0,9.021e-15,1.193e-14,1.056e-14,1.8,14.02,973.7,8.81,-10.2,-22.0,3.2,-8.6,-154.1,79.5,29.2,-12.6,-124.9,66.8,25.0,12.5,263.93,-2.62,53.91,16.57,84.14,5.80,0.72,10087200.0,1.7976e+12,2.392e+03,1.663e+00,3.475,1.0000,1.9698e+03,0.00,0.00,44.00,1.1050e+07,0.00,0.00,28.00,8.3380e+06,0.00,0.00,28.00,1.1049e+12,70.74,61.46,4.00,6.1716e+11,9.98,34.33,1.01,2.2646e+09,0.51,0.13,14.00,7.3277e+10,18.77,4.08,16.00,298.510,-0.510
75000.0,300.000,67.00,123.00,6351.800,6051.800,8.052,241.9,5.906e-09,9.935e-15,73.823,43.812,994.5,9.209e+06,0.000,2582.569,230.0,6.978e-09,1.111e-14,0.0,8.640e-15,1.143e-14,9.833e-15,-1.0,14.02,999.6,8.68,-10.6,-22.2,2.9,-11.5,-153.4,77.8,27.7,-12.4,-125.8,65.4,25.0,12.5,263.94,-2.62,53.89,16.61,84.43,5.80,0.72,10087200.0,1.7683e+12,2.457e+03,1.664e+00,3.384,1.0000,1.2778e+03,0.00,0.00,44.00,8.3685e+06,0.00,0.00,28.00,6.3176e+06,0.00,0.00,28.00,1.0814e+12,72.30,61.15,4.00,6.2235e+11,10.51,35.19,1.01,1.9659e+09,0.46,0.11,14.00,6.2572e+10,16.73,3.54,16.00,300.540,-0.540
75500.0,302.000,67.30,123.50,6353.800,6051.800,8.047,241.3,5.798e-09,9.540e-15,75.535,45.642,1005.7,9.209e+06,0.000,2643.843,230.0,6.803e-09,1.069e-14,0.0,8.295e-15,1.097e-14,9.133e-15,-4.3,14.02,1027.9,8.54,-10.7,-22.4,2.7,-14.5,-152.7,76.1,23.8,-12.1,-128.9,64.1,25.0,12.5,263.95,-2.62,53.88,16.64,84.73,5.80,0.72,10087200.0,1.7407e+12,2.519e+03,1.664e+00,3.300,1.0000,8.2841e+02,0.00,0.00,44.00,6.3353e+06,0.00,0.00,28.00,4.7851e+06,0.00,0.00,28.00,1.0581e+12,73.67,60.79,4.00,6.2742e+11,11.03,36.05,1.01,1.7063e+09,0.42,0.10,14.00,5.3419e+10,14.88,3.07,16.00,302.617,-0.617
76000.0,304.000,67.60,124.00,6355.800,6051.800,8.042,240.7,5.697e-09,9.181e-15,77.153,47.452,1016.2,9.209e+06,0.000,2701.847,230.0,6.634e-09,1.029e-14,0.0,7.984e-15,1.056e-14,8.677e-15,-5.5,14.02,1045.3,8.41,-10.8,-22.4,2.6,-15.7,-152.0,74.4,15.7,-10.4,-136.3,64.0,25.0,12.5,263.96,-2.62,53.86,16.68,85.01,5.80,0.72,10087200.0,1.7144e+12,2.578e+03,1.664e+00,3.225,1.0000,5.3674e+02,0.00,0.00,44.00,4.7945e+06,0.00,0.00,28.00,3.6230e+06,0.00,0.00,28.00,1.0350e+12,74.88,60.37,4.00,6.3237e+11,11.55,36.88,1.01,1.4808e+09,0.37,0.09,14.00,4.5596e+10,13.19,2.66,16.00,304.684,-0.684
76500.0,306.000,67.90,124.50,6357.800,6051.800,8.037,240.1,5.599e-09,8.855e-15,78.682,49.225,1026.0,9.209e+06,0.000,2756.735,230.0,6.472e-09,9.917e-15,0.0,7.700e-15,1.018e-14,8.225e-15,-7.1,14.02,1064.6,8.28,-10.7,-22.4,2.7,-17.1,-151.2,72.7,16.4,-4.1,-134.7,68.6,25.0,12.5,263.97,-2.62,53.84,16.71,85.30,5.80,0.72,10087200.0,1.6895e+12,2.634e+03,1.665e+00,3.156,1.0000,3.4758e+02,0.00,0.00,44.00,3.6273e+06,0.00,0.00,28.00,2.7423e+06,0.00,0.00,28.00,1.0121e+12,75.92,59.91,4.00,6.3718e+11,12.07,37.72,1.01,1.2849e+09,0.34,0.08,14.00,3.8911e+10,11.67,2.30,16.00,306.574,-0.574
77000.0,308.000,68.20,125.00,6359.800,6051.800,8.032,239.5,5.506e-09,8.556e-15,80.127,50.949,1035.1,9.209e+06,0.000,2808.697,230.0,6.315e-09,9.564e-15,0.0,7.440e-15,9.840e-15,8.273e-15,-3.3,14.02,1052.7,8.16,-10.5,-22.2,2.9,-13.5,-150.4,71.0,26.7,-11.6,-123.6,59.4,25.0,12.5,263.98,-2.62,53.82,16.75,85.58,5.80,0.72,10087200.0,1.6656e+12,2.688e+03,1.665e+00,3.094,1.0000,2.2497e+02,0.00,0.00,44.00,2.7435e+06,0.00,0.00,28.00,2.0751e+06,0.00,0.00,28.00,9.8939e+11,76.80,59.40,4.00,6.4186e+11,12.58,38.54,1.01,1.1148e+09,0.30,0.07,14.00,3.3200e+10,10.31,1.99,16.00,308.602,-0.602
77500.0,310.000,68.50,125.50,6361.800,6051.800,8.027,238.9,5.417e-09,8.282e-15,81.494,52.612,1043.7,9.209e+06,0.000,2857.950,230.0,6.164e-09,9.230e-15,0.0,7.201e-15,9.524e-15,8.291e-15,0.1,14.02,1043.1,8.03,-10.3,-22.0,3.2,-10.2,-149.5,69.3,25.9,-11.2,-123.6,58.1,25.0,12.5,263.99,-2.62,53.80,16.78,85.85,5.80,0.72,10087200.0,1.6426e+12,2.738e+03,1.665e+00,3.036,1.0000,1.4554e+02,0.00,0.00,44.00,2.0745e+06,0.00,0.00,28.00,1.5698e+06,0.00,0.00,28.00,9.6692e+11,77.55,58.86,4.00,6.4640e+11,13.09,39.35,1.01,9.6720e+08,0.27,0.06,14.00,2.8323e+10,9.09,1.72,16.00,310.752,-0.752
78000.0,312.000,68.80,126.00,6363.800,6051.800,8.022,238.3,5.331e-09,8.028e-15,82.790,54.204,1051.7,9.209e+06,0.000,2904.724,230.0,6.019e-09,8.913e-15,0.0,6.981e-15,9.232e-15,8.091e-15,0.8,14.02,1047.5,7.91,-9.9,-21.7,3.6,-9.2,-148.6,67.5,19.9,-15.3,-128.7,52.2,25.0,12.5,264.00,-2.62,53.79,16.81,86.12,5.80,0.72,10087200.0,1.6205e+12,2.787e+03,1.665e+00,2.983,1.0000,9.4122e+01,0.00,0.00,44.00,1.5683e+06,0.00,0.00,28.00,1.1873e+06,0.00,0.00,28.00,9.4469e+11,78.16,58.30,4.00,6.5080e+11,13.60,40.16,1.01,8.3904e+08,0.24,0.05,14.00,2.4160e+10,8.00,1.49,16.00,312.728,-0.728
78500.0,314.000,69.10,126.50,6365.800,6051.800,8.016,237.7,5.248e-09,7.792e-15,84.022,55.720,1059.2,9.209e+06,0.000,2949.256,230.0,5.878e-09,8.613e-15,0.0,6.775e-15,8.961e-15,8.086e-15,3.8,14.02,1039.7,7.79,-9.5,-21.3,4.0,-6.1,-147.7,65.7,14.0,-17.7,-133.7,48.0,25.0,12.5,264.01,-2.62,53.77,16.85,86.39,5.80,0.72,10087200.0,1.5991e+12,2.833e+03,1.666e+00,2.934,1.0000,6.0847e+01,0.00,0.00,44.00,1.1854e+06,0.00,0.00,28.00,8.9783e+05,0.00,0.00,28.00,9.2270e+11,78.66,57.70,4.00,6.5504e+11,14.10,40.96,1.01,7.2783e+08,0.22,0.05,14.00,2.0605e+10,7.03,1.29,16.00,314.685,-0.685
79000.0,316.000,69.40,127.00,6367.800,6051.800,8.011,237.2,5.168e-09,7.571e-15,85.196,57.153,1066.3,9.209e+06,0.000,2991.785,230.0,5.742e-09,8.327e-15,0.0,6.584e-15,8.707e-15,7.626e-15,0.7,14.02,1062.4,7.67,-9.1,-20.9,4.6,-8.4,-146.7,63.9,16.4,-11.3,-130.3,52.7,25.0,12.5,264.02,-2.62,53.75,16.88,86.65,5.80,0.72,10087200.0,1.5783e+12,2.878e+03,1.666e+00,2.889,1.0000,3.9323e+01,0.00,0.00,44.00,8.9586e+05,0.00,0.00,28.00,6.7881e+05,0.00,0.00,28.00,9.0096e+11,79.04,57.08,4.00,6.5914e+11,14.60,41.76,1.01,6.3132e+08,0.19,0.04,14.00,1.7572e+10,6.17,1.11,16.00,316.698,-0.698
79500.0,318.000,69.70,127.50,6369.800,6051.800,8.006,236.6,5.090e-09,7.365e-15,86.319,58.502,1073.0,9.209e+06,0.000,3032.542,230.0,5.611e-09,8.055e-15,0.0,6.404e-15,8.469e-15,7.567e-15,2.7,14.02,1058.6,7.56,-8.6,-20.5,5.1,-6.1,-145.7,62.1,21.2,-13.2,-124.5,48.9,25.0,12.5,264.03,-2.62,53.73,16.92,86.91,5.80,0.72,10087200.0,1.5581e+12,2.921e+03,1.666e+00,2.846,1.0000,2.5406e+01,0.00,0.00,44.00,6.7694e+05,0.00,0.00,28.00,5.1315e+05,0.00,0.00,28.00,8.7948e+11,79.32,56.45,4.00,6.6307e+11,15.10,42.56,1.01,5.4760e+08,0.17,0.04,14.00,1.4984e+10,5.41,0.96,16.00,318.564,-0.564
80000.0,320.000,70.00,128.00,6371.800,6051.800,8.001,236.1,5.014e-09,7.170e-15,87.398,59.766,1079.4,9.209e+06,0.000,3071.751,230.0,5.484e-09,7.795e-15,0.0,6.234e-15,8.245e-15,7.171e-15,0.0,14.02,1079.3,7.44,-8.0,-20.0,5.8,-8.0,-144.7,60.3,18.5,-13.6,-126.1,46.8,25.0,12.5,264.04,-2.62,53.71,16.95,87.17,5.80,0.72,10087200.0,1.5384e+12,2.962e+03,1.666e+00,2.807,1.0000,1.6412e+01,0.00,0.00,44.00,5.1147e+05,0.00,0.00,28.00,3.8788e+05,0.00,0.00,28.00,8.5826e+11,79.51,55.79,4.00,6.6684e+11,15.60,43.35,1.01,4.7498e+08,0.15,0.03,14.00,1.2776e+10,4.73,0.83,16.00,320.405,-0.405
80500.0,322.000,70.30,128.50,6373.800,6051.800,7.996,235.5,4.940e-09,6.985e-15,88.438,60.947,1085.5,9.209e+06,0.000,3109.621,230.0,5.362e-09,7.547e-15,0.0,6.074e-15,8.033e-15,6.698e-15,-4.1,14.02,1108.5,7.33,-7.5,-19.5,6.4,-11.3,-143.6,58.5,15.2,-15.0,-128.4,43.5,25.0,12.5,264.05,-2.62,53.70,16.99,87.42,5.80,0.72,10087200.0,1.5191e+12,3.003e+03,1.666e+00,2.769,1.0000,1.0600e+01,0.00,0.00,44.00,3.8642e+05,0.00,0.00,28.00,2.9317e+05,0.00,0.00,28.00,8.3733e+11,79.62,55.12,4.00,6.7045e+11,16.10,44.14,1.01,4.1199e+08,0.14,0.03,14.00,1.0893e+10,4.14,0.72,16.00,322.191,-0.191
81000.0,324.000,70.60,129.00,6375.800,6051.800,7.991,235.0,4.868e-09,6.810e-15,89.445,62.046,1091.3,9.209e+06,0.000,3146.350,230.0,5.243e-09,7.311e-15,0.0,5.922e-15,7.831e-15,6.814e-15,0.1,14.02,1091.0,7.22,-6.9,-19.0,7.1,-6.8,-142.5,56.6,10.1,-16.9,-132.3,39.7,25.0,12.5,264.05,-2.62,53.68,17.02,87.66,5.80,0.72,10087200.0,1.5002e+12,3.042e+03,1.666e+00,2.734,1.0000,6.8451e+00,0.00,0.00,44.00,2.9194e+05,0.00,0.00,28.00,2.2158e+05,0.00,0.00,28.00,8.1667e+11,79.66,54.44,4.00,6.7389e+11,16.60,44.92,1.01,3.5736e+08,0.12,0.02,14.00,9.2877e+09,3.62,0.62,16.00,323.958,0.042
81500.0,326.000,70.90,129.50,6377.800,6051.800,7.986,234.5,4.797e-09,6.642e-15,90.424,63.069,1096.9,9.209e+06,0.000,3182.122,230.0,5.128e-09,7.084e-15,0.0,5.776e-15,7.639e-15,6.696e-15,0.8,14.02,1092.5,7.12,-6.2,-18.5,7.8,-5.5,-141.3,54.8,5.4,-20.3,-135.9,34.4,25.0,12.5,264.06,-2.62,53.66,17.06,87.90,5.80,0.72,10087200.0,1.4817e+12,3.080e+03,1.666e+00,2.700,1.0000,4.4203e+00,0.00,0.00,44.00,2.2056e+05,0.00,0.00,28.00,1.6747e+05,0.00,0.00,28.00,7.9630e+11,79.63,53.74,4.00,6.7716e+11,17.10,45.70,1.01,3.0999e+08,0.11,0.02,14.00,7.9186e+09,3.17,0.53,16.00,325.845,0.155
82000.0,328.000,71.20,130.00,6379.800,6051.800,7.981,234.0,4.728e-09,6.482e-15,91.381,64.018,1102.4,9.209e+06,0.000,3217.103,230.0,5.017e-09,6.867e-15,0.0,5.637e-15,7.455e-15,6.310e-15,-2.7,14.02,1117.3,7.01,-5.6,-17.9,8.6,-8.1,-140.1,52.9,-2.4,-17.4,-142.5,35.5,25.0,12.5,264.07,-2.62,53.64,17.09,88.14,5.80,0.72,10087200.0,1.4635e+12,3.117e+03,1.666e+00,2.667,1.0000,2.8545e+00,0.00,0.00,44.00,1.6664e+05,0.00,0.00,28.00,1.2658e+05,0.00,0.00,28.00,7.7623e+11,79.54,53.04,4.00,6.8024e+11,17.60,46.48,1.01,2.6891e+08,0.10,0.02,14.00,6.7514e+09,2.77,0.46,16.00,327.711,0.289
82500.0,330.000,71.50,130.50,6381.800,6051.800,7.976,233.5,4.660e-09,6.329e-15,92.318,64.900,1107.7,9.209e+06,0.000,3251.446,230.0,4.909e-09,6.659e-15,0.0,5.503e-15,7.278e-15,6.158e-15,-2.7,14.02,1123.0,6.91,-5.0,-17.4,9.3,-7.5,-138.9,51.0,-4.9,-11.7,-143.7,39.3,25.0,12.5,264.08,-2.62,53.62,17.13,88.37,5.79,0.72,10087200.0,1.4456e+12,3.154e+03,1.666e+00,2.636,1.0000,1.8434e+00,0.00,0.00,44.00,1.2591e+05,0.00,0.00,28.00,9.5678e+04,0.00,0.00,28.00,7.5646e+11,79.39,52.33,4.00,6.8315e+11,18.10,47.26,1.01,2.3330e+08,0.09,0.02,14.00,5.7564e+09,2.42,0.40,16.00,329.718,0.282
83000.0,332.000,71.80,131.00,6383.800,6051.800,7.971,233.0,4.594e-09,6.181e-15,93.241,65.720,1112.9,9.209e+06,0.000,3285.289,230.0,4.804e-09,6.459e-15,0.0,5.374e-15,7.108e-15,5.545e-15,-10.3,14.02,1174.9,6.80,-4.3,-16.8,10.0,-14.1,-137.6,49.1,-13.2,-9.7,-150.8,39.5,25.0,12.5,264.09,-2.62,53.61,17.16,88.59,5.79,0.72,10087200.0,1.4280e+12,3.190e+03,1.666e+00,2.607,1.0000,1.1906e+00,0.00,0.00,44.00,9.5149e+04,0.00,0.00,28.00,7.2329e+04,0.00,0.00,28.00,7.3699e+11,79.20,51.61,4.00,6.8588e+11,18.61,48.03,1.01,2.0242e+08,0.08,0.01,14.00,4.9083e+09,2.11,0.34,16.00,331.710,0.290
83500.0,334.000,72.10,131.50,6385.800,6051.800,7.966,232.5,4.529e-09,6.038e-15,94.153,66.484,1118.0,9.209e+06,0.000,3318.757,230.0,4.703e-09,6.267e-15,0.0,5.250e-15,6.943e-15,5.480e-15,-9.2,14.02,1173.5,6.70,-3.7,-16.2,10.8,-12.6,-136.3,47.2,-10.7,-13.1,-147.0,34.2,25.0,12.5,264.10,-2.62,53.59,17.19,88.82,5.79,0.72,10087200.0,1.4106e+12,3.226e+03,1.666e+00,2.578,1.0000,7.6915e-01,0.00,0.00,44.00,7.1913e+04,0.00,0.00,28.00,5.4686e+04,0.00,0.00,28.00,7.1783e+11,78.97,50.89,4.00,6.8842e+11,19.12,48.80,1.01,1.7565e+08,0.07,0.01,14.00,4.1855e+09,1.84,0.30,16.00,333.743,0.257
