ElapsedTime_s,Height_km,Latitude_deg,LongitudeE_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,VerticalWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,VerticalWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,PerturbedVerticalWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,VerticalStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeE_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,Arnd_m3,Armass_pct,Armole_pct,Aramw,CO2nd_m3,CO2mass_pct,CO2mole_pct,CO2amw,COnd_m3,COmass_pct,COmole_pct,COamw,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,O2nd_m3,O2mass_pct,O2mole_pct,O2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,Hnd_m3,Hmass_pct,Hmole_pct,Hamw,Ond_m3,Omass_pct,Omole_pct,Oamw,H2Ond_m3,H2Omass_pct,H2Omole_pct,H2Oamw,TemperatureDaily_K,PressureDaily_Pa,DensityDaily_kgm3,EWWindDaily_ms,NSWindDaily_ms,TemperatureMin_K,TemperatureMax_K,DensityMin_kgm3,DensityMax_kgm3,PlanetoGraphicHeight_km,PlanetoGraphicLatitude_deg,ReferenceHeight_km,ReferenceRadius_km,GroundTemperature_K,ThermosphereBaseHeight_km,ThermosphereBaseTemperature_K,ExosphericTemperature_K,F1PeakHeight_km,Albedo,HeightOffset_km,LocalHeightOffset_km,DustOpticalDepth,DustColumnArealDensity_kgm2,DustMixingRatio,DustMassDensity_ugm3,DustNumberDensity_m3,IceIsPresent,WavePerturbation_pct
55000.0,220.000,55.00,103.00,3604.547,3384.547,3.282,172.9,4.798e-08,5.045e-13,21.913,17.755,381.2,8.281e+02,0.000,516.524,347.3,9.530e-07,1.140e-11,0.0,3.479e-13,7.315e-13,6.811e-13,35.0,45.00,328.1,74.43,-95.6,-96.9,-93.6,-94.0,44.0,-59.3,0.000,1.7,-35.3,-1.409,45.7,-94.6,-1.409,24.0,24.0,4.800,172.51,3.14,331.05,20.80,109.52,12.54,1.48,88774.9,1.7542e+13,2.452e+02,1.528e+00,17.320,1.1459,7.2622e+10,0.96,0.41,39.96,0.0000e+00,0.00,0.00,44.01,9.1401e+11,8.43,5.21,28.01,5.1899e+10,0.03,0.30,2.02,1.8949e+12,17.47,10.80,28.02,5.6353e+10,0.59,0.32,32.00,7.8267e+11,1.03,4.46,4.00,2.0725e+11,0.07,1.18,1.01,1.3562e+13,71.42,77.31,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,221.803,55.30,221.807,3382.741,182.6,124.003,149.4,172.9,999.900,0.176,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
55500.0,222.000,55.30,103.50,3606.451,3384.451,3.278,171.3,4.306e-08,4.381e-13,22.413,18.219,387.6,8.220e+02,0.000,530.581,347.5,8.825e-07,1.046e-11,0.0,3.022e-13,6.353e-13,4.666e-13,6.5,45.00,375.6,74.97,-95.8,-97.1,-93.9,-95.5,44.6,-63.2,0.000,20.6,-17.4,-4.039,65.2,-80.6,-4.039,24.2,24.2,4.840,172.51,3.14,329.02,20.97,110.45,12.54,1.48,88774.9,1.5418e+13,2.452e+02,1.529e+00,17.114,1.1809,5.5760e+10,0.84,0.36,39.96,0.0000e+00,0.00,0.00,44.01,7.6113e+11,8.08,4.94,28.01,5.1566e+10,0.04,0.33,2.02,1.5779e+12,16.76,10.23,28.02,4.5674e+10,0.55,0.30,32.00,7.6008e+11,1.15,4.93,4.00,2.1018e+11,0.08,1.36,1.01,1.1955e+13,72.49,77.54,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,223.805,55.60,223.808,3382.643,182.1,123.941,148.7,171.3,999.900,0.178,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
56000.0,224.000,55.60,104.00,3608.355,3384.355,3.275,169.7,3.870e-08,3.815e-13,22.905,18.687,394.0,8.214e+02,0.000,544.652,347.6,8.172e-07,9.598e-12,0.0,2.631e-13,5.531e-13,4.126e-13,8.2,45.00,378.8,75.52,-96.0,-97.3,-94.2,-95.7,45.2,-67.1,0.000,22.3,-1.6,-8.407,67.4,-68.7,-8.407,24.4,24.4,4.880,172.52,3.14,326.99,21.13,111.31,12.54,1.48,88774.9,1.3597e+13,2.452e+02,1.530e+00,16.895,1.2148,4.2648e+10,0.74,0.31,39.96,0.0000e+00,0.00,0.00,44.01,6.3262e+11,7.71,4.65,28.01,5.1355e+10,0.05,0.38,2.02,1.3114e+12,15.99,9.64,28.02,3.6923e+10,0.51,0.27,32.00,7.3956e+11,1.29,5.44,4.00,2.1368e+11,0.09,1.57,1.01,1.0569e+13,73.61,77.73,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,225.806,55.90,225.809,3382.545,181.7,123.869,147.9,169.7,999.900,0.179,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
56500.0,226.000,55.90,104.50,3610.258,3384.258,3.271,168.1,3.483e-08,3.330e-13,23.387,19.151,400.3,8.247e+02,0.000,558.660,347.8,7.567e-07,8.808e-12,0.0,2.296e-13,4.828e-13,2.610e-13,-21.6,45.00,452.1,76.07,-96.2,-97.4,-94.5,-97.0,45.5,-71.1,0.000,3.3,-1.8,-6.087,48.8,-72.8,-6.087,24.6,24.6,4.920,172.52,3.14,324.96,21.30,112.11,12.53,1.48,88774.9,1.2033e+13,2.452e+02,1.532e+00,16.664,1.2475,3.2495e+10,0.65,0.27,39.96,0.0000e+00,0.00,0.00,44.01,5.2483e+11,7.33,4.36,28.01,5.1265e+10,0.05,0.43,2.02,1.0879e+12,15.20,9.04,28.02,2.9775e+10,0.48,0.25,32.00,7.2097e+11,1.44,5.99,4.00,2.1776e+11,0.11,1.81,1.01,9.3679e+12,74.74,77.85,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,227.807,56.19,227.810,3382.448,181.3,123.786,147.1,168.1,999.900,0.179,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
57000.0,228.000,56.20,105.00,3612.162,3384.162,3.268,166.4,3.140e-08,2.914e-13,23.859,19.607,406.5,8.265e+02,0.000,572.459,347.9,7.008e-07,8.084e-12,0.0,2.009e-13,4.225e-13,1.905e-13,-34.6,45.00,502.8,76.61,-96.4,-97.5,-94.8,-97.6,45.7,-75.1,0.000,-4.6,-2.2,-5.556,41.1,-77.3,-5.556,24.8,24.8,4.960,172.52,3.14,322.94,21.47,112.85,12.53,1.48,88774.9,1.0684e+13,2.452e+02,1.534e+00,16.422,1.2788,2.4668e+10,0.56,0.23,39.96,0.0000e+00,0.00,0.00,44.01,4.3461e+11,6.94,4.07,28.01,5.1291e+10,0.06,0.48,2.02,9.0084e+11,14.38,8.43,28.02,2.3951e+10,0.44,0.22,32.00,7.0418e+11,1.61,6.59,4.00,2.2244e+11,0.13,2.08,1.01,8.3225e+12,75.89,77.89,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,229.807,56.49,229.810,3382.352,180.9,123.693,146.3,166.4,999.900,0.177,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
57500.0,230.000,56.50,105.50,3614.065,3384.065,3.264,164.8,2.835e-08,2.556e-13,24.322,20.047,412.7,8.263e+02,0.000,586.051,348.1,6.490e-07,7.420e-12,0.0,1.763e-13,3.706e-13,1.368e-13,-46.5,45.00,564.0,77.15,-96.6,-97.6,-95.0,-98.2,45.7,-79.2,0.000,2.8,-10.7,-3.062,48.5,-89.9,-3.062,25.0,25.0,5.000,172.53,3.14,320.91,21.64,113.53,12.53,1.48,88774.9,9.5185e+12,2.452e+02,1.535e+00,16.169,1.3085,1.8656e+10,0.48,0.20,39.96,0.0000e+00,0.00,0.00,44.01,3.5923e+11,6.54,3.77,28.01,5.1430e+10,0.07,0.54,2.02,7.4455e+11,13.55,7.82,28.02,1.9218e+10,0.40,0.20,32.00,6.8904e+11,1.79,7.24,4.00,2.2771e+11,0.15,2.39,1.01,7.4087e+12,77.02,77.83,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,231.807,56.79,231.810,3382.255,180.6,123.589,145.4,164.8,999.900,0.172,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
58000.0,232.000,56.80,106.00,3615.968,3383.968,3.261,163.3,2.563e-08,2.247e-13,24.779,20.468,418.7,8.253e+02,0.000,599.531,348.3,6.034e-07,6.833e-12,0.0,1.549e-13,3.258e-13,2.469e-13,9.9,45.00,399.5,77.68,-96.7,-97.7,-95.2,-96.4,45.5,-83.2,0.000,19.6,21.4,-10.146,65.1,-61.8,-10.146,25.0,25.0,5.000,172.53,3.14,318.88,21.81,114.13,12.53,1.48,88774.9,8.5070e+12,2.452e+02,1.537e+00,15.905,1.3365,1.4059e+10,0.42,0.17,39.96,0.0000e+00,0.00,0.00,44.01,2.9637e+11,6.14,3.48,28.01,5.1672e+10,0.08,0.61,2.02,6.1423e+11,12.72,7.22,28.02,1.5383e+10,0.36,0.18,32.00,6.7538e+11,2.00,7.94,4.00,2.3356e+11,0.17,2.75,1.01,6.6063e+12,78.12,77.66,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,233.806,57.09,233.809,3382.159,180.4,123.475,144.5,163.3,999.900,0.172,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
58500.0,234.000,57.10,106.50,3617.872,3383.872,3.257,161.7,2.320e-08,1.979e-13,25.233,20.864,424.8,8.271e+02,0.000,613.097,348.4,5.610e-07,6.293e-12,0.0,1.365e-13,2.870e-13,2.704e-13,36.6,45.00,363.4,78.19,-96.9,-97.8,-95.4,-95.7,45.0,-87.2,0.000,13.8,14.4,-6.249,58.9,-72.8,-6.249,25.0,25.0,5.000,172.53,3.13,316.85,21.98,114.68,12.53,1.48,88774.9,7.6266e+12,2.452e+02,1.539e+00,15.629,1.3627,1.0556e+10,0.35,0.14,39.96,0.0000e+00,0.00,0.00,44.01,2.4405e+11,5.73,3.20,28.01,5.2012e+10,0.09,0.68,2.02,5.0577e+11,11.89,6.63,28.02,1.2283e+10,0.33,0.16,32.00,6.6303e+11,2.23,8.69,4.00,2.3998e+11,0.20,3.15,1.01,5.8989e+12,79.18,77.35,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,235.804,57.39,235.808,3382.064,180.1,123.352,143.6,161.7,999.900,0.171,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
59000.0,236.000,57.40,107.00,3619.775,3383.775,3.254,160.1,2.103e-08,1.747e-13,25.691,21.234,430.8,8.261e+02,0.000,626.693,348.6,5.216e-07,5.797e-12,0.0,1.205e-13,2.533e-13,1.764e-13,1.0,45.00,428.7,78.69,-97.0,-97.9,-95.6,-97.0,44.3,-91.2,0.000,-14.8,23.3,-7.010,29.5,-67.9,-7.010,25.0,25.0,5.000,172.54,3.13,314.83,22.14,115.15,12.53,1.48,88774.9,6.8580e+12,2.452e+02,1.541e+00,15.342,1.3873,7.8980e+09,0.30,0.12,39.96,0.0000e+00,0.00,0.00,44.01,2.0059e+11,5.34,2.92,28.01,5.2441e+10,0.10,0.76,2.02,4.1567e+11,11.07,6.06,28.02,9.7842e+09,0.30,0.14,32.00,6.5184e+11,2.48,9.50,4.00,2.4695e+11,0.24,3.60,1.01,5.2729e+12,80.18,76.89,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,237.803,57.69,237.806,3381.969,179.9,123.220,142.7,160.1,999.900,0.170,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
59500.0,238.000,57.70,107.50,3621.678,3383.678,3.250,158.5,1.907e-08,1.543e-13,26.158,21.576,436.7,8.253e+02,0.000,640.625,348.7,4.850e-07,5.340e-12,0.0,1.064e-13,2.238e-13,1.239e-13,-19.7,45.00,487.4,79.23,-97.1,-98.0,-95.8,-97.7,43.4,-95.4,0.000,-23.2,23.7,1.547,20.2,-71.8,1.547,25.0,25.0,5.000,172.54,3.13,312.80,22.31,115.56,12.53,1.48,88774.9,6.1797e+12,2.452e+02,1.543e+00,15.038,1.4096,5.8644e+09,0.25,0.09,39.96,0.0000e+00,0.00,0.00,44.01,1.6413e+11,4.95,2.66,28.01,5.3002e+10,0.12,0.86,2.02,3.4010e+11,10.25,5.50,28.02,7.7507e+09,0.27,0.13,32.00,6.4185e+11,2.76,10.39,4.00,2.5487e+11,0.28,4.12,1.01,4.7121e+12,81.12,76.25,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,239.800,57.98,239.803,3381.875,179.7,123.070,141.7,158.6,999.900,0.174,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
60000.0,240.000,58.00,108.00,3623.581,3383.581,3.247,157.0,1.730e-08,1.364e-13,26.641,21.888,442.7,8.244e+02,0.000,655.032,348.9,4.510e-07,4.920e-12,0.0,9.409e-14,1.978e-13,1.343e-13,-1.6,45.00,446.2,79.77,-97.2,-98.1,-96.0,-97.3,42.1,-99.8,0.000,-0.8,2.9,-1.383,41.4,-96.9,-1.383,25.0,25.0,5.000,172.54,3.13,310.77,22.48,115.90,12.53,1.48,88774.9,5.5823e+12,2.452e+02,1.546e+00,14.718,1.4298,4.3299e+09,0.21,0.08,39.96,0.0000e+00,0.00,0.00,44.01,1.3385e+11,4.56,2.40,28.01,5.3661e+10,0.13,0.96,2.02,2.7734e+11,9.46,4.97,28.02,6.1146e+09,0.24,0.11,32.00,6.3279e+11,3.08,11.34,4.00,2.6351e+11,0.32,4.72,1.01,4.2108e+12,81.99,75.43,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,241.798,58.28,241.801,3381.781,179.4,122.908,140.7,157.0,999.900,0.179,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
60500.0,242.000,58.30,108.50,3625.485,3383.485,3.243,155.4,1.572e-08,1.208e-13,27.149,22.172,448.7,8.234e+02,0.000,670.095,349.1,4.208e-07,4.550e-12,0.0,8.331e-14,1.752e-13,1.116e-13,-7.6,45.00,466.9,80.28,-97.3,-98.2,-96.1,-97.5,40.6,-104.0,0.000,-5.1,-20.2,-2.432,35.5,-124.2,-2.432,25.0,25.0,5.000,172.55,3.13,308.74,22.65,116.16,12.53,1.48,88774.9,5.0574e+12,2.452e+02,1.548e+00,14.385,1.4482,3.1859e+09,0.17,0.06,39.96,0.0000e+00,0.00,0.00,44.01,1.0894e+11,4.19,2.15,28.01,5.4379e+10,0.15,1.08,2.02,2.2570e+11,8.69,4.46,28.02,4.8117e+09,0.21,0.10,32.00,6.2439e+11,3.44,12.35,4.00,2.7263e+11,0.38,5.39,1.01,3.7633e+12,82.76,74.41,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,243.795,58.58,243.798,3381.687,179.3,122.739,139.7,155.4,999.900,0.186,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
61000.0,244.000,58.60,109.00,3627.389,3383.389,3.240,153.9,1.430e-08,1.071e-13,27.691,22.431,455.0,8.211e+02,0.000,685.994,349.2,3.926e-07,4.207e-12,0.0,7.387e-14,1.553e-13,8.758e-14,-18.2,45.00,503.2,80.76,-97.5,-98.2,-96.3,-97.9,38.6,-108.1,0.000,18.3,-26.2,-4.417,56.9,-134.3,-4.417,25.0,25.0,5.000,172.55,3.13,306.71,22.82,116.36,12.53,1.48,88774.9,4.5951e+12,2.452e+02,1.550e+00,14.037,1.4647,2.3366e+09,0.14,0.05,39.96,0.0000e+00,0.00,0.00,44.01,8.8481e+10,3.84,1.93,28.01,5.5146e+10,0.17,1.20,2.02,1.8331e+11,7.96,3.99,28.02,3.7774e+09,0.19,0.08,32.00,6.1651e+11,3.83,13.42,4.00,2.8217e+11,0.44,6.14,1.01,3.3633e+12,83.42,73.19,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,245.792,58.88,245.795,3381.594,179.1,122.564,138.7,153.9,999.900,0.193,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
61500.0,246.000,58.90,109.50,3629.293,3383.293,3.237,152.4,1.304e-08,9.508e-14,28.275,22.667,461.5,8.191e+02,0.000,703.027,349.4,3.664e-07,3.892e-12,0.0,6.558e-14,1.379e-13,8.773e-14,-7.7,45.00,480.4,81.21,-97.6,-98.3,-96.5,-97.7,36.4,-112.0,0.000,-0.1,-40.4,-6.601,36.3,-152.4,-6.601,25.0,25.0,5.000,172.55,3.13,304.69,22.99,116.49,12.53,1.48,88774.9,4.1872e+12,2.452e+02,1.553e+00,13.675,1.4796,1.7088e+09,0.12,0.04,39.96,0.0000e+00,0.00,0.00,44.01,7.1735e+10,3.51,1.71,28.01,5.5948e+10,0.20,1.34,2.02,1.4860e+11,7.27,3.55,28.02,2.9588e+09,0.17,0.07,32.00,6.0902e+11,4.26,14.54,4.00,2.9207e+11,0.51,6.98,1.01,3.0052e+12,83.97,71.77,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,247.788,59.18,247.792,3381.502,178.9,122.384,137.7,152.4,999.900,0.196,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
62000.0,248.000,59.20,110.00,3631.198,3383.198,3.233,151.0,1.191e-08,8.451e-14,28.913,22.885,468.3,8.169e+02,0.000,721.418,349.5,3.419e-07,3.600e-12,0.0,5.828e-14,1.225e-13,5.715e-14,-32.4,45.00,569.4,81.63,-97.7,-98.4,-96.6,-98.4,33.8,-115.7,0.000,12.7,-27.6,-5.862,46.5,-143.3,-5.862,25.0,25.0,5.000,172.56,3.12,302.66,23.16,116.55,12.53,1.48,88774.9,3.8270e+12,2.452e+02,1.556e+00,13.299,1.4928,1.2464e+09,0.10,0.03,39.96,0.0000e+00,0.00,0.00,44.01,5.8059e+10,3.20,1.52,28.01,5.6775e+10,0.23,1.48,2.02,1.2027e+11,6.62,3.14,28.02,2.3131e+09,0.15,0.06,32.00,6.0181e+11,4.73,15.73,4.00,3.0227e+11,0.60,7.90,1.01,2.6843e+12,84.38,70.14,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,249.785,59.48,249.788,3381.410,178.7,122.198,136.7,151.0,999.900,0.199,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
62500.0,250.000,59.50,110.50,3633.103,3383.103,3.230,149.7,1.091e-08,7.520e-14,29.614,23.091,475.5,8.148e+02,0.000,741.439,349.7,3.190e-07,3.330e-12,0.0,5.186e-14,1.090e-13,9.177e-14,22.0,45.00,430.4,82.00,-97.7,-98.4,-96.7,-97.2,30.8,-119.1,0.000,-34.4,-43.0,-1.931,-3.7,-162.1,-1.931,25.0,25.0,5.000,172.56,3.12,300.63,23.32,116.54,12.53,1.48,88774.9,3.5086e+12,2.452e+02,1.559e+00,12.908,1.5044,9.0716e+08,0.08,0.03,39.96,0.0000e+00,0.00,0.00,44.01,4.6920e+10,2.90,1.34,28.01,5.7614e+10,0.26,1.64,2.02,9.7186e+10,6.01,2.77,28.02,1.8051e+09,0.13,0.05,32.00,5.9477e+11,5.26,16.95,4.00,3.1269e+11,0.70,8.91,1.01,2.3967e+12,84.67,68.31,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,251.782,59.77,251.785,3381.318,178.5,122.009,135.7,149.7,999.900,0.200,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
63000.0,252.000,59.80,111.00,3635.010,3383.010,3.226,148.4,1.001e-08,6.700e-14,30.388,23.288,483.1,8.126e+02,0.000,763.344,349.7,2.988e-07,3.075e-12,0.0,4.621e-14,9.715e-14,8.156e-14,21.7,45.00,437.9,82.34,-97.8,-98.5,-96.8,-97.3,27.4,-122.2,0.000,-16.9,-50.4,-1.237,10.6,-172.6,-1.237,25.0,25.0,5.000,172.56,3.12,298.60,23.49,116.47,12.53,1.48,88774.9,3.2269e+12,2.452e+02,1.562e+00,12.504,1.5145,6.5911e+08,0.07,0.02,39.96,0.0000e+00,0.00,0.00,44.01,3.7871e+10,2.63,1.17,28.01,5.8455e+10,0.29,1.81,2.02,7.8437e+10,5.45,2.43,28.02,1.4067e+09,0.11,0.04,32.00,5.8783e+11,5.83,18.22,4.00,3.2326e+11,0.81,10.02,1.01,2.1390e+12,84.82,66.29,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,253.779,60.07,253.782,3381.227,178.3,121.816,134.7,148.4,999.900,0.218,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
63500.0,254.000,60.10,111.50,3636.917,3382.917,3.223,147.1,9.212e-09,5.977e-14,31.245,23.483,491.3,8.127e+02,0.000,787.480,349.7,2.799e-07,2.840e-12,0.0,4.122e-14,8.666e-14,9.470e-14,58.5,45.00,390.3,82.63,-97.9,-98.5,-96.9,-96.7,23.7,-125.0,0.000,-41.0,-50.8,-2.452,-17.2,-175.9,-2.452,25.0,25.0,5.000,172.57,3.12,296.58,23.66,116.33,12.53,1.48,88774.9,2.9777e+12,2.452e+02,1.566e+00,12.088,1.5230,4.7828e+08,0.05,0.02,39.96,0.0000e+00,0.00,0.00,44.01,3.0537e+10,2.38,1.03,28.01,5.9286e+10,0.33,1.99,2.02,6.3244e+10,4.92,2.12,28.02,1.0951e+09,0.10,0.04,32.00,5.8091e+11,6.46,19.51,4.00,3.3390e+11,0.94,11.21,1.01,1.9082e+12,84.82,64.08,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,255.777,60.37,255.780,3381.137,178.0,121.621,133.7,147.1,999.900,0.234,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
64000.0,256.000,60.40,112.00,3638.825,3382.825,3.220,145.9,8.500e-09,5.339e-14,32.195,23.680,499.9,8.141e+02,0.000,814.070,349.8,2.621e-07,2.623e-12,0.0,3.682e-14,7.741e-14,5.826e-14,9.1,45.00,478.6,82.87,-98.0,-98.6,-97.0,-97.8,19.7,-127.5,0.000,-44.3,-25.6,-0.644,-24.6,-153.1,-0.644,25.0,25.0,5.000,172.57,3.12,294.55,23.83,116.12,12.53,1.48,88774.9,2.7571e+12,2.452e+02,1.570e+00,11.661,1.5302,3.4682e+08,0.04,0.01,39.96,0.0000e+00,0.00,0.00,44.01,2.4608e+10,2.14,0.89,28.01,6.0098e+10,0.38,2.18,2.02,5.0960e+10,4.44,1.85,28.02,8.5194e+08,0.08,0.03,32.00,5.7397e+11,7.15,20.82,4.00,3.4454e+11,1.08,12.50,1.01,1.7017e+12,84.68,61.72,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,257.775,60.67,257.779,3381.047,177.7,121.424,132.7,145.9,999.900,0.249,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
64500.0,258.000,60.70,112.50,3640.735,3382.735,3.216,144.8,7.867e-09,4.776e-14,33.248,23.884,509.1,8.143e+02,0.000,843.253,349.8,2.455e-07,2.424e-12,0.0,3.294e-14,6.925e-14,4.877e-14,2.1,45.00,503.8,83.07,-98.0,-98.6,-97.1,-98.0,15.3,-129.5,0.000,-16.5,-32.4,-5.088,-1.2,-161.9,-5.088,25.0,25.0,5.000,172.57,3.12,292.52,24.00,115.86,12.53,1.48,88774.9,2.5619e+12,2.452e+02,1.573e+00,11.226,1.5359,2.5146e+08,0.03,0.01,39.96,0.0000e+00,0.00,0.00,44.01,1.9824e+10,1.93,0.77,28.01,6.0882e+10,0.43,2.38,2.02,4.1050e+10,4.00,1.60,28.02,6.6261e+08,0.07,0.03,32.00,5.6697e+11,7.89,22.13,4.00,3.5509e+11,1.25,13.86,1.01,1.5172e+12,84.40,59.22,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,259.774,60.97,259.777,3380.958,177.3,121.226,131.8,144.8,999.900,0.253,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
65000.0,260.000,61.00,113.00,3642.646,3382.646,3.213,143.8,7.304e-09,4.279e-14,34.410,24.100,518.8,8.126e+02,0.000,875.215,349.8,2.300e-07,2.240e-12,0.0,2.951e-14,6.205e-14,6.660e-14,55.6,45.00,415.9,83.22,-98.1,-98.7,-97.2,-97.0,10.6,-131.2,0.000,-14.6,-31.6,-6.979,-4.0,-162.8,-6.979,25.0,25.0,5.000,172.58,3.12,290.49,0.17,115.53,12.53,1.48,88774.9,2.3893e+12,2.452e+02,1.577e+00,10.786,1.5402,1.8241e+08,0.03,0.01,39.96,0.0000e+00,0.00,0.00,44.01,1.5972e+10,1.74,0.67,28.01,6.1631e+10,0.48,2.58,2.02,3.3071e+10,3.60,1.38,28.02,5.1547e+08,0.06,0.02,32.00,5.5989e+11,8.70,23.43,4.00,3.6550e+11,1.43,15.30,1.01,1.3526e+12,83.97,56.61,16.00,0.0000e+00,0.00,0.00,18.02,0.0,0.000e+00,0.000e+00,0.0,0.0,0.0,0.0,0.000e+00,0.000e+00,261.774,61.27,261.777,3380.869,176.8,121.028,130.9,143.8,999.900,0.247,-0.001,-0.001,0.300,0.002,0.000,0.000,0.000,99,0.0
