degree,order,C,S
19,10,-3.3878755912219E-08,-7.5781946015369E-09
19,11,1.6304875966336E-08,1.0357836221701E-08
19,12,-2.4428096014494E-09,9.4563770246223E-09
19,13,-7.5430080304002E-09,-2.8523788426628E-08
19,14,-4.7455417994753E-09,-1.2850958583780E-08
19,15,-1.7587458402195E-08,-1.4070325044995E-08
19,16,-2.1750759903834E-08,-7.0973704784773E-09
19,17,2.8806340062164E-08,-1.5340518451158E-08
19,18,3.5009032841798E-08,-9.6933383051159E-09
19,19,-2.7033059376817E-09,5.1986709476950E-09
20,0,2.1561032742428E-08,0.0000000000000E+00
20,1,5.5693933118913E-09,7.0325453549581E-09
20,2,2.0293015763474E-08,1.7184250399618E-08
20,3,-4.7470688650447E-09,3.8898344302365E-08
20,4,4.2674535490080E-09,-2.2621899927980E-08
20,5,-1.0125147740639E-08,-8.2604018693237E-09
20,6,1.2161538426967E-08,-4.3666830948068E-09
20,7,-2.1227587568481E-08,-7.0685992768435E-10
20,8,5.0929899997298E-09,2.1542450093111E-09
20,9,1.7186270678037E-08,-7.0122167100144E-09
20,10,-3.2295778682459E-08,-4.7890787900442E-09
20,11,1.4449844260416E-08,-1.9152688634810E-08
20,12,-6.4681043468890E-09,1.8134189470136E-08
20,13,2.7410775469962E-08,6.7650227483353E-09
20,14,1.1527761869284E-08,-1.4376758596473E-08
20,15,-2.5787513923876E-08,-8.6638037307931E-10
20,16,-1.2430650472122E-08,-3.4233303074329E-10
20,17,4.5034696990524E-09,-1.3728194767547E-08
20,18,1.5356706426350E-08,-8.8796412312377E-10
20,19,-3.0291332632403E-09,1.0921003105454E-08
20,20,3.7337387259245E-09,-1.2694254544288E-08
21,0,6.2514504191117E-09,0.0000000000000E+00
21,1,-1.6162526886757E-08,2.8689583824560E-08
21,2,-5.6140291709890E-09,4.1779156782583E-09
21,3,1.9143566867652E-08,2.2720253960792E-08
21,4,-5.1096007635751E-09,1.8978778833785E-08
21,5,2.6082677646613E-09,1.0965679956683E-09
21,6,-1.3548949906366E-08,1.2801486477698E-11
21,7,-6.6102668986140E-09,2.5204487450135E-09
21,8,-1.7235146720915E-08,2.1471253806544E-09
21,9,1.5853695412428E-08,9.0795492960735E-09
21,10,-1.1400461893360E-08,-1.1380211449953E-09
21,11,6.8937363202796E-09,-3.5579662367870E-08
21,12,-3.3277287534504E-09,1.4774029801486E-08
21,13,-1.9366213899910E-08,1.3937216682641E-08
21,14,2.0265919901201E-08,7.3538593911250E-09
21,15,1.7574328587785E-08,1.0370158779522E-08
21,16,7.4914552304064E-09,-6.6547027204585E-09
21,17,-7.4677895783917E-09,-7.3760325545951E-09
21,18,2.6473654095771E-08,-1.1072070773057E-08
21,19,-2.7204150743397E-08,1.6553947890878E-08
21,20,-2.6944313196903E-08,1.5920214032405E-08
21,21,8.4557672297471E-09,-3.6532609386609E-09
22,0,-1.0777609848677E-08,0.0000000000000E+00
22,1,1.5681426387950E-08,-3.8370224806182E-09
22,2,-2.6490575381469E-08,-1.1611004805905E-09
22,3,1.1345454839108E-08,1.0122046666306E-08
22,4,-3.6175727128492E-09,1.8729333289435E-08
22,5,9.3534147417880E-11,-3.1853647526581E-10
22,6,1.0162796178957E-08,-5.5086404364208E-09
22,7,1.7464369714439E-08,4.7473280672850E-09
22,8,-2.3500737175908E-08,3.8154651609903E-09
22,9,6.6818530615922E-09,8.3775977925981E-09
22,10,5.6248225546650E-09,2.2351050656813E-08
22,11,-4.8158773314249E-09,-1.7563679630741E-08
22,12,2.4186188118860E-09,-8.2116359194263E-09
22,13,-1.7159359210525E-08,1.9513851975497E-08
22,14,1.0872225185070E-08,8.3289598127916E-09
22,15,2.5769327920313E-08,4.7129535913589E-09
22,16,1.0792991424489E-10,-7.2899402129152E-09
22,17,8.5670679797584E-09,-1.4595420016646E-08
22,18,1.0196995235105E-08,-1.6198970335022E-08
22,19,1.4055478260879E-08,-3.3620037139614E-09
22,20,-1.6770905069226E-08,1.9581615480043E-08
22,21,-2.5316048493799E-08,2.3968873830724E-08
22,22,-1.0086375911876E-08,2.3331734070785E-09
23,0,-2.2257044344595E-08,0.0000000000000E+00
23,1,9.1726565654850E-09,1.6190923255392E-08
23,2,-1.4393050954423E-08,-4.5872797309044E-09
23,3,-2.4076362485355E-08,-1.7496485768666E-08
23,4,-2.3870528040630E-08,8.2860830186666E-09
23,5,-8.8170785542882E-10,1.6364587616656E-10
23,6,-1.1929963048889E-08,1.6130515092615E-08
23,7,-6.8878888049232E-09,-1.9143083671313E-09
23,8,7.3570968217734E-09,1.8149528536503E-10
23,9,1.8183658446914E-09,-1.2849392117802E-08
23,10,1.6859498666226E-08,-2.2668103505434E-09
23,11,9.2318006901043E-09,1.4293147370565E-08
23,12,1.6464893531070E-08,-1.2011280139652E-08
23,13,-1.1613327489836E-08,-5.2046039005264E-09
23,14,6.9578053442955E-09,-1.4650103830265E-09
23,15,1.8947671964842E-08,-3.5903019643184E-09
23,16,5.9044662093501E-09,1.1074162781670E-08
23,17,-5.4630795541737E-09,-1.2933268463771E-08
23,18,8.5454483607137E-09,-1.4817226163755E-08
23,19,-5.4758200799589E-09,1.0655218520610E-08
23,20,7.9710401453993E-09,-5.4567700950117E-09
23,21,1.5710404235473E-08,1.1742871162306E-08
23,22,-1.7972455686176E-08,4.7299903331964E-09
23,23,3.0547500879245E-09,-1.2048203554497E-08
24,0,-7.4961183912251E-11,0.0000000000000E+00
24,1,-2.7289740185498E-09,-1.5321790404228E-09
24,2,9.5622011835159E-10,1.5158808805763E-08
24,3,-4.8090023650859E-09,-9.7354537414458E-09
24,4,5.9691296961679E-09,5.0912414376114E-09
24,5,-7.1244087076850E-09,-2.1427294551512E-08
24,6,3.6211573961504E-09,1.3598128269848E-09
24,7,-6.0643173955591E-09,4.9165615199935E-09
24,8,1.5406085960487E-08,-3.6080242028236E-09
24,9,-1.1575932451652E-08,-1.7835688485588E-08
24,10,1.0972438574910E-08,2.1258048960420E-08
24,11,1.5186644334225E-08,1.7804267098722E-08
24,12,1.1486976061171E-08,-6.1811474749947E-09
24,13,-3.0221283624721E-09,2.9356287217108E-09
24,14,-1.9955691138247E-08,-2.0433713987083E-09
24,15,6.3581282578053E-09,-1.5958182533594E-08
24,16,8.4434906383257E-09,2.7209255455765E-09
24,17,-1.1942948531252E-08,-6.4424020021116E-09
24,18,-3.6935548987369E-10,-1.0300357499585E-08
24,19,-4.4451525211433E-09,-8.6757982861527E-09
24,20,-5.6557806163871E-09,8.6393858248153E-09
24,21,5.5394984805558E-09,1.4118325120665E-08
24,22,3.9926736546773E-09,-3.9351246179636E-09
24,23,-6.1940306866649E-09,-8.8222913867378E-09
24,24,1.2659995286631E-08,-3.6879251271569E-09
25,0,3.2079578493702E-09,0.0000000000000E+00
25,1,6.3719145459003E-09,-9.1591910382917E-09
25,2,2.2720081771792E-08,9.3446424110781E-09
25,3,-9.6805801437180E-09,-1.4307127982018E-08
25,4,1.0162450386024E-08,2.9222023329410E-10
25,5,-1.1042555621096E-08,-4.1286871055682E-10
25,6,1.6272576723270E-08,1.6693128698866E-10
25,7,9.5935505286726E-09,-6.6223242347970E-09
25,8,2.0800640561454E-09,1.8262680251766E-10
25,9,-3.0374642773867E-08,2.2952845268424E-08
25,10,8.9942134673923E-09,-4.4144933183497E-09
25,11,1.8910476149623E-09,1.0320319944976E-08
25,12,-7.7590922647865E-09,1.1569711425617E-08
25,13,7.9628517699957E-09,-1.1651905355007E-08
25,14,-1.9922406848407E-08,6.5615105521584E-09
25,15,-4.4437081022956E-09,-7.4116303540176E-09
25,16,1.3038949118218E-09,-1.2904050211106E-08
25,17,-1.5513153879676E-08,-3.7054754531245E-09
25,18,1.5389722665417E-09,-1.4883733533989E-08
25,19,7.7639347697602E-09,9.8044669158977E-09
25,20,-7.9842564412500E-09,-9.6458877133342E-10
25,21,1.0695702344209E-08,7.7591915228922E-09
25,22,-1.4135819781138E-08,3.8608188338977E-09
25,23,8.5825262138886E-09,-1.2634906183373E-08
25,24,4.2382730052224E-09,-8.3961195826167E-09
25,25,1.0490274812123E-08,4.9458725444991E-09
26,0,5.8894470041224E-09,0.0000000000000E+00
26,1,-1.4222410421531E-10,-6.6488507418036E-09
26,2,-1.5901305650054E-09,1.1507984103609E-08
26,3,1.5104425040177E-08,4.0467659173260E-09
26,4,1.9075886394362E-08,-2.0227746549079E-08
26,5,1.3147986114835E-08,7.8222467307533E-09
26,6,9.6028776399755E-09,-1.0516299781685E-08
26,7,-1.5868833759365E-09,4.4497744632438E-09
26,8,3.4727292199595E-09,1.7815614015121E-09
26,9,-1.3095778150346E-08,7.1332265925160E-10
26,10,-1.4969539915551E-08,-5.6617739852104E-09
26,11,-4.6265874321305E-09,1.6770090414590E-09
26,12,-1.7011814508891E-08,2.3294613036055E-09
26,13,-1.7665073692661E-10,1.5365783718542E-09
26,14,7.6701970826037E-09,8.0660801035045E-09
26,15,-1.3356608689073E-08,8.2957839761836E-09
26,16,1.5831738625554E-09,-6.3997534300397E-09
26,17,-1.2004162780394E-08,7.9201124515880E-09
26,18,-1.2935613070743E-08,4.8993161133060E-09
26,19,-2.2636172195199E-09,3.7693858256354E-09
26,20,6.2332356390644E-09,-1.1981567171058E-08
26,21,-9.1624222188192E-09,1.9409290271482E-09
26,22,1.0377279708742E-08,7.0660495997579E-09
26,23,1.0206228362630E-09,1.0723956019117E-08
26,24,9.0305825089530E-09,1.4780189905534E-08
26,25,3.7828000055826E-09,-5.7883431196292E-10
26,26,6.6516720930846E-10,2.0775943389869E-09
27,0,3.6170230174683E-09,0.0000000000000E+00
27,1,2.8627678132099E-09,1.5882033275837E-09
27,2,6.6226259458976E-10,-6.1952511665068E-10
27,3,3.5321152936775E-09,1.0484794861264E-08
27,4,-1.5995075676643E-09,8.0568859591200E-09
27,5,1.4608957044823E-08,1.4991089367841E-08
27,6,4.9663936037723E-09,6.4144882471434E-09
27,7,-1.1131734056106E-08,-6.9048138111726E-09
27,8,-8.0382518859697E-09,-8.7638090393521E-09
27,9,3.0653827350144E-09,1.1270020875850E-08
27,10,-1.3513330240291E-08,1.2698046719396E-09
27,11,2.2380371577601E-09,-9.4388513126679E-09
27,12,-1.0963891878012E-08,2.0692612481339E-09
27,13,-4.5737733553523E-09,-4.6725034451625E-09
27,14,1.5337412929971E-08,1.1820486957641E-08
27,15,-2.1297380296975E-09,1.4713745702126E-09
27,16,2.5712701890674E-09,3.1669336402244E-09
27,17,4.4242945063916E-09,5.0526842248627E-10
27,18,-2.0704844684774E-09,7.8764207233532E-09
27,19,-2.7185155615667E-10,-2.4013227675006E-09
27,20,-1.2713718425585E-09,3.6585124607284E-09
27,21,4.9250247917816E-09,-6.6513735757254E-09
27,22,-5.8190184804255E-09,2.8907007843726E-09
27,23,-5.3238353914738E-09,-1.1596127693157E-08
27,24,3.8109158050005E-10,-2.2408998637295E-09
27,25,1.2089174714114E-08,6.0089472677700E-09
27,26,-6.8303391165615E-09,-2.3865856631535E-09
27,27,8.0621547987242E-09,1.0640723778291E-09
28,0,-9.7753935800413E-09,0.0000000000000E+00
28,1,-5.2759853807839E-09,8.7179587366712E-09
28,2,-1.5011868173286E-08,-8.2532154333356E-09
28,3,2.9018539927811E-09,1.0183794166601E-08
28,4,-1.4136498972056E-09,1.1284704520273E-08
28,5,1.1970107007458E-08,-4.7218301057495E-09
28,6,-4.6115380024370E-09,1.2927185367167E-08
28,7,-2.5857449973184E-09,5.6534296546807E-09
28,8,-3.0683740546997E-09,-1.7577743087516E-09
28,9,9.2811642604765E-09,-1.2695187285201E-08
28,10,-1.0628064815845E-08,7.9671483109580E-09
28,11,-3.5433841475436E-09,-1.8380360667343E-09
28,12,-8.6677448478967E-10,1.0337933672526E-08
28,13,2.1256912930933E-09,5.9007926346875E-09
28,14,-8.1200478730321E-09,-1.2861057437908E-08
28,15,-1.2247927429046E-08,-2.1863173757933E-09
28,16,-4.6412946099153E-09,-1.3280157410115E-08
28,17,1.3795917496147E-08,-4.9803791168288E-09
28,18,5.7062919431006E-09,-3.3337541992201E-09
28,19,6.2758262116905E-09,2.4107419363697E-08
28,20,-1.5212408259602E-09,6.4983088658860E-09
28,21,6.7763136884004E-09,6.6151827269923E-09
28,22,-2.2316177865116E-09,-7.3097537767566E-09
28,23,6.8878198354834E-09,2.6680353880105E-09
28,24,1.1058893934088E-08,-1.3886412079707E-08
28,25,7.3673828050424E-09,-1.7450604856239E-08
28,26,1.2069303372624E-08,3.8293816571365E-09
28,27,-8.0326151990727E-09,1.2072087192128E-09
28,28,6.8156502237002E-09,6.6841724808079E-09
29,0,-5.2764069069891E-09,0.0000000000000E+00
29,1,4.0296792885639E-09,-1.3527666135184E-08
29,2,-2.3784553630559E-09,-2.4449609570504E-09
29,3,3.8149677854639E-09,-1.1575424869631E-08
29,4,-2.5389974883105E-08,2.3999609173515E-09
29,5,-7.9826011413502E-09,5.9564362602069E-09
29,6,1.1649239005866E-08,1.0385208456601E-08
29,7,-3.5896753431872E-09,-3.1499609344541E-09
29,8,-1.9578205826032E-08,9.5785177096366E-09
29,9,7.5794817135051E-11,2.6922402043992E-09
29,10,1.3758963643430E-08,5.5505280439522E-11
29,11,-6.2288212207624E-09,6.8675477917165E-09
29,12,-7.7902603279225E-10,-4.8572952969510E-09
29,13,-1.4492716860862E-09,-2.6369441763303E-09
29,14,-3.0786606897584E-09,-4.7240138081392E-09
29,15,-9.4820840605558E-09,-7.0502669987995E-09
29,16,1.5308414924520E-10,-1.4684156950621E-08
29,17,-2.2833638472408E-09,-4.7112798462766E-09
29,18,-3.5506258727441E-09,-2.8224644953811E-09
29,19,-6.2124245096928E-09,6.8147397910404E-09
29,20,-8.1227287606052E-09,5.7850674469844E-09
29,21,-9.9592921035262E-09,-5.1396725820997E-09
29,22,1.1711360173868E-08,-1.2381094745007E-09
29,23,-1.9130202178886E-09,2.2195360093715E-09
29,24,3.1067005784687E-10,-2.2392534724099E-09
29,25,5.7873753844175E-09,8.7410679988245E-09
29,26,7.8604814295224E-09,-6.8134412519687E-09
29,27,-7.7315958469522E-09,-7.1158221302694E-10
29,28,9.5352155977958E-09,-5.7416359453068E-09
29,29,1.2805005496223E-08,-5.2149334921341E-09
30,0,6.2547327594436E-09,0.0000000000000E+00
30,1,2.7283560667757E-10,1.0846252751773E-09
30,2,-9.9639411304693E-09,-1.1719791180744E-09
30,3,3.9168218191343E-09,-1.3736050864838E-08
30,4,-1.6667990544759E-09,-3.7575598245438E-09
30,5,-2.6356921658147E-09,-5.6751455845552E-09
30,6,-1.5961592709684E-10,8.3625875548288E-10
30,7,2.3931853474881E-09,3.8138357535494E-09
30,8,4.6566248515085E-09,3.2707790749631E-09
30,9,-8.0217161752592E-09,-1.1709546851958E-08
30,10,4.8882646724221E-09,-4.9573580163879E-09
30,11,-9.5493840728230E-09,1.0387446119455E-08
30,12,1.7098561996030E-08,-1.0737653035106E-08
30,13,1.3794001296225E-08,2.9800938503633E-09
30,14,4.8374175112441E-09,8.1227235416352E-09
30,15,6.5672408556249E-10,-1.0640071122686E-09
30,16,-1.0567855972816E-08,4.1424262424800E-09
30,17,-6.8858867548184E-09,-5.8751809034924E-09
30,18,-1.1161912116108E-08,-7.9657304536250E-09
30,19,-1.3630508134675E-08,2.7495979035094E-09
30,20,-5.2224555001069E-09,1.3339623583473E-08
30,21,-1.1665024008776E-08,-5.5443873902278E-09
30,22,-5.2441164606699E-09,-8.7077503292841E-09
30,23,5.3920009477739E-09,-1.0975281744421E-08
30,24,-2.7381261073767E-09,-2.5809334275282E-09
30,25,3.0783055843237E-09,-1.5719729783415E-08
30,26,1.3567326663180E-09,1.2553585315856E-08
30,27,-7.7297373782663E-09,1.2554671166426E-08
30,28,-5.8252152465580E-09,-8.0921017658691E-09
30,29,3.9382618751758E-09,1.8762517153367E-09
30,30,2.5841699412390E-09,8.4730337789802E-09
31,0,6.7614256537702E-09,0.0000000000000E+00
31,1,7.1226901775628E-09,-1.8475305247542E-08
31,2,6.2616162727253E-09,5.1148002885335E-09
31,3,-6.5941710394512E-09,-7.5429944045140E-09
31,4,1.1389836514975E-08,-5.1736794992725E-09
31,5,-1.1480930291427E-08,5.4567617831456E-09
31,6,-8.5461124637773E-11,-2.9304986248775E-10
31,7,-1.5074964860750E-09,-1.3416184536738E-09
31,8,-3.1325608737709E-09,2.1399315317391E-09
31,9,9.0519850471279E-10,5.8486904600361E-09
31,10,4.3704892891464E-09,-4.8924808812510E-09
31,11,1.9859516162950E-09,2.1704623343150E-08
31,12,5.7361902783884E-10,3.9945446932124E-09
31,13,9.7565613032830E-09,4.6672618264929E-09
31,14,-8.0559704677472E-09,3.2322527059898E-09
31,15,4.1597753302601E-09,-2.3638936307575E-09
31,16,-6.8805336386192E-09,6.1415297205410E-09
31,17,-2.9449306653415E-09,6.8522772470854E-09
31,18,-5.2903941897752E-10,-2.4271686985323E-09
31,19,2.1389662392932E-09,4.7687501684242E-09
31,20,-2.4494900288731E-09,5.7313151379701E-09
31,21,-9.9544204309605E-09,7.4327551973615E-09
31,22,-9.8899952941952E-09,-1.1229286733141E-08
31,23,8.0633588663172E-09,4.3066353744979E-09
