Zkm	TOTALNumden	N2Numdencm3	CH4Ndencm3	ArNdencm3	rhogcm3	Pergscm3	TempK	Fc
28.0	2.76409E+19	2.62589E+19	1.38205E+18	8.29227E+14	1.25722E-03	2.59240E+05	68.87	1.01335
26.0	3.11213E+19	2.95651E+19	1.55606E+18	9.33639E+14	1.41552E-03	2.94643E+05	69.62	1.01478
24.0	3.49539E+19	3.32062E+19	1.74769E+18	1.04862E+15	1.58985E-03	3.34519E+05	70.48	1.01629
22.0	3.91021E+19	3.71470E+19	1.95510E+18	1.17306E+15	1.77852E-03	3.79283E+05	71.54	1.01780
20.0	4.38767E+19	4.16829E+19	2.19384E+18	1.31630E+15	1.99569E-03	4.29513E+05	72.33	1.01966
18.0	4.89316E+19	4.64850E+19	2.44658E+18	1.46795E+15	2.22561E-03	4.85786E+05	73.48	1.02139
16.0	5.44087E+19	5.16883E+19	2.72044E+18	1.63226E+15	2.47473E-03	5.48552E+05	74.75	1.02315
14.0	6.03966E+19	5.73767E+19	3.01983E+18	1.81190E+15	2.74708E-03	6.18386E+05	76.05	1.02502
12.0	6.69240E+19	6.35778E+19	3.34620E+18	2.00772E+15	3.04397E-03	6.95961E+05	77.39	1.02698
10.0	7.39711E+19	7.02725E+19	3.69856E+18	2.21913E+15	3.36450E-03	7.81938E+05	78.82	1.02898
8.0	8.13555E+19	7.72877E+19	4.06777E+18	2.44067E+15	3.70038E-03	8.76880E+05	80.51	1.03080
6.0	8.92952E+19	8.48304E+19	4.46476E+18	2.67886E+15	4.06150E-03	9.81353E+05	82.24	1.03268
5.0	9.32090E+19	8.80178E+19	5.19118E+18	2.79627E+15	4.22895E-03	1.03724E+06	83.33	1.03337
4.0	9.74054E+19	9.14304E+19	5.97503E+18	2.92216E+15	4.40838E-03	1.09552E+06	84.29	1.03423
3.0	1.01193E+20	9.39496E+19	7.24302E+18	3.03579E+15	4.55915E-03	1.15606E+06	85.65	1.03460
2.0	1.04522E+20	9.53502E+19	9.17101E+18	3.13566E+15	4.67546E-03	1.21848E+06	87.39	1.03450
1.5	1.06121E+20	9.58916E+19	1.02285E+19	3.18363E+15	4.72871E-03	1.25028E+06	88.31	1.03438
1.0	1.07921E+20	9.71289E+19	1.07921E+19	3.23763E+15	4.80119E-03	1.28250E+06	89.08	1.03444
0.5	1.09968E+20	9.89721E+19	1.09968E+19	3.29904E+15	4.89228E-03	1.31530E+06	89.68	1.03470
0.0	1.12028E+20	1.00826E+20	1.12028E+19	3.36084E+15	4.98392E-03	1.34873E+06	90.29	1.03495
