TU	Ls	Pmb	-90	-80	-70	-60	-50	-40	-30	-20	-10	0	10	20	30	40	50	60	70	80	90
2	0	300	0.00	7.00	11.00	15.00	14.50	14.00	12.50	13.50	12.00	12.50	13.00	13.50	14.50	15.50	17.00	17.00	14.00	8.00	0.00
2	0	200	0.00	8.00	15.00	18.00	18.50	17.00	16.00	16.50	15.00	15.50	16.00	16.50	17.00	19.00	21.00	21.00	17.00	9.50	0.00
2	0	150	0.00	9.50	17.50	20.00	20.50	18.00	17.00	17.00	17.00	18.00	17.50	18.50	19.00	22.00	24.00	23.00	19.00	10.50	0.00
2	0	100	0.00	11.00	20.00	23.00	23.00	22.50	20.50	21.00	22.00	24.00	24.00	24.00	25.00	28.00	30.50	29.50	21.00	11.00	0.00
2	0	80	0.00	12.00	22.00	24.00	24.50	24.50	22.50	23.50	24.50	27.00	27.00	27.00	29.50	31.00	32.50	30.50	23.00	13.00	0.00
2	0	60	0.00	15.00	24.00	25.50	27.00	27.00	22.50	26.00	28.00	31.00	31.00	31.00	32.00	34.00	35.00	31.00	24.50	16.50	0.00
2	0	50	0.00	16.50	25.00	27.00	29.00	28.50	27.00	28.50	30.00	32.00	32.50	32.50	33.50	35.50	35.50	30.50	25.00	18.00	0.00
2	0	40	0.00	17.50	26.00	29.00	32.00	31.00	29.00	29.00	30.00	31.00	32.00	35.00	34.00	37.00	35.00	28.00	26.00	18.00	0.00
2	0	30	0.00	18.50	27.00	32.00	34.50	33.00	33.50	32.00	31.00	30.50	31.50	31.00	33.00	38.00	38.00	32.00	30.50	21.50	0.00
2	0	20	0.00	20.00	31.50	36.00	37.00	37.00	36.50	38.00	40.00	40.50	40.50	41.00	43.00	44.50	47.00	50.50	46.50	29.00	0.00
2	0	15	0.00	20.50	35.00	40.00	39.50	38.50	41.00	45.00	51.00	52.00	51.00	50.00	51.50	54.00	58.00	61.00	53.00	30.00	0.00
2	0	10	0.00	22.00	39.50	43.00	43.00	43.00	46.00	53.00	63.00	70.50	65.00	62.00	63.00	69.50	76.00	75.50	60.50	31.00	0.00
2	0	8	0.00	23.00	40.00	44.00	44.00	45.50	49.00	56.00	68.00	75.00	71.00	68.50	70.00	75.00	82.00	82.00	64.00	32.00	0.00
2	0	6	0.00	25.00	41.00	46.00	47.00	49.00	54.00	61.00	73.00	81.00	77.00	75.00	77.00	82.00	89.50	89.00	69.00	34.50	0.00
2	0	5	0.00	26.00	42.00	47.00	48.00	51.00	57.00	63.50	76.00	83.00	82.00	79.50	81.00	87.00	93.00	91.50	70.00	35.00	0.00
2	0	4	0.00	27.00	43.00	49.00	50.00	53.00	59.00	66.00	77.00	85.00	85.00	83.50	84.50	90.50	98.50	95.00	71.50	35.50	0.00
2	0	3	0.00	28.00	44.00	50.50	53.00	56.00	62.00	71.00	81.00	89.00	90.00	89.00	90.00	95.00	102.00	100.00	75.00	38.00	0.00
2	0	2	0.00	28.50	45.00	51.00	55.00	59.00	68.00	79.00	90.50	98.00	98.00	96.50	95.00	100.00	106.50	102.00	78.00	39.50	0.00
2	0	1.5	0.00	29.00	46.00	52.00	56.00	61.00	69.50	81.50	95.00	104.00	102.00	100.00	97.00	103.50	110.00	105.00	79.50	40.00	0.00
2	0	1	0.00	29.50	46.00	51.50	57.00	62.50	71.00	85.00	100.50	110.50	107.00	105.00	101.50	107.00	111.00	106.50	80.00	40.00	0.00
2	0	0.8	0.00	29.50	45.50	51.50	57.50	64.50	72.00	87.00	101.00	111.00	110.00	107.00	103.00	108.00	111.00	107.50	80.50	40.00	0.00
2	0	0.6	0.00	29.50	45.00	51.00	58.00	65.00	74.00	89.00	103.00	112.00	112.00	108.50	105.00	107.00	110.50	106.00	82.00	40.50	0.00
2	0	0.5	0.00	29.00	44.00	51.00	58.50	66.00	75.00	89.50	104.00	113.00	112.50	109.00	106.00	107.00	110.50	105.00	83.00	40.50	0.00
2	0	0.4	0.00	28.50	43.00	51.00	57.50	66.50	75.50	89.50	105.00	114.00	113.00	109.00	106.00	106.00	107.50	104.50	83.50	40.50	0.00
2	0	0.3	0.00	28.00	42.50	50.50	57.50	66.00	75.00	89.50	106.00	114.00	113.00	109.00	107.00	105.00	105.00	103.00	84.00	43.00	0.00
2	270	1465	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2	270	1000	0.00	1.00	1.50	2.50	2.00	0.50	-0.50	-0.50	0.00	0.00	0.50	1.00	3.00	4.00	4.50	4.00	3.50	2.00	0.00
2	270	800	0.00	2.00	2.00	5.00	5.00	4.00	3.00	2.00	3.00	3.00	3.00	4.00	5.00	6.00	6.50	6.50	6.00	2.50	0.00
2	270	600	0.00	4.00	7.00	9.50	9.00	8.00	7.00	5.50	7.00	6.50	6.50	7.50	8.00	8.00	9.50	9.50	8.00	3.50	0.00
2	270	500	0.00	5.00	8.50	11.00	11.00	10.00	9.50	8.50	8.50	8.00	8.00	9.00	9.50	10.00	11.00	12.00	9.50	5.00	0.00
2	270	400	0.00	7.00	10.00	13.00	13.00	12.50	11.50	10.50	10.00	10.00	10.50	11.50	12.00	12.50	16.50	14.00	11.00	6.00	0.00
2	270	300	0.00	8.00	12.00	15.00	16.00	15.00	14.50	13.00	13.50	12.50	13.50	14.00	14.50	15.00	17.00	13.50	14.50	6.50	0.00
2	270	200	0.00	9.00	15.00	19.00	19.50	18.50	17.00	16.50	16.50	16.50	17.00	17.00	17.00	18.00	19.50	19.00	16.00	7.50	0.00
2	270	150	0.00	10.00	17.00	22.00	23.00	20.50	19.00	18.50	18.00	18.50	19.00	19.50	20.00	22.00	23.00	21.00	17.00	9.00	0.00
2	270	100	0.00	10.50	20.50	25.00	27.00	25.00	23.50	22.00	23.50	24.00	25.00	25.50	25.00	26.50	27.00	26.00	20.50	10.50	0.00
2	270	80	0.00	11.00	21.50	27.00	29.00	27.00	26.00	25.00	26.00	27.00	28.50	29.00	28.00	29.50	30.00	28.00	21.50	11.00	0.00
2	270	60	0.00	11.50	22.50	28.50	32.00	30.50	28.50	28.00	29.50	32.00	31.50	31.00	31.00	32.00	32.00	31.00	22.50	11.50	0.00
